Column 1	ID	Column 2	Column 3
Kohn, Rita T.	91986822	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kohn,%20Rita%20T.
Hodgins, Bruce W., 1931-	92912260	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hodgins,%20Bruce%20W.,%201931-
Hobbs, Margaret (Margaret Helen)	58106158	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hobbs,%20Margaret%20(Margaret%20Helen)
Donnert, Erich, 1928-....	54163493	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Donnert,%20Erich.
Reitan, Ralph M.	54951450	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Reitan,%20Ralph%20M.
Wolfson, Deborah.	161770610	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wolfson,%20Deborah.
Akeh-Osu, Lawrence	26054751	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Akeh-Osu,%20Lawrence.
Freeman, Milton M.R., 1934-	30897698	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Freeman,%20Milton%20M.%20R.,%201934-
Western Regional Science Association. Meeting. (23rd : 1984 : Monterey, Calif.)		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Western%20Regional%20Science%20Association.%20Meeting.%20(23rd%20:%201984%20: %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Monterey,%20Calif.)
Western Regional Science Association. Meeting.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Western%20Regional%20Science%20Association.%20Meeting.
Aristotle	7524651	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Aristotle.
Irwin, Terence	14807866	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Irwin,%20Terence.
Händel, Georg Friedrich, 1685-1759.	5126950	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Handel,%20George%20Frideric,%201685-1759.
Shaw, Watkins, 1911-1996	51740222	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Shaw,%20Watkins,%201911-1996.
Bâ, Âmadou Hampâté, 1901-1991	97713321	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bâ,%20Amadou%20Hampaté.
MacNaughton, Margot.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22MacNaughton,%20Margot.
Muren, Marie.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Muren,%20Marie.
Tyson, Ian, 1933-	32267035	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22National%20Library%20of%20Canada.
King, Kenneth, 1940-....	109317167	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22King,%20Kenneth,%201940-
Ageev, M., 1898-1973	61540706	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Agi͡eev,%20M.
Cheney, E. W. (Elliott Ward), 1929-	9922483	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Cheney,%20E.%20W.%20(Elliott%20Ward),%201929-
Kincaid, David (David Ronald)	42076967	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kincaid,%20David%20(David%20Ronald)
Field, Peggy-Anne	15508736	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Field,%20Peggy-Anne.
Morse, Janice M.	49965158	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Morse,%20Janice%20M.
Back, Sílvio 1937-....	24659201	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Back,%20S.,%201937-
Rosendorfer, Herbert, 1934-2012	56666929	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Rosendorfer,%20Herbert,%201934-2012.
Maugham, W. Somerset (William Somerset), 1874-1965	66470937	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Maugham,%20W.%20Somerset%20(William%20Somerset),%201874-1965.
France, Hector, 1837-1908	2508018	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Harrington,%20Marie.
Kerr, K. Austin (Kathel Austin)	14998016	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kerr,%20K.%20Austin%20(Kathel%20Austin)
Alberta. Alberta Municipal Affairs. Planning Services Division.		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Alberta.%20Alberta%20Municipal%20Affairs.%20Planning%20Services %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Division.
Ghiazza, Silvana.	37745	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Ghiazza,%20Silvana.
Stankovsky, Jan	35006900	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Stankovsky,%20Jan.
Мирослав	65319121	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Marusyn,%20Myroslav.
Gass, Boris	93373943	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Gass,%20Boris.
Conseil des artistes peintres du Québec.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Conseil%20des%20artistes%20peintres%20du%20Québec.
Thuillier, Jacques	9854212	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Galeries%20nationales%20du%20Grand%20Palais%20(France)
Maison de la culture Côte-des-Neiges.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Maison%20de%20la%20culture%20Côte-des-Neiges.
Wilshere, E. R.	25852531	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wilshere,%20E.%20R.
Lydon, John, 1956-....	84036841	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Cochrane,%20G.%20M.
Oxfordshire Area Health Authority.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Oxfordshire%20Area%20Health%20Authority.
Hocks, Paula	34730229	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hocks,%20Paula.
Hill, Peter, 1948-....	114523566	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hill,%20Peter,%201948-%20,
Khotenovskiı̆, I. A. (Igorʹ Aleksandrovich)		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Khotenovskiı̆,%20I.%20A.%20(Igorʹ%20Aleksandrovich)
Smirnov, N. N.	5108995	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Zoologicheskiĭ%20institut%20(Akademii͡a%20nauk%20SSSR)
Block, Lawrence, 1938-....	110546896	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kavanagh,%20Paul.
Tisdell, C. A. (Clement Allan)	61618060	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22University%20of%20Newcastle.
Editorial Letras Cubanas.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Editorial%20Letras%20Cubanas.
Georgievski, Hristo, 1943-	20088464	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Georgievski,%20Hristo,%201943-
Živković, Dragiša, 1914-2002	71429410	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Živković,%20Dragiša.
Kondoleon, Harry	93685698	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kondoleon,%20Harry.
Beard, Mark	22788544	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Beard,%20Mark.
Sussler, Betsy	37079714	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Sussler,%20Betsy.
Rattray, David, 1958-2007	21657009	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Rattray,%20David.
Anderman, Janusz, 1949-....	93697938	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Anderman,%20Janusz,%201949-
Lihamba, Amandina.	119624943	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Lihamba,%20Amandina.
Corea, Gamani, 1925-....	109735750	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22United%20Nations%20Conference%20on%20Trade%20and%20Development. %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Secretariat.
Canadian Association of University Teachers.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canadian%20Association%20of%20University%20Teachers.
Jabotinsky, Vladimir, 1880-1940	90637373	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Jabotinsky,%20Vladimir,%201880-1940.
Nimmo, A. P	104289823	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Nimmo,%20A.%20P.
British Columbia Provincial Museum.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22British%20Columbia%20Provincial%20Museum.
Good, Colin H.	17268988	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Good,%20Colin%20H.
Mok, Bong-ho	65589781	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Mok,%20Bong-ho.
Ricken, Ulrich.	59088566	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Ricken,%20Ulrich.
International Workshop on Alluvial River Problems. (2nd : 1985 : University of Roorkee)		Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22International%20Workshop%20on%20Alluvial%20River%20Problems.%20(2nd%20:%201985%20: %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20University%20of%20Roorkee)
Goswami, D. Yogi.	10136329	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22University%20of%20Roorkee.
India. Central Board of Irrigation and Power.		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22India.%20Central%20Board%20of%20Irrigation%20and%20Power.
World Sanskrit Conference. (5th : 1981 : Varanasi, India)		Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22World%20Sanskrit%20Conference.%20(5th%20:%201981%20:%20Varanasi, %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20India)
Dandekar, Ramchandra Narayan, 1909-2001	108463582	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Dandekar,%20Ramchandra%20Narayan.
Navathe, P.D.	63085474	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Navathe,%20P.%20D.
Yoshida, Kazuhiko, 1954-	111455682	Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22World%20Sanskrit%20Conference.
Conference on Curriculum Theory in Physical Education (4th : 1985 : Athens, Ga.)		Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Conference%20on%20Curriculum%20Theory%20in%20Physical%20Education%20(4th%20:%201985%20: %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Athens,%20Ga.)
Carnes, M. Martha	94087971	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Carnes,%20M.%20Martha.
Kopelman, Faigie	28691380	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kopelman,%20Faigie.
Moyer, Sharon	11108861	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Moyer,%20Sharon.
Canada. Ministry of the Solicitor General. Programs Branch.		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Ministry%20of%20the%20Solicitor%20General.%20Programs %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Branch.
Canada. Ministry of the Solicitor General. Research Division.		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Ministry%20of%20the%20Solicitor%20General.%20Research %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Division.
Canada. Solicitor General Canada. Ministry Secretariat.		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Solicitor%20General%20Canada.%20Ministry %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Secretariat.
Laidler, David E. W., 1938-	108918401	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Commission%20of%20the%20European%20Communities.
Viet, Jean.	17230773	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Council%20of%20the%20European%20Communities.
Laidler, David E. W., 1938-	108918401	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Commission%20of%20the%20European%20Communities.
Viet, Jean.	17230773	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Council%20of%20the%20European%20Communities.
Canada. Public Works Canada.		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Public%20Works%20Canada.
Thurber Consultants Ltd.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Thurber%20Consultants%20Ltd.
Austria. Bundespressedienst.		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Austria.%20Bundespressedienst.
Arsenov, V. G.		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Arsenov,%20V.%20G.
Moore, Colleen Grogan	21124477	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Moore,%20Colleen%20Grogan.
Siskin, Cheryl	23583116	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Siskin,%20Cheryl.
Dirlam, Richard	18794952	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Dirlam,%20Richard.,
Cernea, Michael M.	116758	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Cernea,%20Michael%20M.
Serageldin, Ismail, 1944-	95308382	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22World%20Bank.
Leroux, André, 1963-	106281846	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Quatuor%20de%20saxophones%20de%20Montréal.
Québec (Province). Ministère de l'énergie et des ressources.		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Québec%20(Province).%20Ministère%20de%20l'énergie%20et%20des %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20ressources.
Ivanov, V. N. (Vilen Nikolaevich), 1934-	108882257	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Ivanov,%20V.%20N.%20(Vilen%20Nikolaevich),%201934-
Institut sot͡siologicheskikh issledovaniĭ (Akademii͡a nauk SSSR)		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Institut%20sot͡siologicheskikh%20issledovaniĭ%20(Akademii͡a%20nauk %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20SSSR)
Bulpin, Thomas Victor	11091480	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bulpin,%20Thomas%20Victor.
Mayhew, Vic	11095707	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Mayhew,%20Vic.
Gallop, Jane, 1952-....	97833756	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Gallop,%20Jane,%201952-
McGinn, Noel F., 1934-....	111772403	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22McGinn,%20Noel%20F.,%201934-
Barra Gallardo, Nancy	86259388	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Barra,%20Nancy.
Harris, C. C. (Christopher Charles)	56580609	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Harris,%20C.%20C.%20(Christopher%20Charles)
Unesco. Division of Educational Policy and Planning.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Unesco.%20Division%20of%20Educational%20Policy%20and%20Planning.
Flores, Romeo M.	24690566	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Flores,%20Romeo%20M.
Davis, Richard A., Jr., 1937-	104276726	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Society%20of%20Economic%20Paleontologists%20and%20Mineralogists.
Canadian Coast Guard. Ship Operations.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canadian%20Coast%20Guard.%20Ship%20Operations.
Gautier, Donald L.	94491167	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Gautier,%20Donald%20L.
Kharaka, Yousif K.	1585071	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kharaka,%20Yousif%20K.
Surdam, Ronald C.	91798334	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Surdam,%20Ronald%20C.
Davis, Richard A., Jr., 1937-	104276726	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Society%20of%20Economic%20Paleontologists%20and%20Mineralogists.
Westfall, Richard S.	292198614	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Westfall,%20Richard%20S.
Osler, Margaret J., 1942-....	24654832	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Osler,%20Margaret%20J.,%201942-2010.
Farber, Paul Lawrence, 1944-....	104672061	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Farber,%20Paul%20Lawrence,%201944-
Ungar, Joseph, 1948-	278271144	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Ungar,%20Joseph,%201948-
Welsum, Desiree van	62721202	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22United%20Nations%20Conference%20on%20Trade%20and%20Development.%20Trade%20and %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Development%20Board.
Prebisch, Raúl, 1901-1986	34543132	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22United%20Nations%20Conference%20on%20Trade%20and%20Development.
Canada. Ministry of the Solicitor General. Programs Branch.		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Ministry%20of%20the%20Solicitor%20General.%20Programs %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Branch.
Fernie, John, 1948-....	45832437	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Fernie,%20John,%201948-
Pitkethly, Alan S.	18668214	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pitkethly,%20Alan.
Serfaty, Thierry, 1967-....	84689290	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Anderson,%20Joanna.
Brontë, Patrick Branwell, 1817-1848	7404498	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Benson,%20Jean.
Allsop, William	6735364	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Institution%20of%20Civil%20Engineers%20(Great%20Britain)
Klotz, Heinrich, 1935-1999	96189184	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Klotz,%20Heinrich.
Jencks, Charles	101610494	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Jencks,%20Charles.
Magnago Lampugnani, Vittorio, 1951-....	14798943	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Deutsches%20Architekturmuseum.
Katz, Jacob, 1904-1998	39388434	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Katz,%20Jacob,%201904-1998.
Rauschenberg, Robert, 1925-2008	29544362	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Rauschenberg,%20Robert,%201925-2008.
Cathcart, Linda L.	71504882	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Cathcart,%20Linda%20L.
Barthelme, Donald, 1931-1989	27060547	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Barthelme,%20Donald.
Kounellis, Jannis, 1936-	12316886	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Contemporary%20Arts%20Museum.
Walser, Robert, 1878-1956	27072914	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Walser,%20Robert,%201878-1956.
Harman, Mark	59933303	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Harman,%20Mark.
Rosenstock-Huessy, Eugen, 1888-1973.	51745361	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Dartmouth%20College.
Srebro, Milivoj, 1957-....	23620737	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Srebro,%20Milivoj,%201957-
Baerg, Irmgard, 1942-	40963876	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Baerg,%20Irmgard,%201942-%20,
Omar Khayyām	100210377	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Omar%20Khayyam.
Kennedy, John F. John Fitzgerald 1917-1963	68910251	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22FitzGerald,%20Edward.
Jaspers, Karl, 1883-1969.	31998030	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bultmann,%20Rudolf,%201884-1976.
Thyen, Hartwig	275027839	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Thyen,%20Hartwig.
Thyen, Hartwig	275027839	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Oldenburg%20(Germany).%20Kulturdezernat.
Alekseev, Mikhail Pavlovich, 1896-1981	19791487	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Alekseev,%20Mikhail%20Pavlovich,%201896-1981
Vipper, Ûrij Borisovič (1916-1991).	166293309	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Vipper,%20I͡U.%20B.%20(I͡Uriĭ%20Borisovich)
Zaborov, P. R. (Petr Romanovich)	20095341	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Zaborov,%20P.%20R.%20(Petr%20Romanovich)
Vohra, Vinayak	63139322	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Vohra,%20Vinayak.
Hollis, Margaret.	3351988	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hollis,%20Margaret.
Donizetti, Gaetano, 1797-1848.	74037336	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bellini,%20Giuseppe,%201923-
Gorlier, Claudio.	93340709	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Gorlier,%20Claudio.
Zoppi, Sergio.	90195037	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Zoppi,%20Sergio.
Wallem, Fredrik B. 1877-1945	121809378	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Nordenfjeldske%20kunstindustrimuseum.
Austria. Bundespressedienst.		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Austria.%20Bundespressedienst.
Cross, Robin	90725782	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Cross,%20Robin.
Engerman, Stanley L.	59082178	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22National%20Science%20Board%20(U.S.)
Oakley, Barry, 1931-....	56728733	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Oakley,%20Barry.
Paisley, Victor	48274234	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Paisley,%20Victor.
Canadian Bar Association.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canadian%20Bar%20Association.
Wead, Doug.	8660257	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wead,%20Bill.
Beisner, Monika	22681418	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Beisner,%20Monika.
Brown, L. F. (Leonard Franklin), 1928-	52931370	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Brown,%20L.%20F.%20(Leonard%20Franklin),%201928-
Fisher, W. L. (William Lawrence), 1932-	113859044	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Fisher,%20W.%20L.%20(William%20Lawrence),%201932-
Benthem, J. F. A. K. van, 1949-	94809147	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Benthem,%20J.%20F.%20A.%20K.%20van,%201949-
Inkelas, Sharon.	73910278	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Center%20for%20the%20Study%20of%20Language%20and%20Information %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20(U.S.)
Frank, André Gunder, 1929-2005	108372516	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Johnson,%20Dale%20D.
Jett-Simpson, Mary, 1938-	68022693	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Jett-Simpson,%20Mary,%201938-
Dahl, Sandra (Sandra Sue)	20148874756649622971	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Dahl,%20Sandra%20(Sandra%20Sue)
Gwartney, James D.	108534390	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22United%20States.%20Department%20of%20Education.
Wisconsin Educational Television Network.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Wisconsin%20Educational%20Television%20Network.
Austen, Jane, 1775-1817.	102333412	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Austen,%20Jane,%201775-1817.
Penrose, Roland, 1900-1984	9851740	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Doyle,%20James%20A.
Ellis-Grunfeld, Roberta	104247175	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Ellis-Grunfeld,%20Roberta.
Penner, Roland	102762337	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Penner,%20Roland.
Manitoba Advisory Council on the Status of Women.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Manitoba%20Advisory%20Council%20on%20the%20Status%20of%20Women.
Morrow, Lyn, 1911-	104679271	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Morrow,%20Lyn,%201911-
Wilmshurst, T.H.	65446708	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wilmshurst,%20T.%20H.
Barzun, Jacques, 1907-2012.	51703034	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Barzun,%20Jacques,%201907-2012.
Avison, Charles, 1709-1770	64190889	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Avison,%20Charles,%201709-1770.
Lœillet, Jacques, 1685-1748	39641085	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Lœillet,%20Jacques,%201685-1748.
Lœillet, John, 1680-1730	69194312	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Block,%20R.%20P.%20(Robert%20Paul)
Pipes, Richard	7430285	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pipes,%20Richard.
Huber, Sallie Craig	6205997	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Huber,%20Sallie%20Craig.
Social Marketing International Association.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Social%20Marketing%20International%20Association.
William &amp; Flora Hewlett Foundation.		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22William%20&amp;%20Flora%20Hewlett%20Foundation.
Ruse, Michael	108821102	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Ruse,%20Michael.
