Column 1	LC-ID-Per	LC-ID-names	org	url	LC-ID-Cor	u1
Federation of Saskatchewan Indian Nations. Health and Social Development Commission.			Organization	http://example.org/1314888#Agent710-27		
Dene/Metis Negotiations Secretariat.			Organization	http://example.org/1395151#Agent110-11		
Nāgārjuna, active 2nd century	n81097126	n81097126	Person	http://example.org/1313584#Agent100-13		
Sempā Dorje	n83047473	n83047473	Person	http://example.org/1313584#Agent700-29		
Ives, Charles, 1874-1954.	n80035835	n80035835	Person	http://example.org/1295873#Agent100-16		
Tilson-Thomas, Michael (1944- )	n81114224	n81114224	Person	http://example.org/1295873#Agent700-36	n81014472	
Ives, Charles, 1874-1954.	n80035835	n80035835	Person	http://example.org/1295873#Agent700-37		
Mahler, Gustav, 1860-1911.	n80067106	n79058413	Organization	http://example.org/1295873#Agent710-38	n79058413	
Wright, Martin (Conductor)	no2013088047	n84040590	Organization	http://example.org/1295873#Agent710-39	n84040590	
Dawkins, Heather, 1957-....	n2001002986	n2001002986	Person	http://example.org/1322663#Agent700-23		
Kolbowski, Silvia	n81100170	n81100170	Person	http://example.org/1322663#Agent700-24		
Diamond, Sara, 1958-	no2006107575	no2006107575	Person	http://example.org/1322663#Agent700-25		
Association of National Non-profit Artists Centres.		no2003112585	Organization	http://example.org/1322663#Agent710-26	no2003112585	
Annapolis Brass Quintet.,		n84022147	Organization	http://example.org/1312535#Agent110-15	n84022147	
Lehwalder, Heidi	n83133717	n83133717	Person	http://example.org/1312535#Agent700-36		
Jensen, J. Bradford.	no98054492	no98054492	Person	http://example.org/1312535#Agent700-37		
Bonazzi, Elaine	n85069140	n85069140	Person	http://example.org/1312535#Agent700-38		
Starer, Robert	n81020088	n81020088	Person	http://example.org/1312535#Agent700-39		
Sapieyevski, Jerzy, 1945-	n80081674	n80081674	Person	http://example.org/1312535#Agent700-40		
Sprenkle, Elam, 1948-	n86869377	n86869377	Person	http://example.org/1312535#Agent700-41		
Sprenkle, Elam, 1948-	n86869377	n86869377	Person	http://example.org/1312535#Agent700-42		
Riemann, Hugo, 1849-1919	n50045912	n50045912	Person	http://example.org/1358066#Agent100-12		
Beck, Leland L.	n84014609	n84014609	Person	http://example.org/1389791#Agent100-15		
Banko, Rosalie, 1941-	n90632278	n90632278	Person	http://example.org/1377867#Agent100-11		
Barlow, Jeffrey G., 1946-	n94001274	n94001274	Person	http://example.org/1377867#Agent700-23		
Bonkowski, Francis J.	n90632295	n90632295	Person	http://example.org/1377867#Agent700-24		
McKelvie, B. A. (Bruce Alistair), 1889-1960	n89607552	n89607552	Person	http://example.org/1372452#Agent100-14		
Hall, Gayle C.	n87884248	n87884248	Person	http://example.org/1323449#Agent700-24		
Phi Delta Kappa. Center on Evaluation, Development, and Research.		n84201220	Organization	http://example.org/1323449#Agent710-25	n84201220	
Swears, Linda	n81031258	n81031258	Person	http://example.org/1321990#Agent100-17		
Knorr von Rosenroth, Christian, Freiherr, 1636-1689	n84806453	n84806453	Person	http://example.org/1397050#Agent100-11		
Canadian Centre for Occupational Health and Safety.		n85160029	Organization	http://example.org/1397050#Agent710-24	n85160029	
Pytlik, Edward C.	n78057592	n78057592	Person	http://example.org/1303930#Agent100-12		
Lauda, Donald P.	n85362156	n85362156	Person	http://example.org/1303930#Agent700-23		
Carter, Jimmy, 1924-....	n79021791	n79021791	Person	http://example.org/1303930#Agent700-24		
Hilliard, Robert L., 1925-....	n50035196	n50035196	Person	http://example.org/1407999#Agent700-24		
Krasner, David, 1952-....	n97023266	n82138192	Organization	http://example.org/1407999#Agent710-25	n82138192	
Scherf, Walter, 1920-....	n83058792	n85264925	Organization	http://example.org/1407999#Agent710-26	n85264925	
Rüden, Peter von	n81022831	n81035934	Organization	http://example.org/1407999#Agent710-27	n81035934	
Arzamendi, Jesús	nr88002998	nr88002998	Person	http://example.org/1323188#Agent100-12		
Whybray, R. N. (Roger Norman)	n50016170	n50016170	Person	http://example.org/1364650#Agent100-16		
Kiely, Benedict	n79150453	n79150453	Person	http://example.org/1347192#Agent100-12		
Wetzel, Gregory F., 1950-	n84165385	n84165385	Person	http://example.org/1389789#Agent100-12		
Bulgren, William G.	n81139658	n81139658	Person	http://example.org/1389789#Agent700-26		
Vito, Gennaro F.	n85113780	n85113780	Person	http://example.org/1311100#Agent100-15		
Wilson, Deborah G., Ph. D.	n88293632	n88293632	Person	http://example.org/1311100#Agent700-29		
Moyer, Sharon	n78073422	n78073422	Person	http://example.org/1343667#Agent100-10		
Frederick II, King of Prussia, 1712-1786	n80056902	n79063273	Jurisdiction	http://example.org/1343667#Agent610-19	n79063273	
Carrington, Peter J., 1946-....	n2004102494	n2004102494	Person	http://example.org/1343667#Agent700-22		
Canada. Ministry of the Solicitor General.		n80152367	Jurisdiction	http://example.org/1343667#Agent710-23	n80152367	
Canada. Ministry of the Solicitor General. Programs Branch.		n82119823	Jurisdiction	http://example.org/1343667#Agent710-24	n82119823	
Banff Centre.		n84116689	Organization	http://example.org/1405518#Agent110-11	n84116689	
Banff Centre		n84116689	Organization	http://example.org/1405518#Agent610-20	n84116689	http://example.org/1405518#Agent610-20
Vallianatos, Helen	no00008768	n83200010	Jurisdiction	http://example.org/1405518#Agent710-22	n83200010	
Alberta. Visual Arts.		n82134659	Jurisdiction	http://example.org/1405518#Agent710-23	n82134659	
Walter J. Phillips Gallery.		n84116689	Organization	http://example.org/1405518#Agent710-24	n84116689	
Brontë, Charlotte, 1816-1855.	n79054114	n79054114	Person	http://example.org/1396440#Agent700-21	n91096829	
Petroleum Association for Conservation of the Canadian Environment.		n84135027	Organization	http://example.org/1396440#Agent710-22	n84135027	
McQuillen, Michael J., 1944-....	n85176588	n85176588	Person	http://example.org/1303604#Agent100-13		
Hammermill Paper Company		n50020008	Organization	http://example.org/1303604#Agent610-21	n50020008	http://example.org/1303604#Agent610-21
Garvey, William P., 1935-....	n85176589	n85176589	Person	http://example.org/1303604#Agent700-23		
Albright, Horace M. (Horace Marden), 1890-1987	n50040185	n50040185	Person	http://example.org/1328943#Agent100-13		
Albright, Horace M. (Horace Marden), 1890-1987	n50040185	n50040185	Person	http://example.org/1328943#Agent600-23		http://example.org/1328943#Agent600-23
Gould, Lewis L.	n80065567	n79022809	Jurisdiction	http://example.org/1328943#Agent610-24	n79022809	http://example.org/1328943#Agent610-24
Gould, Lewis L.	n80065567	n79022809	Jurisdiction	http://example.org/1328943#Agent610-25	n79022809	http://example.org/1328943#Agent610-25
Cahn, Robert, 1917-1997	n82073766	n82073766	Person	http://example.org/1328943#Agent700-26		
Mosconi, Davide	n85331256	n85331256	Person	http://example.org/1001500#Agent100-9		
Villarosa, Riccardo, 1950-	n83031955	n83031955	Person	http://example.org/1001500#Agent700-19		
Fuld, James J., 1916-2008	n82217193	n82217193	Person	http://example.org/1351133#Agent100-14		
Myhrer, Keith	n89614245	n89614245	Person	http://example.org/1312750#Agent100-10		
Lyneis, Margaret M.	n81027496	n81027496	Person	http://example.org/1312750#Agent700-26		
Gerstäcker, Friedrich, 1816-1872.	n80064230	n80064230	Person	http://example.org/1312750#Agent700-27		
Hanes, Richard Clay, 1946-	n88672212	n88672212	Person	http://example.org/1312750#Agent700-28		
United States. Bureau of Land Management. Nevada State Office.		n78023965	Jurisdiction	http://example.org/1312750#Agent710-29	n78023965	
Roberts, Doreen, 1934-	nb2001077071	nb2001077071	Person	http://example.org/1002852#Agent100-13		
McCaig, Robert	no2011049052	no2011049052	Person	http://example.org/1330711#Agent700-19		
Woods, Ngaire.	no96036999	n79150416	Organization	http://example.org/1330711#Agent710-20	n79150416	
Commonwealth Council for Educational Administration.		n78086876	Organization	http://example.org/1330711#Agent710-21	n78086876	
Kondoleon, Harry	n85812310	n85812310	Person	http://example.org/1374812#Agent100-9		
Kondoleon, Harry	n85812310	n85812310	Person	http://example.org/1374812#Agent600-21		http://example.org/1374812#Agent600-21
Beard, Mark	n88671756	n88671756	Person	http://example.org/1374812#Agent600-22		http://example.org/1374812#Agent600-22
Charrière, Gérard, 1935-	n86842911	n86842911	Person	http://example.org/1374812#Agent700-23		
Oates, Joyce Carol, 1938-....	n78095538	n78095538	Person	http://example.org/1374812#Agent700-24		
Beard, Mark	n88671756	n88671756	Person	http://example.org/1374812#Agent700-25		
Wigmore, Barrie A.	n84090328	n84090328	Person	http://example.org/1306521#Agent100-14		
Beckwith, Burnham P. (Burnham Putnam), 1904-	n50033877	n50033877	Person	http://example.org/1325992#Agent100-11		
Onwueme, Osonye Tess	n85224191	n85224191	Person	http://example.org/1393471#Agent100-13		
Hinnebusch, William A.	n87152911	n87152911	Person	http://example.org/1321169#Agent100-11		
Radcliffe, Timothy	n80153610	n79063273	Organization	http://example.org/1321169#Agent610-21	n79063273	http://example.org/1321169#Agent610-21
Smith, Godfrey, 1926-	n50013419	n50013419	Person	http://example.org/1299782#Agent100-12		
Allen, W.B. (William Barclay), 1944-	n83162877	n83162877	Person	http://example.org/1002694#Agent700-23		
Lloyd, Gordon, 1942-....	n84198728	n84198728	Person	http://example.org/1002694#Agent700-24		
Lloyd, Margie.	n84198729	n84198729	Person	http://example.org/1002694#Agent700-25		
Thomson, Peter, 1938-....	n80159018	n80159018	Person	http://example.org/1002689#Agent100-12		
Salgādo, Gāmini (1929-1985).	n50016592	n50016592	Person	http://example.org/1002689#Agent700-22		
Alberta. Environmental Assessment Division.		n2001146518	Jurisdiction	http://example.org/1395641#Agent710-19	n2001146518	
Alberta. Alberta Environment.		n81082415	Jurisdiction	http://example.org/1395641#Agent710-20	n81082415	
Aarons, Edward S. (Edward Sidney), 1916-1975	n85067126	n85067126	Person	http://example.org/1396699#Agent100-9		
Camus, Albert, 1913-1960.	n79061368	n79061368	Person	http://example.org/1396699#Agent600-22		
Camus, Albert, 1913-1960.	n79061368	n79061368	Person	http://example.org/1396699#Agent600-23		
Welty, Eudora, 1909-2001	n79038434	n79038434	Person	http://example.org/1396699#Agent700-24		
Sipper, Ralph B.	n81068351	n81068351	Person	http://example.org/1396699#Agent700-25		
Lydon, John, 1956-....	n94113308	n94113308	Person	http://example.org/1353061#Agent100-13		
Schlözer, August Ludwig von, 1735-1809.	n85124094	n85124094	Person	http://example.org/1353061#Agent700-25		
Lill, Wendy, 1950-	n85384097	n85384097	Person	http://example.org/1327175#Agent100-18		
Doty, C. Stewart (Charles Stewart)	n50026160	n50026160	Person	http://example.org/1369400#Agent700-29		
Federal Writers' Project.		n79125205	Organization	http://example.org/1369400#Agent710-30	n79125205	
Hairs, Marie-Louise.	n86068000	n86068000	Person	http://example.org/1332399#Agent100-13		
Finet, Dominique	n86067999	n86067999	Person	http://example.org/1332399#Agent700-29		
Stevenson, Marc	n85242904	n85242904	Person	http://example.org/1389845#Agent100-11		
Henry, Donald O.	n79023440	n79134997	Organization	http://example.org/1389845#Agent710-26	n79134997	
Stanford Program on International and Cross-Cultural Education.		n86873650	Organization	http://example.org/1353540#Agent710-18	n86873650	
Joslin, Mary Coker, 1922-2016	n85142704	n85142704	Person	http://example.org/1001558#Agent700-26		
Hoxie, Frederick E., 1947-....	n80129772	n80129772	Person	http://example.org/1319269#Agent100-9		
Grob, Gerald N., 1931-2015	n79073647	n79073647	Person	http://example.org/1304257#Agent100-14		
Yu, Xintun	n86057485	n80044917	Jurisdiction	http://example.org/1341548#Agent710-20	n80044917	
Plato	n79139459	n79139459	Person	http://example.org/1338653#Agent100-9		
Kenya. Dept. of the Registrar-General.		n84053485	Jurisdiction	http://example.org/1338653#Agent710-23	n84053485	
Anker, Richard, 1943-	n82088372	n89625214	Organization	http://example.org/1338653#Agent710-24	n89625214	
Miller, Donald L., 1944-....	n79003530	n79003530	Person	http://example.org/1299076#Agent100-13		
Sharpless, Richard E.	n85009785	n85009785	Person	http://example.org/1299076#Agent700-26		
Pedrick, Kathryn E.	n85135084	n85135084	Person	http://example.org/1312751#Agent100-10		
United States. Bureau of Land Management. Nevada State Office.		n78023965	Jurisdiction	http://example.org/1312751#Agent710-27	n78023965	
Conomos, Dimitri E.	n80055734	n80055734	Person	http://example.org/1001305#Agent100-15		
Mykhaïl, Metropolitan of Winnipeg and All Canada, 1885-1977	n2002098586	n50000556	Organization	http://example.org/1001305#Agent610-26	n50000556	http://example.org/1001305#Agent610-26
McDonald, David A.	n84018030	n77018797	Organization	http://example.org/1305389#Agent110-10	n77018797	
Environmental Law Centre (Alta.)		n88029165	Organization	http://example.org/1305389#Agent710-21	n88029165	
Freedman, Estelle B., 1947-....	n80129618	n80129618	Person	http://example.org/1296772#Agent700-22		
O'Connor, Frank, 1903-1966	n80010451	n80010451	Person	http://example.org/1334595#Agent100-12		
Eldin, Peter, 1939-	n85231436	n85231436	Person	http://example.org/1002712#Agent100-11		
Diehl, Patrick S.	n79035776	n79035776	Person	http://example.org/1306151#Agent100-14		
Hoover, Paul, 1945-	no89003783	no89003783	Person	http://example.org/1312549#Agent700-36		
National Institute of Handicapped Research (U.S.)		n80129353	Organization	http://example.org/1312549#Agent710-37	n86017656	
Harman, Thomas L., 1942-....	n78048466	n78048466	Person	http://example.org/1339738#Agent100-13		
Massie, Elizabeth.	no93004066	no93004066	Person	http://example.org/1339738#Agent700-26		
Hamilton, Peter F.	n95122382	n95122382	Person	http://example.org/1002793#Agent100-13		
Parnell, Dale, 1928-	n78089811	n78089811	Person	http://example.org/1409288#Agent100-17		
Hawker, Margaret	n84133774	n84133774	Person	http://example.org/1368862#Agent100-13		
Hawker, Margaret	n84133774	n84133774	Person	http://example.org/1368862#Agent700-26		
Payne, Darwin Reid	n80072567	n80072567	Person	http://example.org/1002335#Agent100-14		
Payne, Darwin Reid	n80072567	n80072567	Person	http://example.org/1002335#Agent700-28		
Leyendecker, Liston E.	n86140179	n86140179	Person	http://example.org/1339207#Agent100-13		
Tolley, A. T. (A. Trevor)	n85324602	n85324602	Person	http://example.org/1366184#Agent100-15		
Kuhn, Annette, 1934-....	n81017080	n81017080	Person	http://example.org/1000867#Agent100-15		
Harzig, Christiane.	n86019487	n86019487	Person	http://example.org/1356493#Agent700-29		
Hoerder, Dirk	n50031274	n50031274	Person	http://example.org/1356493#Agent700-30		
Hoerder, Dirk	n50031274	n86027110	Organization	http://example.org/1356493#Agent710-31	n86027110	
Hoerder, Dirk	n50031274	n84036553	Organization	http://example.org/1356493#Agent710-32	n84036553	
McCloskey, Deirdre N.	n81074382	n81074382	Person	http://example.org/1335204#Agent100-14		
Corley-Smith, Peter, 1923-	n85233795	n85233795	Person	http://example.org/1335386#Agent100-13		
British Columbia Provincial Museum		n81093187	Organization	http://example.org/1335386#Agent610-23	n81093187	http://example.org/1335386#Agent610-23
Knowlton, Rennie	n85233796	n85233796	Person	http://example.org/1335386#Agent700-24		
Glissant, Édouard, 1928-2011	n81139743	n81139743	Person	http://example.org/1362284#Agent100-14		
Callen, Herbert B.	n85052294	n85052294	Person	http://example.org/1399696#Agent100-12		
Sillanpaa, Len.			Person	http://example.org/1409929#Agent100-11		
Northern Affairs Program (Canada). Office of the Northern Research and Science Advisor.		n89625157	Organization	http://example.org/1409929#Agent710-21	n89625157	
Pallottino, Massimo	n80086730	n80086730	Person	http://example.org/1369676#Agent700-17	n2002034190	
Pandolfini Angeletti, Maristella	n80088810	n80088810	Person	http://example.org/1369676#Agent700-18		
Danielsson, Olof August, 1852-1933	n90626221	n80089846	Organization	http://example.org/1369676#Agent710-19	n80089846	
Melnyk, George.	n78046493	n78046493	Person	http://example.org/1375836#Agent100-18		
Elman, Natalie Madorsky	n80105658	n80105658	Person	http://example.org/1339762#Agent100-12		
Center for Applied Research in Education.		n79077352	Organization	http://example.org/1339762#Agent710-25	n79077352	
Watt, James C.Y.	n80098649	n80098649	Person	http://example.org/1403186#Agent100-12		
China House Gallery.		n82033009	Organization	http://example.org/1403186#Agent710-24	n82033009	
Nordic Workshop on the Teaching of Science and Technology in an Interdisciplinary Context (1985 : Kollekolle, Denmark)		n85250290	Meeting	http://example.org/1355247#Agent111-14	n85250290	
Thulstrup, Erik Waaben, 1941-	n80017115	n80017115	Person	http://example.org/1355247#Agent700-26		
Nordic Center of the International Network on Chemical Education.		n85250295	Organization	http://example.org/1355247#Agent710-27	n85250295	
Danmarks lærerhøjskole. Kemisk institut.		n85250294	Organization	http://example.org/1355247#Agent710-28	n85250294	
Delors, Jacques	n85315383	n85315383	Person	http://example.org/1353990#Agent100-10	n98064073	
Laidler, David E. W.	n50039414	n79089981	Organization	http://example.org/1353990#Agent610-19	no95038119	http://example.org/1353990#Agent610-19
Hallstein, Walter, 1901-1982.	n50018469	n2004153355	Organization	http://example.org/1353990#Agent610-20	n2004153355	http://example.org/1353990#Agent610-20
Matthews, Rupert	n87904537	n79032985	Organization	http://example.org/1353990#Agent710-22	n79032985	
Buckner, Phillip A. (Phillip Alfred), 1942-	n81129114	n81129114	Person	http://example.org/1344527#Agent100-19		
International Law Symposium (1984 : Cambridge, England)		n85222632	Meeting	http://example.org/1359670#Agent111-13	n85222632	
Breitman, George	n50042457	n50042457	Person	http://example.org/1359670#Agent700-27		
Kostin, Sergeĭ (Sergeĭ Vasilʹevich)	n97061128	n97061128	Person	http://example.org/1359670#Agent700-28		
Columbia Law School Alumni Association.		n82167056	Organization	http://example.org/1359670#Agent710-29	n82167056	
Columbia Law School Association of the United Kingdom.		n85222633	Organization	http://example.org/1359670#Agent710-30	n85222633	
Galerie Dresdnere.		n87803265	Organization	http://example.org/1405672#Agent110-9	n87803265	
Dickson, Jennifer	n86854809	n86854809	Person	http://example.org/1405672#Agent600-18		http://example.org/1405672#Agent600-18
Klinger, Julius	n84042490	n84042490	Person	http://example.org/1406755#Agent100-13		
Grahn, Judy, 1940-....	n78041632	n78041632	Person	http://example.org/1296705#Agent100-13		
Barkhaus, Robert S.	n86817546	n86817546	Person	http://example.org/1370298#Agent700-21		
Wallach, Joelle	n87124378	n87124378	Person	http://example.org/1345390#Agent100-10		
García Lorca, Federico, 1898-1936.	n79034425	n79034425	Person	http://example.org/1345390#Agent600-23	n87871771	http://example.org/1345390#Agent600-23
Machado, Antonio, 1875-1939	n79066067	n79066067	Person	http://example.org/1345390#Agent600-24		http://example.org/1345390#Agent600-24
Pérez Trevisan, Graciela	no2001089348	no2001089348	Person	http://example.org/1345390#Agent600-25		http://example.org/1345390#Agent600-25
García Lorca, Federico, 1898-1936.	n79034425	n79034425	Person	http://example.org/1345390#Agent700-28	n87871771	
Machado, Antonio, 1875-1939	n79066067	n79066067	Person	http://example.org/1345390#Agent700-29		
Pérez Trevisan, Graciela	no2001089348	no2001089348	Person	http://example.org/1345390#Agent700-30		
American Composers Alliance.		nr95025318	Organization	http://example.org/1345390#Agent710-31	nr95025318	
Laster, Janet F.	n84212242	n84212242	Person	http://example.org/1001985#Agent100-9		
National Center for Research in Vocational Education (U.S.)		n79000803	Organization	http://example.org/1001985#Agent710-23	n79000803	
Bhasin, Kamla, 1946-....	n84163986	n84163986	Person	http://example.org/1375144#Agent100-14		
Boyd-Orr, John Boyd Orr, Baron, 1880-1971	n50065108	n80004214	Organization	http://example.org/1375144#Agent710-24	n79005639	
Freedom from Hunger Campaign.		n50056402	Organization	http://example.org/1375144#Agent710-25	n50056402	
Karlan, Dean S.	no2004068106	n96051802	Organization	http://example.org/1375144#Agent710-26	n96051802	
Sydenham, P. H.	n78074777	n78074777	Person	http://example.org/1001983#Agent100-12		
Ecole polytechnique (France). Centre de recherche sur l'épistémologie et l'autonomie.		n85309907	Organization	http://example.org/1386350#Agent710-19	n85309907	
Ellis, Steven G., 1950-....	n84226136	n84226136	Person	http://example.org/1398100#Agent100-16		
Lœillet, John, 1680-1730	n80149480	n80149480	Person	http://example.org/1345043#Agent100-12		
Boyce, William, 1711-1779.	n81022393	n81022393	Person	http://example.org/1345044#Agent100-11		
Bartlett, Clifford	n84157516	n84157516	Person	http://example.org/1345044#Agent700-27	no2006058874	
Radics, Katalin.	n82060022	n82060022	Person	http://example.org/1375986#Agent100-9		
Moser, Hugo, 1909-1989	nb2016013232	nb2016013232	Person	http://example.org/1388313#Agent700-23		
Besch, Werner	n82113039	n82113039	Person	http://example.org/1388313#Agent700-24		
Hoffmann, E.T.A. (Ernst Theodor Amadeus), 1776-1822	n80075856	n80075856	Person	http://example.org/1388313#Agent700-25	no97048694	
Immermann, Karl Leberecht, 1796-1840.	n50031608	n50031608	Person	http://example.org/1388313#Agent700-26		
Čanović, Zoran	nr89012955	nr89012955	Person	http://example.org/1342951#Agent100-10		
Petrović, Rastko, 1898-1949	n86063771	n86063771	Person	http://example.org/1342951#Agent600-20		http://example.org/1342951#Agent600-20
Kolb, Robert W., 1949-....	n83129368	n83129368	Person	http://example.org/1313666#Agent100-13		
Poulet, Georges	n50019575	n50019575	Person	http://example.org/1385096#Agent100-13		
Friedländer, M. (Michael), 1833-1910	no93017840	no93017840	Person	http://example.org/1371344#Agent100-10		
Bedient, Patricia M.	n88603972	n88603972	Person	http://example.org/1319465#Agent100-9		
Oregon State University. School of Business.		n88600288	Organization	http://example.org/1319465#Agent710-19	n88600288	
Poppe, Eberhard.	n50023197	n50023197	Person	http://example.org/1306329#Agent100-11		
Clark, Mary Higgins	n80007955	n80007955	Person	http://example.org/1346340#Agent100-10	n99014756	
Bradley, Bridget Delia, 1894-1956.			Person	http://example.org/1346340#Agent600-18		http://example.org/1346340#Agent600-18
Titanic (Steamship)		n50082026	Organization	http://example.org/1346340#Agent610-19	n50082026	http://example.org/1346340#Agent610-19
Petrović, Rastko, 1898-1949	n86063771	n86063771	Person	http://example.org/1368337#Agent100-11		
Stojanović, Miroljub M.	n83319813	n83319813	Person	http://example.org/1362303#Agent100-10		
Canada. Lands Directorate.		n82014965	Jurisdiction	http://example.org/1340028#Agent710-24	n81066121	
Etkin, David	nb2003021670	n79058488	Jurisdiction	http://example.org/1340028#Agent710-25	n79058488	
Lemke, J. L. (Jay L.)	n89654075	n89654075	Person	http://example.org/1312765#Agent100-11		
Deakin University. School of Education. Open Campus Program.		n86833813	Organization	http://example.org/1312765#Agent710-23	n86833813	
Canada. Lands Directorate.		n82014965	Jurisdiction	http://example.org/1340029#Agent710-23	n81066121	
Etkin, David	nb2003021670	n79058488	Jurisdiction	http://example.org/1340029#Agent710-24	n79058488	
Canada. Lands Directorate.		n82014965	Jurisdiction	http://example.org/1340030#Agent710-23	n81066121	
Etkin, David	nb2003021670	n79058488	Jurisdiction	http://example.org/1340030#Agent710-24	n79058488	
Forberger, Rudolf, 1910-....	n82104355	n82104355	Person	http://example.org/1306716#Agent100-12		
Böttger, Johann Friedrich, 1682-1719	n82133701	n82133701	Person	http://example.org/1306716#Agent600-22		http://example.org/1306716#Agent600-22
Arnold, Klaus-Peter	n82085806	n82047152	Organization	http://example.org/1306716#Agent610-23	n82047152	http://example.org/1306716#Agent610-23
Dürer, Albrecht, 1471-1528.	n79118011	n79118011	Person	http://example.org/1313855#Agent100-11		
Luther, Martin, 1483-1546.	n79089628	n79089628	Person	http://example.org/1313855#Agent600-21	nr00002296	http://example.org/1313855#Agent600-21
Đoković, Milan, 1908-1993	n94061905	n94061905	Person	http://example.org/1352762#Agent100-9		
Wilshere, E. R.	n77004249	n77004249	Person	http://example.org/1313296#Agent700-28		
Lydon, John, 1956-....	n94113308	n94113308	Person	http://example.org/1313296#Agent700-29		
Oxfordshire Area Health Authority.		nb2009010597	Organization	http://example.org/1313296#Agent710-30	nb2009010597	
Levcik, Friedrich	n79065142	n79065142	Person	http://example.org/1371341#Agent100-10		
Council for Mutual Economic Assistance.		n79106441	Organization	http://example.org/1371341#Agent610-20	n79106441	http://example.org/1371341#Agent610-20
Giachino, Joseph William, 1906-2000	n50029232	n50029232	Person	http://example.org/1304572#Agent100-16		
Rolfe, Frederick, 1860-1913	n80044733	n80044733	Person	http://example.org/1304572#Agent700-27		
Stanley, H. Eugene (Harry Eugene), 1941-	n50027918	n79006743	Organization	http://example.org/1372802#Agent610-17	n79006743	http://example.org/1372802#Agent610-17
Hallensleben, Philip Moritz Valentin, 1973-	n2004010006	n78021933	Organization	http://example.org/1372802#Agent710-19	n78021933	
Vol'phson, A. G.			Person	http://example.org/1359618#Agent700-24		
Alberta Educational Communications Corporation.		n50048748	Organization	http://example.org/1372048#Agent710-25	n50048748	
J. Gary Mitchell Film Company.		n50075036	Organization	http://example.org/1372048#Agent710-26	n50075036	
Bunt, G. H. V.	n86024502	n86024502	Person	http://example.org/1374521#Agent700-20		
Brodkey, Harold	n84123703	n84123703	Person	http://example.org/1342284#Agent100-12		
Chen, Martha Alter	n83175091	n80126017	Organization	http://example.org/1399229#Agent710-18	n80126017	
Women in Nigeria (Organization)		n85303921	Organization	http://example.org/1325012#Agent710-24	n85303921	
Schaef, Anne Wilson	n81079289	n81079289	Person	http://example.org/1309836#Agent100-15		
Safir, Marilyn	n84144684	n84144684	Person	http://example.org/1002490#Agent700-27		
Safir, Marilyn	n84144684	n79091471	Organization	http://example.org/1002490#Agent710-28	n79091471	
International Interdisciplinary Congress on Women. (1st : 1982 : University of Haifa)			Meeting	http://example.org/1002490#Agent711-29		
Safir, Marilyn	n84144684	n84144683	Meeting	http://example.org/1002490#Agent711-30	n84144683	
Drummond, Emma, 1931-	n80019995	n80019995	Person	http://example.org/1312814#Agent700-27		
Feminist Writers' Guild (U.S.)		n81030231	Organization	http://example.org/1312814#Agent710-28	n81030231	
Axworthy, Christopher S.	n80127723	n80127723	Person	http://example.org/1370422#Agent100-10		
Sousa, Jorge	no2013095398	n90678907	Organization	http://example.org/1370422#Agent710-26	n90678907	
Right Honourable John G. Diefenbaker Centre.		n90678907	Organization	http://example.org/1370422#Agent710-27	n90678907	
Dey, Frederic Van Rensselaer, 1865-1922	no91022843	no91022843	Person	http://example.org/1338355#Agent100-15		
Gentili, Alberico, 1552-1608.	n50081738	n50081738	Person	http://example.org/1314114#Agent100-11	n92108660	
Banks, Glyn	n86026066	n86026066	Person	http://example.org/1314114#Agent700-22		
Vowles, Hannah	n86026067	n86026067	Person	http://example.org/1314114#Agent700-23		
Myt︠s︡yk, I︠U︡. A. (I︠U︡riĭ Andreevich)	n85365177	n85365177	Person	http://example.org/1358862#Agent100-10		
Dnipropetrovsʹkyĭ derz͡havnyĭ universytet imeni 300-richchi͡a vozz'i͡ednanni͡a Ukraïny z Rosii͡ei͡u.		n81080349	Organization	http://example.org/1358862#Agent710-22	n81080349	
Kędra, Maria.			Person	http://example.org/1329362#Agent100-11		
Polskie Towarzystwo Historyczne. Oddział w Przemyślu.		n84114031	Organization	http://example.org/1329362#Agent710-22	n84114031	
