Column 1	VIAF-ID-Per	VIAF-ID-names	org	Column 3	Column 4	VIAF-ID-Cor	Column 5
Purvis, William	56800100	123168459	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Speculum%20Musicae%20(Musical%20group)	http://example.org/1312511#Agent110-17	123168459	
Lieberson, Peter, 1946-2011	56805860	56805860	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Lieberson,%20Peter,%201946-2011.	http://example.org/1312511#Agent700-34		
Wuorinen, Charles, 1938-....	34650708	34650708	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wuorinen,%20Charles.	http://example.org/1312511#Agent700-35		
Shifrin, Seymour, 1926-1979	116849392	116849392	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Shifrin,%20Seymour,%201926-1979.	http://example.org/1312511#Agent700-36		
Obichere, Boniface I.	112660849	112660849	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Obichere,%20Boniface%20I.	http://example.org/1297008#Agent700-20		
Simon Fraser University. Library.		148898269	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Simon%20Fraser%20University.%20Library.	http://example.org/1328381#Agent110-10	148898269	
Simon Fraser University. Library		148898269	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Simon%20Fraser%20University.%20Libraryhttp://www.loc.gov/mads/rdf/v1#ComplexSubject	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Simon%20Fraser%20University.%20Library	148898269	http://example.org/1328381#Agent610-22
Duckworth, Marilyn, 1935-	93583477	93583477	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Duckworth,%20Marilyn,%201935-	http://example.org/1332090#Agent100-12		
Laidler, David E. W., 1938-	108918401	213728962	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Commission%20of%20the%20European%20Communities.	http://example.org/1348442#Agent110-11	213728962	
Rouillard, Jacques, 1945-....	73875064	73875064	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Rouillard,%20Jacques,%201945-	http://example.org/1301789#Agent100-13		
Kun, Miklós, 1946-	118308680	118308680	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hajnal,%20László%20Gábor.	http://example.org/1320597#Agent100-11		
Butler, Sheila, 1938-	57969835	57969835	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Butler,%20Sheila,%201938-	http://example.org/1405481#Agent100-14	102878126	
Bruning, Alex, 1937-	104840350	104840350	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bruning,%20Alex,%201937-http://www.loc.gov/mads/rdf/v1#ComplexSubject	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Bruning,%20Alex,%201937-		http://example.org/1405481#Agent600-24
Bruning, Alex, 1937-	104840350	104840350	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bruning,%20Alex,%201937-	http://example.org/1405481#Agent700-25		
Butler, Sheila, 1938-	57969835	130132018	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Gallery%20111.	http://example.org/1405481#Agent710-26	130132018	
Hindle, Brooke	167366606	167366606	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hindle,%20Brooke.	http://example.org/1375834#Agent100-12		
Rozman, Gilbert	108174758	108174758	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Rozman,%20Gilbert.	http://example.org/1379745#Agent100-13		
Nizon, Paul, 1929-....	39391021	39391021	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Nizon,%20Paul.	http://example.org/1305141#Agent100-11		
Nizon, Paul	39391021	39391021	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Nizon,%20Paulhttp://www.loc.gov/mads/rdf/v1#ComplexSubject	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Nizon,%20Paul		http://example.org/1305141#Agent600-22
Bluemel, Nancy Larson.			Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bluemel,%20Nancy%20Larson.	http://example.org/1375404#Agent100-9		
Ahmad, Tanveer	305321651	141839140	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22McGill%20University.%20Institute%20of%20Air%20and%20Space%20Law.	http://example.org/1366684#Agent110-11	141839140	
Akurgal, Ekrem	3268374	3268374	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Akurgal,%20Ekrem.	http://example.org/1321997#Agent100-11		
Camilleri, Gérard	46816263	46816263	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Camilleri,%20Gérard.	http://example.org/1297869#Agent700-28		
Rosenfeld, Lotty, 1943-....	87034125	147753869	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Focus%20Media.	http://example.org/1297869#Agent710-29	147753869	
Allen, Henry T. (Henry Tureman), 1859-1930	42610461	42610461	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Allen,%20Henry%20T.%20(Henry%20Tureman),%201859-1930.	http://example.org/1319468#Agent100-13		
Allen, Henry T. (Henry Tureman), 1859-1930	42610461	42610461	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Allen,%20Henry%20T.%20(Henry%20Tureman),%201859-1930.http://www.loc.gov/mads/rdf/v1#Name	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Allen,%20Henry%20T.%20(Henry%20Tureman),%201859-1930.		http://example.org/1319468#Agent600-23
Porporino, Frank John, 1951-	47401273	47401273	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Porporino,%20Frank%20John,%201951-	http://example.org/1326706#Agent100-9		
Moore, Patrick	32062500	32062500	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Doherty,%20P.%20(Paul)	http://example.org/1326706#Agent700-22		
Sawatsky, T.	4099533	4099533	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Sawatsky,%20T.	http://example.org/1326706#Agent700-23		
Correctional Service Canada Preventive Security Division.			Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Correctional%20Service%20Canada%20Preventive%20Security %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Division.	http://example.org/1326706#Agent710-24		
Canada. Ministry of the Solicitor General. Research Division.		134409833	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Ministry%20of%20the%20Solicitor%20General.%20Research %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Division.	http://example.org/1326706#Agent710-25	134409833	
Alsvik, Rønnaug Foss	100149106013668490738	100149106013668490738	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Alsvik,%20Rønnaug%20Foss.	http://example.org/1299630#Agent100-14		
Brorson, Hans Adolph, 1694-1764	59242257	59242257	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Brorson,%20Hans%20Adolf,%201694-1764.	http://example.org/1299630#Agent700-32		
Vige, Bjørn E.			Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Vige,%20Bjørn%20E.	http://example.org/1299630#Agent700-33		
Dagsland, Sigvart 1963-	129776750	129776750	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Dagsland,%20Sigvart.	http://example.org/1299630#Agent700-34		
Hovland, Per Egil	8432148997616359870000	8432148997616359870000	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hovland,%20Per%20Egil.	http://example.org/1299630#Agent700-35		
Nagell, Gylve Fenris 1971-	225217758	225217758	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Rygg,%20Leif.	http://example.org/1299630#Agent700-36		
Endresen, Stein	9145971329532330158	9145971329532330158	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Endresen,%20Stein.	http://example.org/1299630#Agent700-37		
Odland, Nils Ole	35149365915485600652	35149365915485600652	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Odland,%20Nils.	http://example.org/1299630#Agent700-38		
Sommerro, Henning	70573426	70573426	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Sommerro,%20Henning.	http://example.org/1299630#Agent700-39		
Nordby, Ingar Ben.	406149294366280522065	406149294366280522065	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Nordby,%20Ben.	http://example.org/1299630#Agent700-40		
Wildlife Agreement Workshop (1985 : Yellowknife, N.W.T.)			Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Wildlife%20Agreement%20Workshop%20(1985%20:%20Yellowknife, %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20N.W.T.)	http://example.org/1397429#Agent110-11		
Cheezie, Gerry.			Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Cheezie,%20Gerry.	http://example.org/1397429#Agent700-25		
Trip-de-Roch, Emil.			Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Trip-de-Roch,%20Emil.	http://example.org/1397429#Agent700-26		
Dene/Metis Negotiations Secretariat.			Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Dene/Metis%20Negotiations%20Secretariat.	http://example.org/1397429#Agent710-27		
Metis Association of the Northwest Territories.		142525134	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Metis%20Association%20of%20the%20Northwest%20Territories.	http://example.org/1397429#Agent710-28	142525134	
Dalhart, Vernon, 1883-1948	19864964	19864964	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hall,%20Marion.	http://example.org/1304336#Agent100-13	143262138	
Macintyre, Sally	53154451	53154451	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Macintyre,%20Sally.	http://example.org/1304336#Agent700-25		
Frank, Bruno, 1887-1945.	37123104	37123104	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Porter,%20Maureen.	http://example.org/1304336#Agent700-26		
Bodley, John H.	85888789	85888789	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bodley,%20John%20H.	http://example.org/1387601#Agent100-15		
Giles, W. H., 1930-	73030295	73030295	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Giles,%20W.%20H.,%201930-	http://example.org/1336071#Agent100-13		
Hallstein, Walter, 1901-1982.	108819836	207634635	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22European%20Economic%20Community.http://www.loc.gov/mads/rdf/v1#CorporateName	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22European%20Economic%20Community.	207634635	http://example.org/1348441#Agent610-19
Laidler, David E. W., 1938-	108918401	213728962	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Commission%20of%20the%20European%20Communities.	http://example.org/1348441#Agent710-20	213728962	
Cummins, Maureen	11538624	11538624	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Cummins,%20Maureen.	http://example.org/1330813#Agent100-9		
Cummins, Maureen	11538624	11538624	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Cummins,%20Maureen.http://www.loc.gov/mads/rdf/v1#Name	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Cummins,%20Maureen.		http://example.org/1330813#Agent600-18
Owechko, Iwan	25165878	25165878	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Owechko,%20Iwan.	http://example.org/1325902#Agent700-24		
Kuchar, Roman Mychajlovyč 1920-2007	46328240	46328240	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Volodymyr,%20R.,%201920-2007	http://example.org/1325902#Agent700-25		
Tatchyn, Roman Orest	93930666	93930666	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Tatchyn,%20Roman%20Orest.	http://example.org/1325902#Agent700-26		
Schömel, Wolfgang 1952-...	275613384	275613384	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Schömel,%20Wolfgang.	http://example.org/1348752#Agent100-12		
Keyfitz, Nathan, 1913-2010	39450329	39450329	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Keyfitz,%20Nathan,%201913-2010.	http://example.org/1401909#Agent100-12		
Gerald, Curtis F., 1915-....	37012472	37012472	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Gerald,%20Curtis%20F.,%201915-	http://example.org/1340362#Agent100-10		
Wheatley, Patrick O.	166773338	166773338	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wheatley,%20Patrick%20O.	http://example.org/1340362#Agent700-23		
Bruce, C. J. (Christopher J.), 1948-	60687108	60687108	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bruce,%20C.%20J.%20(Christopher%20J.),%201948-	http://example.org/1359382#Agent100-13		
Madison, James, 1751-1836	59096754	59096754	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kerr,%20William%20A.%20(William%20Alexander)	http://example.org/1359382#Agent700-29		
University of Calgary. Dept. of Economics.		154689320	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22University%20of%20Calgary.%20Dept.%20of%20Economics.	http://example.org/1359382#Agent710-30	154689320	
Dixit, Avinash K.	108362952	108362952	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Dikshit,%20K.%20N.	http://example.org/1345912#Agent700-22		
Dikshit, K. N.	12348262	140146071	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Indian%20Archaeological%20Society.	http://example.org/1345912#Agent710-23	140146071	
Wranitzky, Paul, 1756-1808	27330009	27330009	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Ackerman,%20Robert%20E.	http://example.org/1338625#Agent700-24		
Young, Deborah A.	68107793	68107793	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Young,%20Deborah%20A.	http://example.org/1405299#Agent100-11		
Diviney, David	309723715	158201313	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Art%20Gallery%20of%20Nova%20Scotia.	http://example.org/1405299#Agent710-27	158201313	
Museum Assistance Programmes (Canada)		125409923	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Museum%20Assistance%20Programmes%20(Canada)	http://example.org/1405299#Agent710-28	125409923	
Tchaikovsky, Peter Ilich, 1840-1893	99258155	99258155	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Schubert,%20Franz,%201797-1828.	http://example.org/1345022#Agent100-14	130704283	
Maser, Werner, 1922-2007	108851099	108851099	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Maser,%20Werner,%201922-2007.	http://example.org/1345022#Agent700-25		
Elisseeff, Danielle, 1938-....	91387309	91387309	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Elisseeff,%20Danielle.	http://example.org/1001312#Agent100-15		
Elisseeff, Danielle, 1938-....	91387309	91387309	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Elisseeff,%20Vadime.	http://example.org/1001312#Agent700-29		
Vercors, 1902-1991	54122148	144330789	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Centre%20national%20des%20lettres.	http://example.org/1001312#Agent710-30	144330789	
Veltruský, Jarmila F. (1937- ).	75277808	75277808	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Veltruský,%20Jarmila%20F.	http://example.org/1300143#Agent100-13		
Edmonton Public School Board. Instructional Services Division.		156068611	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Edmonton%20Public%20School%20Board.%20Instructional%20Services %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Division.	http://example.org/1375614#Agent710-20	156068611	
Wormith, J. S.	11421423	11421423	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wormith,%20J.%20S.	http://example.org/1343658#Agent100-10		
Borzecki, Mark	63152363	63152363	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Borzecki,%20Mark.	http://example.org/1343658#Agent700-24		
Canada. Ministry of the Solicitor General.		127482874	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Ministry%20of%20the%20Solicitor%20General.	http://example.org/1343658#Agent710-25	127482874	
Canada. Ministry of the Solicitor General. Programs Branch.		133615246	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Ministry%20of%20the%20Solicitor%20General.%20Programs %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Branch.	http://example.org/1343658#Agent710-26	133615246	
Mintz, Morton	12838687	12838687	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Mintz,%20Morton.	http://example.org/1001376#Agent100-13		
A.H. Robins Company.		150028354	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22A.H.%20Robins%20Company.http://www.loc.gov/mads/rdf/v1#CorporateName	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22A.H.%20Robins%20Company.	150028354	http://example.org/1001376#Agent610-24
Bü̈hler, Karl, 1879-1963	100181212	100181212	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Polański,%20Kazimierz,%201929-	http://example.org/1370972#Agent700-25		
Bémová, Alla	65494905	65494905	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bémová,%20Alla.	http://example.org/1370972#Agent700-26		
Johnson, Daniel M. (Daniel Morgan), 1945-	94401101	94401101	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Johnson,%20Daniel%20M.%20(Daniel%20Morgan),%201945-	http://example.org/1371462#Agent700-26		
Alberta Research Council. Atmospheric Sciences Department.		142998053	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Alberta%20Research%20Council.%20Atmospheric%20Sciences %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Department.	http://example.org/1402306#Agent710-20	142998053	
Wilde, Oscar, 1854-1900.	34464414	34464414	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Beardsley,%20Aubrey,%201872-1898.	http://example.org/1405075#Agent100-12		
Wilde, Oscar, 1854-1900.	34464414	34464414	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Beardsley,%20Aubrey,%201872-1898http://www.loc.gov/mads/rdf/v1#ComplexSubject	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Beardsley,%20Aubrey,%201872-1898		http://example.org/1405075#Agent600-23
Foot, Michael, 1913-2010	169572485	169572485	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Reade,%20Brian.	http://example.org/1405075#Agent700-24		
Italy. Soprintendenza speciale alla Galleria nazionale d'arte moderna e contemporanea.		155685834	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Italy.%20Soprintendenza%20speciale%20alla%20Galleria%20nazionale%20d'arte %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20moderna%20e%20contemporanea.	http://example.org/1405075#Agent710-25	155685834	
Gill, Eric, 1882-1940	36934216	128776887	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Victoria%20and%20Albert%20Museum.	http://example.org/1405075#Agent710-26	128776887	
Bragg, William Lawrence, sir, 1890-1971	49306596	125435750	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22British%20Council.	http://example.org/1405075#Agent710-27	125435750	
Abercrombie, Patrick, 1879-1957	108570703	108570703	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Watson,%20Leslie.	http://example.org/1319662#Agent100-13		
Dallwitz, M. J.	48257155	48257155	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Dallwitz,%20M.%20J.	http://example.org/1319662#Agent700-26		
Landau, Jacob M., 1924-	15877499	15877499	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hamilton,%20Michael%20M.	http://example.org/1400868#Agent700-26		
Crandell, W. Dean	6597171	6597171	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Crandell,%20W.%20Dean.	http://example.org/1400868#Agent700-27		
O'Neill, Timothy J.	88883138	88883138	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22O'Neill,%20Timothy%20J.	http://example.org/1341994#Agent100-13		
Bakke, Allan Paul	93468365	93468365	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bakke,%20Allan%20Paul.http://www.loc.gov/mads/rdf/v1#Name	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Bakke,%20Allan%20Paul.		http://example.org/1341994#Agent600-24
Pears, Nigel.	56672288	56672288	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pears,%20Nigel.	http://example.org/1302718#Agent100-12		
Hahn, Emily, 1905-1997	109635263	109635263	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Akenson,%20Donald%20H.	http://example.org/1355182#Agent100-17		
Adamo Muscettola, Stefania	51853728	51853728	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Adamo%20Muscettola,%20Stefania.	http://example.org/1332563#Agent700-25	315092797	
Balasco, Alfredo	64317043	64317043	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Balasco,%20Alfredo.	http://example.org/1332563#Agent700-26		
Giampaola, Daniela	54458959	54458959	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Giampaola,%20Daniela.	http://example.org/1332563#Agent700-27		
Giampaola, Daniela	54458959	127519816	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Istituto%20universitario%20orientale%20(Naples,%20Italy).%20Dipartimento%20di %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20studi%20del%20mondo%20classico%20e%20del%20Mediterraneo%20antico.	http://example.org/1332563#Agent710-28	127519816	
Buchan, John, 1875-1940.	66464527	66464527	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Robert,%20Lucie.	http://example.org/1399470#Agent100-13	161032899	
Jennings, Linda, 1946-....	38336742	38336742	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Jennings,%20Linda,%201946-	http://example.org/1397874#Agent100-12		
Lamp, Mary L.	1431376	1431376	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Lamp,%20Mary%20L.	http://example.org/1397874#Agent700-22		
Stenberg, Jerome, 1955-	3894480	3894480	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Stenberg,%20Jerome,%201955-	http://example.org/1397874#Agent700-23		
British Library. Bibliographic Services Division.		133160458	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22British%20Library.%20Bibliographic%20Services%20Division.	http://example.org/1299654#Agent710-22	133160458	
British Library Automated Information Service.		139107480	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22British%20Library%20Automated%20Information%20Service.	http://example.org/1299654#Agent710-23	139107480	
Birds Australia		154258242	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Birds%20Australiahttp://www.loc.gov/mads/rdf/v1#ComplexSubject	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Birds%20Australia	154258242	http://example.org/1001399#Agent610-22
Keast, Allen.	44387223	44387223	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Keast,%20Allen.	http://example.org/1001399#Agent700-25		
Hall, Robert, 1867-1949	94868664	154258242	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Royal%20Australasian%20Ornithologists'%20Union.	http://example.org/1001399#Agent710-26	154258242	
Lockridge, Richard, 1898-1982	100385353	100385353	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Britton,%20Barbara.	http://example.org/1350666#Agent100-12		
Grave, Jonquil.			Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Grave,%20Jonquil.	http://example.org/1350666#Agent700-25		
Northwest Territories. Dept. of Renewable Resources.		184660394	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Northwest%20Territories.%20Dept.%20of%20Renewable%20Resources.	http://example.org/1350666#Agent710-26	184660394	
Canada. Energy, Mines and Resources Canada.		126584253	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Energy,%20Mines%20and%20Resources%20Canada.	http://example.org/1334974#Agent710-20	126584253	
Laveryčev, Vladimir Âkovlevič.	13518805	13518805	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Laverychev,%20V.%20I͡A.%20(Vladimir%20I͡Akovlevich)	http://example.org/1341592#Agent100-11		
Solov'eva, Aida Mihajlovna.	303670920	303670920	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Solovʹeva,%20A.%20M.%20(Aida%20Mikhaĭlovna)	http://example.org/1341592#Agent700-23		
Jenness, Doug	46055045	46055045	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Jenness,%20Doug.	http://example.org/1310571#Agent700-22		
Guevara, Ernesto, 1928-1967.	31991306	31991306	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Mandel,%20Ernest.	http://example.org/1310571#Agent700-23	140766846	
‏Lenin, Vladimir Ilʹich, 1870-1924‏	7393146	7393146	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Lenin,%20Vladimir%20Ilʹich,%201870-1924.	http://example.org/1310571#Agent700-24		
Arts Manitoba		123799929	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Arts%20Manitobahttp://www.loc.gov/mads/rdf/v1#ComplexSubject	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Arts%20Manitoba	123799929	http://example.org/1399611#Agent610-32
Arts Manitoba.		123799929	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Arts%20Manitoba.	http://example.org/1399611#Agent710-34	123799929	
Knudsvig, Peter	24487198	268073530	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Rekkenze%20Ensemble.,	http://example.org/1300457#Agent110-15	268073530	
Farkas, Ferenc, 1905-2000.	104152826	104152826	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Farkas,%20Ferenc,%201905-2000.	http://example.org/1300457#Agent700-30		
Tomkins, Thomas, 1572-1656	56797777	56797777	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Tomkins,%20Thomas,%201572-1656.	http://example.org/1300457#Agent700-31		
Händel, Georg Friedrich, 1685-1759.	5126950	5126950	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Handel,%20George%20Frideric,%201685-1759.	http://example.org/1300457#Agent700-32	149879067	
Stravinsky, Igor, 1882-1971	17309155	17309155	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bernstein,%20Leonard,%201918-1990.	http://example.org/1300457#Agent700-33	158417649	
Joplin, Scott, 1868-1917.	56796614	56796614	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Joplin,%20Scott,%201868-1917.	http://example.org/1300457#Agent700-34		
Armstrong, Louis, 1901-1971.	195226	195226	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Armstrong,%20Louis,%201901-1971.	http://example.org/1300457#Agent700-35	121134713	
