Column 1	LC-ID-Per	LC-ID-names	org	Column 3	Column 4	LC-ID-Cor	Column 5
Pilon, J.-L. (Jean-Luc)	n83197454	n83197454	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pilon,%20J.-L.%20(Jean-Luc)	http://example.org/1387026#Agent100-11		
Canada. NOGAP Secretariat.		n90691483	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20NOGAP%20Secretariat.	http://example.org/1387026#Agent710-24	n90691483	
Decker, Michel de	n80029264	n80029264	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Decker,%20Michel%20de.	http://example.org/1330013#Agent100-13		
Montespan, Madame de, 1641-1707	n84120230	n84120230	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Montespan,%20Françoise-Athénaïs%20de%20Rochechouart%20de%20Mortemart,%20marquise%20de, %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%201641-1707.http://www.loc.gov/mads/rdf/v1#Name	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Montespan,%20Françoise-Athénaïs%20de%20Rochechouart%20de%20Mortemart,%20marquise%20de, %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%201641-1707.		http://example.org/1330013#Agent600-23
Henry IV, King of France, 1553-1610	n50040193	n50040193	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Louis%20XIV,%20King%20of%20France,%201638-1715.http://www.loc.gov/mads/rdf/v1#Name	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Louis%20XIV,%20King%20of%20France,%201638-1715.	n83222265	http://example.org/1330013#Agent600-24
Worth, Katharine, 1922-....	n83039992	n83039992	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Worth,%20Katharine,%201922-	http://example.org/1319523#Agent100-10		
Ruusbroec, Jan van 1293-1381	n79021376	n79021376	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Maeterlinck,%20Maurice,%201862-1949.http://www.loc.gov/mads/rdf/v1#Name	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Maeterlinck,%20Maurice,%201862-1949.		http://example.org/1319523#Agent600-21
Consortium for Drama and Media in Higher Education.		n88609152	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Consortium%20for%20Drama%20and%20Media%20in%20Higher%20Education.	http://example.org/1319523#Agent710-22	n88609152	
Convegno di studi sulla Magna Grecia. (24th : 1984 : Taranto, Italy)			Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Convegno%20di%20studi%20sulla%20Magna%20Grecia.%20(24th%20:%201984%20:%20Taranto, %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Italy)	http://example.org/1362367#Agent111-9		
Istituto per la storia e l'archeologia della Magna Grecia.		n88064820	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Istituto%20per%20la%20storia%20e%20l'archeologia%20della%20Magna %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Grecia.	http://example.org/1362367#Agent710-19	n88064820	
Convegno di studi sulla Magna Grecia.		n86844782	Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Convegno%20di%20studi%20sulla%20Magna%20Grecia.	http://example.org/1362367#Agent711-20	n86844782	
United States Exploring Expedition (1838-1842)		n50065123	Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22United%20States%20Exploring%20Expedition%20(1838-1842)http://www.loc.gov/mads/rdf/v1#ConferenceName	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22United%20States%20Exploring%20Expedition%20(1838-1842)	n50065123	http://example.org/1372172#Agent611-27
Viola, Herman J.	n79056444	n79056444	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Viola,%20Herman%20J.	http://example.org/1372172#Agent700-28		
Margolis, Carolyn	n85023166	n85023166	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Margolis,%20Carolyn.	http://example.org/1372172#Agent700-29		
Mahler, Gustav, 1860-1911.	n80067106	n80067106	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Mahler,%20Gustav,%201860-1911http://www.loc.gov/mads/rdf/v1#ComplexSubject	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Mahler,%20Gustav,%201860-1911	n81139912	http://example.org/1323285#Agent600-23
Ovid, 43 B.C.-17 A.D. or 18 A.D.	n79041738	n79041738	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Stephan,%20Rudolf.	http://example.org/1323285#Agent700-24		
Internationales Gustav-Mahler-Symposium (1979 : Düsseldorf, Germany)		n85370800	Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Internationales%20Gustav-Mahler-Symposium%20(1979%20:%20Düsseldorf, %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Germany)	http://example.org/1323285#Agent711-25	n85370800	
Strugat︠s︡kiĭ, Arkadiĭ, 1925-1991	n50082620	n50082620	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Strugat͡skiĭ,%20Arkadiĭ%20Natanovich.	http://example.org/1346422#Agent100-9		
Strugat︠s︡kiĭ, Arkadiĭ, 1925-1991	n50082620	n50082620	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Strugat͡skiĭ,%20Boris%20Natanovich.	http://example.org/1346422#Agent700-17		
Martin, David, 1929-....	n79117132	n79117132	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Lancaster,%20David.	http://example.org/1297397#Agent100-11		
Unesco. Regional Office for Education in Asia and the Pacific.		n88198874	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Unesco.%20Regional%20Office%20for%20Education%20in%20Asia%20and%20the %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Pacific.	http://example.org/1297397#Agent710-25	n88198874	
Dickson, Gary W.	n82234131	n82234131	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Dickson,%20Gary%20W.	http://example.org/1393373#Agent100-17		
Wetherbe, James C.	n79009172	n79009172	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wetherbe,%20James%20C.	http://example.org/1393373#Agent700-27		
Lynch, Beverly P.	n83004945	n83004945	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Lynch,%20Beverly%20P.	http://example.org/1342682#Agent700-22		
Winters, Christopher, 1944-	n91029734	n91029734	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Winters,%20Christopher,%201944-	http://example.org/1312002#Agent100-10		
University of Chicago. Library. Map Collections			Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22University%20of%20Chicago.%20Library.%20Map%20Collectionshttp://www.loc.gov/mads/rdf/v1#ComplexSubject	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22University%20of%20Chicago.%20Library.%20Map%20Collections		http://example.org/1312002#Agent610-19
University of Chicago. Library. Map Collection.			Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22University%20of%20Chicago.%20Library.%20Map%20Collection.	http://example.org/1312002#Agent710-22		
Medzhitova, Ė. D. (Ėlʹmira Dzhevatovna)	n82211490	n82211490	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Medzhitova,%20Ė.%20D.%20(Ėlʹmira%20Dzhevatovna)	http://example.org/1351947#Agent100-12		
Kline, Morris, 1908-1992	n80015674	n80015674	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kline,%20Morris,%201908-1992.	http://example.org/1337574#Agent100-18		
Botta, Carlo, 1766-1837	n87902933	n87902933	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Carli,%20E.%20G.	http://example.org/1340717#Agent100-14		
Rowling, J.K.	n97108433	n97108433	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Newton,%20K.%20E.	http://example.org/1340717#Agent700-27		
Telfer, J. S.			Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Telfer,%20J.%20S.	http://example.org/1340717#Agent700-28		
Herlihy, David.	n50029482	n50029482	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Herlihy,%20David.	http://example.org/1342227#Agent100-16		
Hooke, Della	n82272880	n82272880	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hooke,%20Della.	http://example.org/1398280#Agent700-23		
University of Oxford. Dept. for External Studies.		n81036242	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22University%20of%20Oxford.%20Dept.%20for%20External%20Studies.	http://example.org/1398280#Agent710-24	n81036242	
Castellanos, Rosario	n81099007	n81099007	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Castellanos,%20Rosario.	http://example.org/1001086#Agent100-11	n80113965	
Johansson, Boo.			Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Johansson,%20Boo.	http://example.org/1002380#Agent100-10		
Cherubini, Luigi, 1760-1842.	n79046131	n79046131	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Cherubini,%20Luigi,%201760-1842.	http://example.org/1324887#Agent100-12	no2014048021	
Charles X, King of France, 1757-1836	n84200136	n84200136	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Louis%20XVIII,%20King%20of%20France,%201755-1824.	http://example.org/1324887#Agent700-25	no98076478	
Carli Ballola, Giovanni, 1932-....	n80028270	n80028270	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Carli%20Ballola,%20Giovanni,%201932-	http://example.org/1324887#Agent700-26		
Ovid, 43 B.C.-17 A.D. or 18 A.D.	n79041738	n79041738	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Ovid,%2043%20B.C.-17%20A.D.%20or%2018%20A.D.	http://example.org/1390253#Agent100-16		
Augustine, of Hippo, Saint, 354-430	n80126290	n80126290	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hill,%20D.%20E.	http://example.org/1390253#Agent700-29		
Eimert, Herbert, 1897-1972	nr87000159	n84092358	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22National%20Research%20Council%20Canada.	http://example.org/1371765#Agent710-22	n84092358	
Vedernikov, A.	n85345701	n85345701	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Zolotov,%20A.%20N.	http://example.org/1318879#Agent700-21		
Pronicheva, Margarita Vladimirovna	n80124888	n80124888	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pronicheva,%20Margarita%20Vladimirovna.	http://example.org/1318879#Agent700-22		
Rozhdestvenskīĭ, A. (Aleksandr), 1864-1931	n80046583	n80046583	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Rozhdestvenskiĭ,%20Aleksandr%20Petrovich.	http://example.org/1318879#Agent700-23		
Mansfield, Edwin.	n79052218	n79052218	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Mansfield,%20Edwin.	http://example.org/1312868#Agent700-20		
Williamson, A.M. (Alice Muriel), 1869-1933	nb90667637	nb90667637	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Norris,%20M.%20J.	http://example.org/1297108#Agent100-12		
Canada. Indian and Northern Affairs Canada.		n81066121	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Indian%20and%20Northern%20Affairs%20Canada.	http://example.org/1297108#Agent710-26	n81066121	
Canada. Indian and Northern Affairs Canada. Corporate Policy. Research Branch.		n86816212	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Indian%20and%20Northern%20Affairs%20Canada.%20Corporate%20Policy. %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Research%20Branch.	http://example.org/1297108#Agent710-27	n86816212	
Statistics Canada. Demography Division.		n80114010	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Statistics%20Canada.%20Demography%20Division.	http://example.org/1297108#Agent710-28	n80114010	
Arnold, Grant	n86839880	n86839880	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Arnold,%20Grant.	http://example.org/1405453#Agent100-14	no2010068177	
Forsyth, Mina, 1920-			Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Forsyth,%20Mina,%201920-http://www.loc.gov/mads/rdf/v1#ComplexSubject	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Forsyth,%20Mina,%201920-		http://example.org/1405453#Agent600-26
Forsyth, Mina, 1920-			Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Forsyth,%20Mina,%201920-	http://example.org/1405453#Agent700-29		
O'Brian, John, 1944-....	n81121591	n82108121	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Mendel%20Art%20Gallery.	http://example.org/1405453#Agent710-30	n82108121	
Godfrey Dean Cultural Centre.			Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Godfrey%20Dean%20Cultural%20Centre.	http://example.org/1405453#Agent710-31		
Mermut, A. R. (Ahmet R.)	n88077913	n88077913	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Mermut,%20A.%20R.	http://example.org/1370835#Agent700-25		
Phillips, Peter W. B.	n90638254	n91055676	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Saskatchewan.%20Agriculture%20Development%20Fund.	http://example.org/1370835#Agent710-26	n91055676	
Lôbo, Duarte 1565-1646	n85098951	n85098951	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Lobo,%20Duarte,%201565-1646.	http://example.org/1328340#Agent100-9		
Lasso, Orlando di 1532-1594	n81037013	n81037013	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Turner,%20Bruno.	http://example.org/1328340#Agent700-19	n83165859	
Cherubini, Luigi, 1760-1842.	n79046131	n79046131	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Cherubini,%20Luigi,%201760-1842.	http://example.org/1337500#Agent100-12	no2014048021	
Mörike, Eduard, 1804-1875	n50006096	n50006096	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Ulrich,%20Hugo.	http://example.org/1337500#Agent700-25		
Belok, Michael	n50007147	n50007147	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Belok,%20Michael.	http://example.org/1328252#Agent700-18		
Murphy, Warren	n86847342	n86847342	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Murphy,%20John%20W.	http://example.org/1328252#Agent700-19		
International Symposium on Moisture and Humidity (1985 : Washington, D.C.)			Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22International%20Symposium%20on%20Moisture%20and%20Humidity%20(1985%20: %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Washington,%20D.C.)	http://example.org/1002435#Agent111-12		
Mason, B. J. (Basil John)	n85801607	n80007746	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22American%20Meteorological%20Society.	http://example.org/1002435#Agent710-23	n80007746	
International Symposium on Moisture and Humidity.		n85803701	Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22International%20Symposium%20on%20Moisture%20and%20Humidity.	http://example.org/1002435#Agent711-24	n85803701	
Parent, Marie-Danielle	n87130086	n87130086	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Parent,%20Marie-Danielle.	http://example.org/1312131#Agent700-37		
Parent, Yolande	nr91040397	nr91040397	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Parent,%20Yolande.	http://example.org/1312131#Agent700-38		
Kent, David	n85106485	n85106485	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Vaillancourt,%20Lorraine,%201943-	http://example.org/1312131#Agent700-39		
Garant, Serge, 1929-1986	n87123620	n87123620	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Garant,%20Serge,%201929-1986.	http://example.org/1312131#Agent700-40		
Grinhauz, Luis, 1942-	nr91040395	nr91040395	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Grinhauz,%20Luis,%201942-	http://example.org/1312131#Agent700-41		
Dumouchel, Michael	nr91040385	nr91040385	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Dumouchel,%20Michael.	http://example.org/1312131#Agent700-42		
Gougeon, Denis, 1951-....	nr91040394	nr91040394	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Gougeon,%20Denis,%201951-	http://example.org/1312131#Agent700-43		
Rea, John, 1944-	n83065585	n83065585	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Rea,%20John,%201944-	http://example.org/1312131#Agent700-44		
Novalis, 1772-1801	n78096916	n78096916	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Vivier,%20Claude,%201948-1983.	http://example.org/1312131#Agent700-45		
Evangelista, José, 1943-	nr91040388	nr91040388	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Evangelista,%20José,%201943-	http://example.org/1312131#Agent700-46		
Béluse, Pierre	n79076841	n87129628	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Société%20de%20musique%20contemporaine%20du%20Québec.	http://example.org/1312131#Agent710-47	n87129628	
Gili︠a︡rov, M. S.	n83223052	n83223052	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Gili͡arov,%20M.%20S.	http://example.org/1321112#Agent700-23		
Motroshilova, N. V. (Nelli Vasilʹevna), 1934-	n83063178	n81147418	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Akademii͡a%20nauk%20SSSR.	http://example.org/1321112#Agent710-24	n81147418	
Peyton, K.M.	n79086499	n79086499	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Rowe,%20G.	http://example.org/1295882#Agent100-16	n80154568	
Williamson, A.M. (Alice Muriel), 1869-1933	nb90667637	nb90667637	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Norris,%20M.%20J.	http://example.org/1295882#Agent700-30		
Corak, Miles	n95102452	n82068132	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Statistics%20Canada.	http://example.org/1295882#Agent710-31	n82068132	
Canada. Indian and Northern Affairs Canada. Corporate Policy. Research Branch.		n86816212	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Indian%20and%20Northern%20Affairs%20Canada.%20Corporate%20Policy. %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Research%20Branch.	http://example.org/1295882#Agent710-32	n86816212	
Canada. Dept. of Indian Affairs and Northern Development.		n81066121	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Dept.%20of%20Indian%20Affairs%20and%20Northern %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Development.	http://example.org/1295882#Agent710-33	n81066121	
Josquin, des Prez, -1521	n80005115	n80005115	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Josquin,%20des%20Prez,%20-1521.	http://example.org/1373014#Agent100-13	n80017307	
Higginbottom, Edward	n82039526	n82039526	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Higginbottom,%20Edward.	http://example.org/1373014#Agent700-30		
Christophers, Harry	n84149855	n83043749	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22New%20College%20(University%20of%20Oxford).%20Choir.	http://example.org/1373014#Agent710-31	n83043749	
Moore, Larry F.	n79066753	n79066753	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Moore,%20Larry%20F.,%201934-	http://example.org/1002352#Agent700-24		
Vancouver Volunteer Centre.		n86851511	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Vancouver%20Volunteer%20Centre.	http://example.org/1002352#Agent710-25	n86851511	
Magill, Richard A.	n78014394	n78014394	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Magill,%20Richard%20A.	http://example.org/1365380#Agent100-12		
Canada. Dept. of Communications.		n80126017	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Dept.%20of%20Communications.	http://example.org/1357580#Agent710-19	n80126017	
Bose, N.K. (Nirmal K.), 1940-	n79103423	n79103423	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bose,%20N.%20K.%20(Nirmal%20K.),%201940-	http://example.org/1301767#Agent700-21		
Guiver, J. P.	n84078274	n84078274	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Guiver,%20J.%20P.	http://example.org/1301767#Agent700-22		
Northwest Territories Association of Municipalities.			Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Northwest%20Territories%20Association%20of%20Municipalities.	http://example.org/1378732#Agent110-11		
Northwest Territories Association of Municipalities.			Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Northwest%20Territories%20Association%20of%20Municipalities.	http://example.org/1378732#Agent710-22		
Canadian Assembly on National Parks and Protected Areas (1985 : Banff, Alta.)		n90668147	Meeting	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canadian%20Assembly%20on%20National%20Parks%20and%20Protected%20Areas%20(1985%20: %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Banff,%20Alta.)	http://example.org/1378732#Agent711-23	n90668147	
Goodall, Jane, 1934-....	n50039798	n50039798	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Morris,%20Gary.	http://example.org/1408420#Agent700-23		
Stevenson, Robert Louis, 1850-1894.	n78088964	n78088964	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Anderson,%20John.	http://example.org/1408420#Agent700-24	n83194278	
McCoy, Charlie, 1941-	n93032663	n93032663	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22McCoy,%20Charlie.	http://example.org/1408420#Agent700-25	n87805101	
Tillis, Pam	n92016396	n92016396	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Tillis,%20Pam.	http://example.org/1408420#Agent700-26		
Brooks, Karen McConnell.	n82160162	n82160162	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Brooks,%20Karen.	http://example.org/1408420#Agent700-27		
Allen, Rex, 1924-			Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Allen,%20Rex,%201924-	http://example.org/1408420#Agent700-28		
Allen, Rex, 1947-	n96014724	n96014724	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Allen,%20Rex,%20Jr.	http://example.org/1408420#Agent700-29		
Rogers, Roy, 1911-1998	n80001487	n80001487	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Rogers,%20Roy,%201911-1998.	http://example.org/1408420#Agent700-30		
Travis, Randy	n89672629	n89672629	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Travis,%20Randy.	http://example.org/1408420#Agent700-31		
Leadon, Bernie	n95084076	n87123215	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Nitty%20Gritty%20Dirt%20Band.	http://example.org/1408420#Agent710-32	n87123215	
Pinkard &amp; Bowden.			Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Pinkard%20&amp;%20Bowden.	http://example.org/1408420#Agent710-33		
Hariharan, M. (Muthuswamy), 1951-	n81143213	n81143213	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hariharan,%20M.%20(Muthuswamy),%201951-	http://example.org/1329665#Agent100-12		
Gowri Kuppuswamy, 1933-	n79057173	n79057173	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Gowri%20Kuppuswamy,%201933-	http://example.org/1329665#Agent700-25		
Gerlach, Reinhard, 1934-	n84174949	n84174949	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Gerlach,%20Reinhard,%201934-	http://example.org/1368741#Agent100-13		
Patenaude, Gilbert	n97074645	nr90000201	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Petits%20Chanteurs%20du%20Mont-Royal.	http://example.org/1331179#Agent110-13	nr90000201	
Patenaude, Gilbert	n97074645	n97074645	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Patenaude,%20Gilbert.	http://example.org/1331179#Agent700-29	n2015008827	
Seutin, Didier.			Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Seutin,%20Didier.	http://example.org/1331179#Agent700-30		
Palestrina, Giovanni Pierluigi da 1525-1594	n50051776	n50051776	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Palestrina,%20Giovanni%20Pierluigi%20da,%201525?-1594.	http://example.org/1331179#Agent700-31	n80017307	
Asola, Giovanni Matteo, -1609	n98030055	n98030055	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Asola,%20Giovanni%20Matteo,%20-1609.	http://example.org/1331179#Agent700-32		
Vaughan Williams, Ralph, 1872-1958.	n79139255	n79139255	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Vaughan%20Williams,%20Ralph,%201872-1958.	http://example.org/1331179#Agent700-33	n83163990	
Landini, Francesco, approximately 1325-1397	n82003139	n82003139	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Buxtehude,%20Dietrich,%201637-1707.	http://example.org/1331179#Agent700-34	n91055389	
Reichel, Bernard, 1901-1992	n84038590	n84038590	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Reichel,%20Bernard,%201901-1992.	http://example.org/1331179#Agent700-35		
Mendelssohn-Bartholdy, Felix, 1809-1847.	n79139515	n79139515	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Mendelssohn-Bartholdy,%20Felix,%201809-1847.	http://example.org/1331179#Agent700-36	n85141618	
Stuart, V. A.	n90658369	n90658369	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Archer,%20Violet.	http://example.org/1331179#Agent700-37		
Verlaine, Paul, 1844-1896.	n79043496	n79043496	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Fauré,%20Gabriel,%201845-1924.	http://example.org/1331179#Agent700-38		
Franck, César, 1822-1890.	n79130762	n79130762	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Franck,%20César,%201822-1890.	http://example.org/1331179#Agent700-39		
Lasso, Orlando di 1532-1594	n81037013	n81037013	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Lasso,%20Orlando%20di,%201532-1594.	http://example.org/1331179#Agent700-40	n80075901	
Schumann, Robert, 1810-1856.	n50000565	n50000565	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bruckner,%20Anton,%201824-1896.	http://example.org/1331179#Agent700-41	n83174100	
Bizet, Georges, 1838-1875.	n79116212	n79116212	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Saint-Saëns,%20Camille,%201835-1921.	http://example.org/1331179#Agent700-42		
Kotarski, Edmund	n85237540	n85237540	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kotarski,%20Edmund.	http://example.org/1377891#Agent100-12		
