Column 1	LC-ID-Per	LC-ID-names	org	Column 3	Column 4	LC-ID-Cor	Column 5
Maria Kazimiera, Queen, consort of John III Sobieski, King of Poland, 1641-1716	n84020143	n84020143	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22John%20III%20Sobieski,%20King%20of%20Poland,%201629-1696.http://www.loc.gov/mads/rdf/v1#Name	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22John%20III%20Sobieski,%20King%20of%20Poland,%201629-1696.		http://example.org/1377891#Agent600-22
Maria Kazimiera, Queen, consort of John III Sobieski, King of Poland, 1641-1716	n84020143	n84020143	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22John%20III%20Sobieski,%20King%20of%20Poland,%201629-1696http://www.loc.gov/mads/rdf/v1#ComplexSubject	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22John%20III%20Sobieski,%20King%20of%20Poland,%201629-1696		http://example.org/1377891#Agent600-23
Kohn, Rita T.	n80120820	n80120820	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kohn,%20Rita%20T.	http://example.org/1377016#Agent100-12		
Hodgins, Bruce W., 1931-	n50034634	n50034634	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hodgins,%20Bruce%20W.,%201931-	http://example.org/1377901#Agent700-40		
Hobbs, Margaret (Margaret Helen)	n86136354	n86136354	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hobbs,%20Margaret%20(Margaret%20Helen)	http://example.org/1377901#Agent700-41		
Donnert, Erich	n50026717	n50026717	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Donnert,%20Erich.	http://example.org/1313531#Agent100-11		
Reitan, Ralph M.	n85204168	n85204168	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Reitan,%20Ralph%20M.	http://example.org/1318845#Agent100-15		
Wolfson, Deborah.	n85204167	n85204167	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wolfson,%20Deborah.	http://example.org/1318845#Agent700-30		
Akeh-Osu, Lawrence	n85273376	n85273376	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Akeh-Osu,%20Lawrence.	http://example.org/1371655#Agent700-21		
Freeman, Milton M.R., 1934-	n82223035	n82223035	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Freeman,%20Milton%20M.%20R.,%201934-	http://example.org/1409258#Agent100-12		
Western Regional Science Association. Meeting. (23rd : 1984 : Monterey, Calif.)			Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Western%20Regional%20Science%20Association.%20Meeting.%20(23rd%20:%201984%20: %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Monterey,%20Calif.)	http://example.org/1409258#Agent710-24		
Western Regional Science Association. Meeting.		n82122946	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Western%20Regional%20Science%20Association.%20Meeting.	http://example.org/1409258#Agent710-25	n82122946	
Aristotle	n79004182	n79004182	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Aristotle.	http://example.org/1314216#Agent100-20	n83203777	
Irwin, Terence	n77016159	n77016159	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Irwin,%20Terence.	http://example.org/1314216#Agent700-31		
Händel, George Frideric, 1685-1759	n79129204	n79129204	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Handel,%20George%20Frideric,%201685-1759.	http://example.org/1324868#Agent100-12	n81073693	
Shaw, Watkins, 1911-1996	n81033042	n81033042	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Shaw,%20Watkins,%201911-1996.	http://example.org/1324868#Agent700-28		
Händel, George Frideric, 1685-1759	n79129204	n79129204	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Handel,%20George%20Frideric,%201685-1759.	http://example.org/1324868#Agent800-29	n81073693	
Bâ, Amadou Hampâté	n84149759	n84149759	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bâ,%20Amadou%20Hampaté.	http://example.org/1330416#Agent100-10		
MacNaughton, Margot.			Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22MacNaughton,%20Margot.	http://example.org/1397323#Agent100-11		
Muren, Marie.			Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Muren,%20Marie.	http://example.org/1397323#Agent700-24		
Tyson, Ian, 1933 September 25-	n89623686	n82020426	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22National%20Library%20of%20Canada.	http://example.org/1397323#Agent710-25	n82020426	
King, Kenneth, 1940-....	n50049539	n50049539	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22King,%20Kenneth,%201940-	http://example.org/1340470#Agent100-13		
Agi︠e︡ev, M.	n84035484	n84035484	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Agi͡eev,%20M.	http://example.org/1313642#Agent100-13		
Cheney, E. W. (Elliott Ward), 1929-	n79073663	n79073663	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Cheney,%20E.%20W.%20(Elliott%20Ward),%201929-	http://example.org/1336904#Agent100-15		
Kincaid, David (David Ronald)	n79073319	n79073319	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kincaid,%20David%20(David%20Ronald)	http://example.org/1336904#Agent700-28		
Field, Peggy-Anne	n82219914	n82219914	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Field,%20Peggy-Anne.	http://example.org/1368589#Agent100-14		
Morse, Janice M.	n85020751	n85020751	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Morse,%20Janice%20M.	http://example.org/1368589#Agent700-29		
Bakun, Miguel, 1909-1963	no2007041179	no2007041179	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bakun,%20Miguel,%201909-1963.http://www.loc.gov/mads/rdf/v1#Name	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Bakun,%20Miguel,%201909-1963.		http://example.org/1310573#Agent600-18
Back, Sílvio 1937-....	n82142293	n82142293	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Back,%20S.,%201937-	http://example.org/1310573#Agent700-19		
Rosendorfer, Herbert, 1934-2012	n81026657	n81026657	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Rosendorfer,%20Herbert,%201934-2012.	http://example.org/1393042#Agent100-9		
Maugham, W. Somerset (William Somerset), 1874-1965	n79036830	n79036830	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Maugham,%20W.%20Somerset%20(William%20Somerset),%201874-1965.	http://example.org/1302800#Agent100-15		
France, Hector, 1837-1908	n84167702	n84167702	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Harrington,%20Marie.	http://example.org/1302626#Agent100-11		
Harrington, M.R. (Mark Raymond), 1882-1971	n79092552	n79092552	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Harrington,%20M.%20R.%20(Mark%20Raymond),%201882-1971.http://www.loc.gov/mads/rdf/v1#Name	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Harrington,%20M.%20R.%20(Mark%20Raymond),%201882-1971.		http://example.org/1302626#Agent600-19
Kerr, K. Austin (Kathel Austin)	n84180270	n84180270	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kerr,%20K.%20Austin%20(Kathel%20Austin)	http://example.org/1354871#Agent100-16		
Anti-saloon League of America		n82081084	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Anti-saloon%20League%20of%20Americahttp://www.loc.gov/mads/rdf/v1#ComplexSubject	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Anti-saloon%20League%20of%20America	n82081084	http://example.org/1354871#Agent610-25
Alberta. Alberta Municipal Affairs. Planning Services Division.		n82050559	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Alberta.%20Alberta%20Municipal%20Affairs.%20Planning%20Services %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Division.	http://example.org/1001202#Agent710-18	n82050559	
Ghiazza, Silvana.	n87939568	n87939568	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Ghiazza,%20Silvana.	http://example.org/1000458#Agent100-9		
Petrarca, Francesco, 1304-1374.	n79092622	n79092622	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Leopardi,%20Giacomo,%201798-1837http://www.loc.gov/mads/rdf/v1#ComplexSubject	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Leopardi,%20Giacomo,%201798-1837		http://example.org/1000458#Agent600-19
Stankovsky, Jan	n79065327	n79065327	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Stankovsky,%20Jan.	http://example.org/1359383#Agent100-9		
Marusyn, Myroslav	n81010218	n81010218	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Marusyn,%20Myroslav.http://www.loc.gov/mads/rdf/v1#Name	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Marusyn,%20Myroslav.		http://example.org/1390692#Agent600-22
Thomas, Aquinas, Saint, 1225?-1274	n78095790	n79046634	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Catholic%20Churchhttp://www.loc.gov/mads/rdf/v1#ComplexSubject	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Catholic%20Church	n79046634	http://example.org/1390692#Agent610-23
Thomas, Aquinas, Saint, 1225?-1274	n78095790	n79046634	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Catholic%20Churchhttp://www.loc.gov/mads/rdf/v1#ComplexSubject	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Catholic%20Church	n79046634	http://example.org/1390692#Agent610-24
Marusyn, Myroslav	n81010218	n81010218	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Marusyn,%20Myroslav.	http://example.org/1390692#Agent700-27		
Gass, Boris	n84225334	n84225334	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Gass,%20Boris.	http://example.org/1315344#Agent100-10		
Pasternak, Leonid Osipovich, 1862-1945	n82057055	n82057055	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pasternak,%20Leonid%20Osipovich,%201862-1945http://www.loc.gov/mads/rdf/v1#ComplexSubject	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Pasternak,%20Leonid%20Osipovich,%201862-1945		http://example.org/1315344#Agent600-19
Pasternak, Leonid Osipovich, 1862-1945	n82057055	n82057055	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pasternak,%20Leonid%20Osipovich,%201862-1945http://www.loc.gov/mads/rdf/v1#ComplexSubject	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Pasternak,%20Leonid%20Osipovich,%201862-1945		http://example.org/1315344#Agent600-20
Pasternak, Leonid Osipovich, 1862-1945	n82057055	n82057055	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Pasternak,%20Leonid%20Osipovich,%201862-1945.	http://example.org/1315344#Agent700-21		
Conseil des artistes peintres du Québec.		nr90013786	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Conseil%20des%20artistes%20peintres%20du%20Québec.	http://example.org/1405386#Agent710-19	nr90013786	
Thuillier, Jacques	n50011887	n80160083	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Galeries%20nationales%20du%20Grand%20Palais%20(France)	http://example.org/1405386#Agent710-20	n80160083	
Maison de la culture Côte-des-Neiges.		n93117245	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Maison%20de%20la%20culture%20Côte-des-Neiges.	http://example.org/1405386#Agent710-21	n93117245	
Wilshere, E. R.	n77004249	n77004249	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wilshere,%20E.%20R.	http://example.org/1313288#Agent700-26		
Lydon, John, 1956-....	n94113308	n94113308	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Cochrane,%20G.%20M.	http://example.org/1313288#Agent700-27		
Oxfordshire Area Health Authority.		nb2009010597	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Oxfordshire%20Area%20Health%20Authority.	http://example.org/1313288#Agent710-28	nb2009010597	
Hocks, Paula	n87135545	n87135545	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hocks,%20Paula.	http://example.org/1296103#Agent100-8		
Hocks, Paula	n87135545	n87135545	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hocks,%20Paula.http://www.loc.gov/mads/rdf/v1#Name	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Hocks,%20Paula.		http://example.org/1296103#Agent600-18
Hill, Peter, 1948-....	n83066015	n83066015	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hill,%20Peter,%201948-%20,	http://example.org/1312499#Agent100-15		
Osborne, Nigel	n84040877	n84040877	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Osborne,%20Nigel.	http://example.org/1312499#Agent700-30		
Skempton, Howard, 1947-....	n88602369	n88602369	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Skempton,%20Howard,%201947-	http://example.org/1312499#Agent700-31		
Martin, Paul, 1901-1984	n2007033968	n2007033968	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Young,%20Douglas,%201947-	http://example.org/1312499#Agent700-32		
Khotenovskiı̆, I. A. (Igorʹ Aleksandrovich)			Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Khotenovskiı̆,%20I.%20A.%20(Igorʹ%20Aleksandrovich)	http://example.org/1328729#Agent100-9		
Smirnov, N. N.	n83329051	n80097448	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Zoologicheskiĭ%20institut%20(Akademii͡a%20nauk%20SSSR)	http://example.org/1328729#Agent710-21	n80097448	
Block, Lawrence	n79081408	n79081408	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kavanagh,%20Paul.	http://example.org/1339268#Agent700-19		
Tisdell, C. A. (Clement Allan)	n50012738	n79093014	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22University%20of%20Newcastle.	http://example.org/1339268#Agent710-20	n79093014	
Editorial Letras Cubanas.		n81059515	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Editorial%20Letras%20Cubanas.	http://example.org/1359187#Agent710-19	n81059515	
Georgievski, Hristo, 1943-	n79015145	n79015145	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Georgievski,%20Hristo,%201943-	http://example.org/1344911#Agent100-11		
Živković, Dragiša	n83318957	n83318957	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Živković,%20Dragiša.	http://example.org/1305393#Agent100-9		
Kostić, Laza, 1841-1910	n80145095	n80145095	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kostić,%20Laza,%201841-1910http://www.loc.gov/mads/rdf/v1#ComplexSubject	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Kostić,%20Laza,%201841-1910		http://example.org/1305393#Agent600-19
Kondoleon, Harry	n85812310	n85812310	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kondoleon,%20Harry.	http://example.org/1375295#Agent600-17		
Kondoleon, Harry	n85812310	n85812310	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kondoleon,%20Harry.	http://example.org/1375295#Agent700-18		
Beard, Mark	n88671756	n88671756	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Beard,%20Mark.	http://example.org/1375295#Agent700-19		
Sussler, Betsy	n91056804	n91056804	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Sussler,%20Betsy.	http://example.org/1375295#Agent700-20		
Rattray, David, 1958-2007	nb2004024015	nb2004024015	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Rattray,%20David.	http://example.org/1375295#Agent700-21		
Anderman, Janusz, 1949-....	n84110955	n84110955	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Anderman,%20Janusz,%201949-	http://example.org/1367181#Agent100-14		
Lihamba, Amandina.	n84051495	n84051495	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Lihamba,%20Amandina.	http://example.org/1313867#Agent100-10		
Hussein, Ebrahim H., 1943-			Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hussein,%20Ebrahim%20H.,%201943-http://www.loc.gov/mads/rdf/v1#Name	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Hussein,%20Ebrahim%20H.,%201943-		http://example.org/1313867#Agent600-20
Corea, Gamani, 1925-....	n80121152	n79032201	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22United%20Nations%20Conference%20on%20Trade%20and%20Development. %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Secretariat.	http://example.org/1322889#Agent710-28	n79032201	
