Column 1	fname	lname	ID	Column 2	Column 3
Bergin, Joseph, 1948-....	 Joseph	Bergin	85158490	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bergin,%20Joseph,%201948-
Kuttner, Henry	 Keith	Noel	109786477	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Noel,%20Keith.
Erickson, Diane	 Diane	Erickson	51056441	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Erickson,%20Diane.
Girardot, Annie, 1931-2011.	 Suzanne	Veit	29534506	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Veit,%20Suzanne.
Northwest Territories. Dept. of Social Services.		Northwest Territories Dept of Social Services		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Northwest%20Territories.%20Dept.%20of%20Social%20Services.
Angola. Comissão Nacional Preparatória do Carnaval da Vitória.		Angola Comissão Nacional Preparatória do Carnaval da Vitória		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Angola.%20Comissão%20Nacional%20Preparatória%20do%20Carnaval%20da %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Vitória.
Koel, Leonard	 Leonard	Koel	1449162	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Koel,%20Leonard.
Román Umaña, Lina	 Lina	Román Umaña	38494785	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Román%20Umaña,%20Lina.
Inter-American Agricultural Documentation, Information, and Communication Center.	 Information	Inter-American Agricultural Documentation		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Inter-American%20Agricultural%20Documentation,%20Information,%20and %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Communication%20Center.
Yoshioka, Minoru, 1919-1990	 Minoru	Yoshioka	108779235	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Yoshioka,%20Minoru,%201919-1990.
Onuma, Tadayoshi, 1943-	 Tadayoshi	Onuma	306071724	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Onuma,%20Tadayoshi,%201943-
Ōe, Kenzaburō, 1935-	 Makoto	Ōoka	97169275	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Ōoka,%20Makoto,%201931-
Tsuruoka, Yoshihisa, 1936-	 Yoshihisa	Tsuruoka	75175640	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Tsuruoka,%20Yoshihisa,%201936-
Collins, H.M. (Harry M.), 1943-	 H M (Harry M)	Collins	97744361	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Collins,%20H.%20M.%20(Harry%20M.),%201943-
Parker, William, 1952-....	 Gayle	Campbell	24798050	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Campbell,%20Gayle.
Porporino, Frank J.	 Frank J	Porporino	47401273	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Porporino,%20Frank%20J.
Wevrick, Len	 Len	Wevrick	73002253	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Wevrick,%20Len.
Canada. Ministry of the Solicitor General. Programs Branch.		Canada Ministry of the Solicitor General Programs Branch		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Ministry%20of%20the%20Solicitor%20General.%20Programs %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Branch.
Gibbons, Gail	 Gail	Gibbons	77583091	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Gibbons,%20Gail.
Serageldin, Ismail, 1944-		World Bank	95308382	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22World%20Bank.
Schwartz, Benjamin I. (Benjamin Isadore), 1916-1999	 Benjamin I (Benjamin Isadore)	Schwartz	282408225	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Schwartz,%20Benjamin%20I.%20(Benjamin%20Isadore),%201916-1999.
Indy, Vincent d' 1851-1931	 Vincent d'	Indy	64192115	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Indy,%20Vincent%20d',%201851-1931.
International Council for Philosophy and Humanistic Studies.		International Council for Philosophy and Humanistic Studies		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22International%20Council%20for%20Philosophy%20and%20Humanistic %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Studies.
Huxley, Julian, 1887-1975.		Unesco	39451154	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Unesco.
Nelson, Benjamin, 1911-1977	 Benjamin	Nelson	7459575	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Nelson,%20Benjamin,%201911-1977.
Walter, E. V. (Eugene Victor), 1925-	 E V (Eugene Victor)	Walter	100281343	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Walter,%20E.%20V.%20(Eugene%20Victor),%201925-
Hilton, Rodney Howard‏, 1916-2002	 R H (Rodney Howard)	Hilton	32011060	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hilton,%20R.%20H.%20(Rodney%20Howard),%201916-2002.
Bock, Felicia Gressitt	 Felicia Gressitt	Bock	45779762	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bock,%20Felicia%20Gressitt.
Bartl, Peter (Peter F.).	 Peter (Peter F)	Bartl		Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bartl,%20Peter%20(Peter%20F.).
University of Alberta. Dept. of Art and Design. Visual Communication Design Division.		University of Alberta Dept of Art and Design Visual Communication Design Division		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22University%20of%20Alberta.%20Dept.%20of%20Art%20and%20Design.%20Visual %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Communication%20Design%20Division.
Baticle, Yveline, 1920-1999	 Yveline	Baticle	56605579	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Baticle,%20Yveline.
Weaver, Donald F., 1957-....		Canadian Medical Association	84881317	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canadian%20Medical%20Association.
Hilliard, Dick	 Dick	Hilliard	13590259	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Hilliard,%20Dick.
Valenti-Hilliard, Beverly	 Beverly	Valenti-Hilliard	67931018	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Valenti-Hilliard,%20Beverly.
Vitt, Dale H. (Dale Hadley), 1944-	 Dale H (Dale Hadley)	Vitt	545560	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Vitt,%20Dale%20H.%20(Dale%20Hadley),%201944-
Gradstein, S. R. (Stephan Robbert)	 S R (Stephan Robbert)	Gradstein	85260145	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Gradstein,%20S.%20R.%20(Stephan%20Robbert)
Iwatsuki, Zennosuke, 1929-	 Zennosuke	Iwatsuki	120273821	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Iwatsuki,%20Zennosuke,%201929-
Weinberg, Gerald M.	 Gerald M	Weinberg	108213426	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Weinberg,%20Gerald%20M.
Geller, Dennis P., 1947-	 Dennis P	Geller	75250505	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Geller,%20Dennis%20P.,%201947-
Eckhardt-Gramatté, S.C. (Sophie-Carmen), 1899-1974	 S C (Sophie-Carmen)	Eckhardt-Gramatté	120745766	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Eckhardt-Gramatté,%20S.%20C.%20(Sophie-Carmen),%201899-1974.
Bishop, D.V.M.	 Dorothy	Bishop	66576637	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bishop,%20Dorothy.,
Keahey, Delores J., 1933-	 Delores J	Keahey	44564860	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Keahey,%20Delores%20J.,
Schuller, Gunther	 Gunther	Schuller	79167723	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Schuller,%20Gunther.
Waddell, Robert George	 Robert George	Waddell	44171596	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Waddell,%20Robert%20George.
Tchaikovsky, Peter Ilich, 1840-1893	 Wolfgang Amadeus	Mozart	99258155	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Mozart,%20Wolfgang%20Amadeus,%201756-1791.
Dreyfus, Huguette	 Huguette	Dreyfus	85440306	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Dreyfus,%20Huguette.,
Baumont, Olivier, 1960-....	 Olivier	Baumont	22326502	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Baumont,%20Olivier.,
Károlyi Mihály 1875-1955	 George	Kiss	14814914	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kiss,%20George.,
Melkus, Eduard, 1928-....	 Eduard	Melkus	102369137	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Melkus,%20Eduard.,
Davis, Colin, 1927-2013		Capella Academica Wien	10032941	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Capella%20Academica%20Wien.,
Kennedy, John F. John Fitzgerald 1917-1963	 Robert	Lester	68910251	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Lester,%20Robert.
Kesaris, Paul	 Paul	Kesaris	59134116	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Kesaris,%20Paul.
Johnson, Lyndon Baines, 1908-1973		United States Department of State	92989169	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22United%20States.%20Department%20of%20State.
Vance, Zebulon Baird, 1830-1894	 Inc	University Publications of America	39659503	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22University%20Publications%20of%20America,%20Inc.
Kennedy, John F. John Fitzgerald 1917-1963	 Robert	Lester	68910251	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Lester,%20Robert.
Vance, Zebulon Baird, 1830-1894	 Inc	University Publications of America	39659503	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22University%20Publications%20of%20America,%20Inc.
Johnson, Lyndon Baines, 1908-1973		United States Department of State	92989169	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22United%20States.%20Department%20of%20State.
Walras, Léon, 1834-1910	 Richard	Leduc	76324284	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Leduc,%20Richard.
Gervais, Raymond, 1940-	 Raymond	Gervais	1516717	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Gervais,%20Raymond,%201940-
Mahesh Yogi, Maharishi	 Mahesh	Varma	100268369	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Varma,%20Mahesh.
Friedman, Avi, 1952-....		Canada Mortgage and Housing Corporation	19588750	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada%20Mortgage%20and%20Housing%20Corporation.
Lange, Walter Henry.	 Walter Henry	Lange	52991393	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Lange,%20Walter%20Henry.
Mason, Robert Deward, 1919-....	 Robert Deward	Mason	85347307	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Mason,%20Robert%20Deward,%201919-
Rousos, Temoleon G.	 Temoleon G	Rousos	30842500	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Rousos,%20Temoleon%20G.
Seidenberg, Fran	 Fran	Seidenberg	104199910	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Seidenberg,%20Fran.
Laidler, David E. W., 1938-		Commission of the European Communities	108918401	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Commission%20of%20the%20European%20Communities.
Viet, Jean.		Council of the European Communities	17230773	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Council%20of%20the%20European%20Communities.
Sloan, William Alexander, 1942-	 William Alexander	Sloan	104853797	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Sloan,%20William%20Alexander,%201942-
Sampara, Paul	 Paul	Sampara	31157402	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Sampara,%20Paul.
Canadian Centre for Occupational Health and Safety.		Canadian Centre for Occupational Health and Safety		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canadian%20Centre%20for%20Occupational%20Health%20and%20Safety.
Alberta. Home Economics Branch.		Alberta Home Economics Branch		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Alberta.%20Home%20Economics%20Branch.
Kecinski, Maik		Alberta Alberta Agriculture	120969413	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Alberta.%20Alberta%20Agriculture.
Alberta. Home Economics Branch.		Alberta Home Economics Branch		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Alberta.%20Home%20Economics%20Branch.
IEEE Power Engineering Society.		IEEE Power Engineering Society		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22IEEE%20Power%20Engineering%20Society.
Cherubini, Luigi, 1760-1842.	 Luigi	Cherubini	88663809	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Cherubini,%20Luigi,%201760-1842.
Charles X, King of France, 1757-1836	 King of France	Charles X	96583780	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Charles%20X,%20King%20of%20France,%201757-1836.
Scriabin, Aleksandr Nikolayevich, 1872-1915	 Riccardo	Muti	71579242	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Muti,%20Riccardo.,
Mahler, Gustav, 1860-1911.	 England)	Philharmonia Chorus (London	61732497	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Philharmonia%20Chorus%20(London,%20England),
Grieg, Edvard, 1843-1907.	 England)	Philharmonia Orchestra (London	46946549	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Philharmonia%20Orchestra%20(London,%20England),
Franks, Julian R.	 Julian R	Franks	27127132	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Franks,%20Julian%20R.
Broyles, J. E.	 J E	Broyles	307202352	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Broyles,%20J.%20E.
Carleton, Willard T.	 Willard T	Carleton	45707453	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Carleton,%20Willard%20T.
Ross, R. R. (Robert Robertson), 1933-	 R R (Robert Robertson)	Ross	45619578	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Ross,%20R.%20R.%20(Robert%20Robertson),%201933-
Fabiano, Elizabeth	 Elizabeth	Fabiano	63013208	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Fabiano,%20Elizabeth.
Canada. Ministry of the Solicitor General. Programs Branch.		Canada Ministry of the Solicitor General Programs Branch		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Ministry%20of%20the%20Solicitor%20General.%20Programs %20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20%20Branch.
Clark, Joe, 1939-		Canada Dept of External Affairs	67724915	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Dept.%20of%20External%20Affairs.
Abe, Shintarō, 1924-	 Shintarō	Abe	6310866	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Abe,%20Shintarō,%201924-
Yu, Xintun		Japan Gaimushō	40855600	Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Japan.%20Gaimushō.
Brillon, Yves	 Yves	Brillon	46879652	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Brillon,%20Yves.
Brott, Alexander, 1915-2005	 Alexander	Brott	29716607	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Brott,%20Alexander,%201915-2005.
Charbonneau, Louis, 1932-	 Louis	Charbonneau	38912278	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Charbonneau,%20Louis,%201932-
Mahler, Gustav, 1860-1911.	 Maureen	Forrester	61732497	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Forrester,%20Maureen.
Orford String Quartet.		Orford String Quartet		Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Orford%20String%20Quartet.
Attwood, P. J.	 P J	Attwood	26003395	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Attwood,%20P.%20J.
Canada. Tariff Board.		Canada Tariff Board		Jurisdiction	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22Canada.%20Tariff%20Board.
Laufer, Heinz, 1933-....	 Heinz	Laufer	110784623	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Laufer,%20Heinz,%201933-
Van Dine, S. S., 1888-1939	 George F	MacDonald	14798238	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22MacDonald,%20George%20F.
Radin, Paul, 1883-1959		National Museum of Man (Canada)	9852369	Organization	http://www.viaf.org/viaf/search?query=local.corporateNames%20all%20%22National%20Museum%20of%20Man%20(Canada)
Deneuve, Catherine, 1943-....	 Pascal	Bonitzer	84033118	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Bonitzer,%20Pascal.
Laymon, Richard, 1947-2001	 Arnaud	Sales	39395847	Person	http://www.viaf.org/viaf/search?query=local.personalNames%20all%20%22Sales,%20Arnaud,%201942-
