Column 1	VIAF-ID	score	Column 2	Column 3	Column 4	LCID
Holzapfel, Wilhelm	39659018	1	Person		http://example.org/6752490#Agent700-32	
Holzapfel, Wilhelm	39659018	1	Person		http://example.org/6752254#Agent700-42	http://id.loc.gov/authorities/names/n95091394
Alessandria, V			Person		http://example.org/6752254#Agent700-43	
Fingeroth, James M	309830468	0.9473684210526315	Person		http://example.org/6797181#Agent700-46	http://id.loc.gov/authorities/names/n2014186943
Thomas, William B., 1959-	116732548	0.8620689655172413	Person		http://example.org/6797181#Agent700-47	http://id.loc.gov/authorities/names/n96802565
Light, Richard, 1951-	233447224	1	Person		http://example.org/6790447#Agent100-23	http://id.loc.gov/authorities/names/n2012014152
Cabeza, Luisa F., 1967-	78970011	1	Person		http://example.org/6809379#Agent700-33	http://id.loc.gov/authorities/names/no2009024438
Nastac, Laurentiu	31382147	1	Person		http://example.org/6855803#Agent700-29	http://id.loc.gov/authorities/names/n2004000486
Wu, Feng (Computer scientist)	308230695	1	Person		http://example.org/6677758#Agent100-15	http://id.loc.gov/authorities/names/n2014023124
Keengwe, Jared, 1973-	90445939	1	Person		http://example.org/6758366#Agent700-31	http://id.loc.gov/authorities/names/n2009038339
Maxfield, Marian B., 1979-	308756221	1	Person		http://example.org/6758366#Agent700-32	http://id.loc.gov/authorities/names/n2014032317
Wenger, Debora Halpern	262953957	1	Person		http://example.org/6698159#Agent100-18	http://id.loc.gov/authorities/names/n2007060873
Potter, Deborah (Deborah A.)	66230070	1	Person		http://example.org/6698159#Agent700-29	http://id.loc.gov/authorities/names/no2006086133
Babbie, Earl R	88185077	0.9333333333333333	Person		http://example.org/6814007#Agent100-16	http://id.loc.gov/authorities/names/n80005261
Wagner, William E. (William Edward)	33880996	1	Person		http://example.org/6814007#Agent700-28	http://id.loc.gov/authorities/names/n2006014794
Zaino, Jeanne	63508262	1	Person		http://example.org/6814007#Agent700-29	http://id.loc.gov/authorities/names/nb99138297
Kelley, Larry D., 1955-	68310512	0.8518518518518519	Person		http://example.org/6740947#Agent100-19	http://id.loc.gov/authorities/names/n2003100935
Jugenheimer, Donald W	40648208	0.9545454545454546	Person		http://example.org/6740947#Agent700-33	http://id.loc.gov/authorities/names/n79055683
Belch, George E. (George Edward), 1951-	80545386	1	Person		http://example.org/6698053#Agent100-16	http://id.loc.gov/authorities/names/n82162166
Belch, Michael A	45869769	0.9411764705882353	Person		http://example.org/6698053#Agent700-45	http://id.loc.gov/authorities/names/n88262205
Wharton, Chris (Lecturer in advertising and media)	307438563	1	Person		http://example.org/6785788#Agent100-20	http://id.loc.gov/authorities/names/nb2013020921
Wharton, Chris (Lecturer in advertising and media)	307438563	1	Person		http://example.org/6774010#Agent100-21	http://id.loc.gov/authorities/names/nb2013020921
Moriarty, Sandra E. (Sandra Ernst)	56761066	1	Person		http://example.org/6672305#Agent100-13	http://id.loc.gov/authorities/names/n85068294
Mitchell, Nancy, 1950- 	56067060	0.8461538461538461	Person		http://example.org/6672305#Agent700-28	http://id.loc.gov/authorities/names/n2007064777
Wells, William, 1926- 	110491764	0.84	Person		http://example.org/6672305#Agent700-29	http://id.loc.gov/authorities/names/n88056610
Hackley, Christopher E	15016550	0.9565217391304348	Person		http://example.org/6810957#Agent100-19	http://id.loc.gov/authorities/names/nb99041263
Hackley, Rungpaka Amy	317185817	1	Person		http://example.org/6810957#Agent700-37	
Arens, William F	50568919	0.9411764705882353	Person		http://example.org/6811030#Agent100-15	http://id.loc.gov/authorities/names/n82060757
Schaefer, David H	165461558	0.9444444444444444	Person		http://example.org/6811030#Agent700-26	http://id.loc.gov/authorities/names/n2005083453
Weigold, Michael F., 1958-	24042155	1	Person		http://example.org/6811030#Agent700-27	http://id.loc.gov/authorities/names/n2007000453
Aerospace Medical Association			Organization		http://example.org/6789236#Agent710-29	
Papacharissi, Zizi	583145858102423022185	1	Person		http://example.org/6803505#Agent100-18	http://id.loc.gov/authorities/names/n2009008805
Ehlert, Frederick J	309829530	0.95	Person		http://example.org/6786503#Agent100-19	http://id.loc.gov/authorities/names/n2014185768
Jenkins, Emily, 1967-	22431540	1	Person		http://example.org/6803081#Agent100-16	http://id.loc.gov/authorities/names/n96007908
Blackall, Sophie	70661289	1	Person		http://example.org/6803081#Agent700-33	http://id.loc.gov/authorities/names/n96078917
Griffin, Emory A	118100989	0.9411764705882353	Person		http://example.org/6698077#Agent100-17	http://id.loc.gov/authorities/names/n82055231
Ledbetter, Andrew	307432264	1	Person		http://example.org/6698077#Agent700-30	http://id.loc.gov/authorities/names/n2014017315
Sparks, Glenn Grayson	21171806	1	Person		http://example.org/6698077#Agent700-31	http://id.loc.gov/authorities/names/n86802825
Mazama, Ama, 1961-	68999017	1	Person		http://example.org/6775944#Agent100-17	http://id.loc.gov/authorities/names/n92028701
Musumunu, Garvey	313505667	1	Person		http://example.org/6775944#Agent700-29	http://id.loc.gov/authorities/names/no2015016590
Widawski, Maciej	54323197	0.9411764705882353	Person		http://example.org/6849262#Agent100-14	http://id.loc.gov/authorities/names/n93040216
Rovine, Victoria	12525426	1	Person		http://example.org/6785936#Agent100-37	http://id.loc.gov/authorities/names/nr98030405
Matambalya, Francis A. S. T	2641647	0.8888888888888888	Person		http://example.org/6710517#Agent700-34	http://id.loc.gov/authorities/names/nr97018991
Kallen, Stuart A., 1955-	269529259	0.8571428571428571	Person		http://example.org/6858985#Agent100-17	http://id.loc.gov/authorities/names/n91063432
Romero, Patricia W	271599588	1	Person		http://example.org/6808269#Agent100-19	http://id.loc.gov/authorities/names/n83160384
Konadu, Kwasi	24924956	1	Person		http://example.org/6665467#Agent100-18	http://id.loc.gov/authorities/names/n2004148137
Getz, Trevor R	316245	0.9333333333333333	Person		http://example.org/6665467#Agent700-35	http://id.loc.gov/authorities/names/n2003054120
Murphy, James T	65515709	0.9375	Person		http://example.org/6797106#Agent100-20	http://id.loc.gov/authorities/names/n2005024873
Carmody, Pádraig			Person		http://example.org/6797106#Agent700-35	
Jerven, Morten, 1978-	291315376	1	Person		http://example.org/6812249#Agent100-13	http://id.loc.gov/authorities/names/no2012144779
International African Institute			Organization		http://example.org/6812249#Agent710-27	http://id.loc.gov/authorities/names/n79118123
Royal African Society			Organization		http://example.org/6812249#Agent710-28	http://id.loc.gov/authorities/names/n82077912
World Peace Foundation			Organization		http://example.org/6812249#Agent710-29	http://id.loc.gov/authorities/names/n79074496
Strickrodt, Silke, 1970-	71564455	0.8571428571428571	Person		http://example.org/6813532#Agent100-23	http://id.loc.gov/authorities/names/nb99088832
Kissane, Bill	76650069	1	Person		http://example.org/6766174#Agent700-27	http://id.loc.gov/authorities/names/n2002110914
Nancy, Jean-Luc	103617048	1	Person		http://example.org/6773932#Agent100-20	
Jones, Michael K	73925143	0.9411764705882353	Person		http://example.org/6815395#Agent100-18	http://id.loc.gov/authorities/names/n90718977
Tamm, Marek	51000625	1	Person		http://example.org/6813536#Agent700-34	http://id.loc.gov/authorities/names/n98035871
"Colloque ""L'orientalisme et après? - Méditations, appropriations, contestations"" (2011 : Paris, France)"			Meeting		http://example.org/6795567#Agent111-30	http://id.loc.gov/authorities/names/no2011186495
Pouillon, François	32001680	1	Person		http://example.org/6795567#Agent700-53	http://id.loc.gov/authorities/names/n98024585
Vatin, Jean-Claude	76436944	0.9473684210526315	Person		http://example.org/6795567#Agent700-54	http://id.loc.gov/authorities/names/n50015908
Albert, David Z			Person		http://example.org/6808085#Agent100-32	http://id.loc.gov/authorities/names/n92089213
Snowden, Edward J., 1983-	307157574	1	Person		http://example.org/6810958#Agent600-31	http://id.loc.gov/authorities/names/no2013111241
Goldfarb, Ronald L	111035427	0.9473684210526315	Person		http://example.org/6810958#Agent700-35	http://id.loc.gov/authorities/names/n50034582
Beatty, Andrew	9918637	1	Person		http://example.org/6849296#Agent100-14	http://id.loc.gov/authorities/names/n91082429
Scribner, Charity	163864214	0.9444444444444444	Person		http://example.org/6803172#Agent100-19	http://id.loc.gov/authorities/names/n2003096619
Rote Armee Fraktion			Organization		http://example.org/6803172#Agent610-29	http://id.loc.gov/authorities/names/n2008030542
Rote Armee Fraktion			Organization		http://example.org/6803172#Agent610-30	http://id.loc.gov/authorities/names/n2008030542
Rote Armee Fraktion			Organization		http://example.org/6803172#Agent610-31	http://id.loc.gov/authorities/names/n2008030542
Orsini, Francesca	17471161	0.9444444444444444	Person		http://example.org/6799297#Agent100-16	http://id.loc.gov/authorities/names/nb99160057
Sayyid dynasty, 1414-1451	316578150	1	Family		http://example.org/6799297#Agent600-29	
Sheikh, Samira, 1971-	46728034	0.84	Person		http://example.org/6799297#Agent700-31	http://id.loc.gov/authorities/names/nr2007002836
Metcalf, Ben	26221546	1	Person		http://example.org/6808234#Agent100-17	http://id.loc.gov/authorities/names/n90635453
Field, Corinne T., 1965-	310631438	1	Person		http://example.org/6812251#Agent700-39	http://id.loc.gov/authorities/names/no2014117106
Syrett, Nicholas L	11782490	0.9473684210526315	Person		http://example.org/6812251#Agent700-40	http://id.loc.gov/authorities/names/n2008058289
O'Brien, Robert M	45634129	0.9444444444444444	Person		http://example.org/6677716#Agent100-15	http://id.loc.gov/authorities/names/n81145181
Alfaro, D. Virgil, III	164484627	1	Person		http://example.org/6790519#Agent700-31	http://id.loc.gov/authorities/names/n98801585
Jablon, Eric P	305940118	0.9333333333333333	Person		http://example.org/6790519#Agent700-32	http://id.loc.gov/authorities/names/n2014180223
Kerrison, John B			Person		http://example.org/6790519#Agent700-33	http://id.loc.gov/authorities/names/n97802244
Sharpe, Kenneth A	305940119	0.9444444444444444	Person		http://example.org/6790519#Agent700-34	http://id.loc.gov/authorities/names/n2014180225
Rodriguez-Fontal, Monica	307434130	0.96	Person		http://example.org/6790519#Agent700-35	http://id.loc.gov/authorities/names/n2014180226
Moody, Harry R	46923011	0.9333333333333333	Person		http://example.org/6742782#Agent100-17	http://id.loc.gov/authorities/names/n85202908
Sasser, Jennifer R	180821748	0.9473684210526315	Person		http://example.org/6742782#Agent700-31	http://id.loc.gov/authorities/names/n2011064811
Bal, P. Matthijs			Person		http://example.org/6675221#Agent700-20	
Kooij, Dorien T.A.M			Person		http://example.org/6675221#Agent700-21	
Rousseau, Denise M	32327400	0.9473684210526315	Person		http://example.org/6675221#Agent700-22	http://id.loc.gov/authorities/names/n79052180
Mayes, Linda C	330696	0.9333333333333333	Person		http://example.org/6799915#Agent700-30	http://id.loc.gov/authorities/names/n00096270
Lassonde, Stephen	5219483	1	Person		http://example.org/6799915#Agent700-31	http://id.loc.gov/authorities/names/no2005061320
Weinstein, Deborah, 1971-	665145857988123021564	0.96	Person		http://example.org/6799915#Agent700-32	http://id.loc.gov/authorities/names/no2012094510
Kozma, Liat	56307992	1	Person		http://example.org/6802872#Agent700-37	http://id.loc.gov/authorities/names/no2003094261
Schayegh, Cyrus	7080581	1	Person		http://example.org/6802872#Agent700-38	http://id.loc.gov/authorities/names/no2003060262
Wishnitzer, Avner, 1976-	160542025	0.8571428571428571	Person		http://example.org/6802872#Agent700-39	http://id.loc.gov/authorities/names/no2014132598
Sears, Alan, 1956-	48491100	1	Person		http://example.org/6754347#Agent100-18	http://id.loc.gov/authorities/names/n96036004
Cairns, James Irvine, 1979-	106746751	1	Person		http://example.org/6754347#Agent700-31	http://id.loc.gov/authorities/names/no2010094313
Janis, Ely M	317090592	0.9230769230769231	Person		http://example.org/6694254#Agent100-17	http://id.loc.gov/authorities/names/no2014045595
Land League (Ireland)			Organization		http://example.org/6694254#Agent610-28	http://id.loc.gov/authorities/names/n82104225
Herren, Ray V	12537222	0.9285714285714286	Person		http://example.org/6774378#Agent100-12	http://id.loc.gov/authorities/names/n90681133
Krishna, K. R. (Kowligi R.)	24828887	1	Person		http://example.org/6812787#Agent100-14	http://id.loc.gov/authorities/names/n2002013302
Etingoff, Kim	75722302	0.9285714285714286	Person		http://example.org/6677806#Agent700-27	http://id.loc.gov/authorities/names/n2005036259
Lewis, C. S. (Clive Staples), 1898-1963	22144877	0.9487179487179487	Person		http://example.org/6815287#Agent100-13	
Mantel, Hilary	44415775	1	Person		http://example.org/6815287#Agent700-25	
Wang, Kan, 1957-	23826658	1	Person		http://example.org/6735477#Agent700-45	http://id.loc.gov/authorities/names/n94039500
Benkeblia, Noureddine	587145601963701321488	1	Person		http://example.org/6786252#Agent700-28	http://id.loc.gov/authorities/names/no2010201010
McGormley, Robert W	169456122	0.95	Person		http://example.org/6849542#Agent100-15	http://id.loc.gov/authorities/names/no2011041927
National Research Council (U.S.). Transportation Research Board			Organization		http://example.org/6849542#Agent710-32	http://id.loc.gov/authorities/names/n79054571
Airport Cooperative Research Program			Organization		http://example.org/6849542#Agent710-33	http://id.loc.gov/authorities/names/no2007008375
United States. Federal Aviation Administration			Jurisdiction		http://example.org/6849542#Agent710-34	http://id.loc.gov/authorities/names/n79034443
Exstare Federal Services Group			Organization		http://example.org/6849545#Agent710-31	
Rosales Law Partners			Organization		http://example.org/6849545#Agent710-32	
WHP Research, Inc			Organization		http://example.org/6849545#Agent710-33	http://id.loc.gov/authorities/names/no2015021240
National Research Council (U.S.). Transportation Research Board			Organization		http://example.org/6849545#Agent710-34	http://id.loc.gov/authorities/names/n79054571
Airport Cooperative Research Program			Organization		http://example.org/6849545#Agent710-35	http://id.loc.gov/authorities/names/no2007008375
United States. Federal Aviation Administration			Jurisdiction		http://example.org/6849545#Agent710-36	http://id.loc.gov/authorities/names/n79034443
Snieder, Roel	74081249	1	Person		http://example.org/6849269#Agent100-14	http://id.loc.gov/authorities/names/n88249175
van Wijk, Kasper	1357145857144722922987	0.9375	Person		http://example.org/6849269#Agent700-28	http://id.loc.gov/authorities/names/n2015001995
Landau, David P	48094706	0.8666666666666667	Person		http://example.org/6809304#Agent100-16	http://id.loc.gov/authorities/names/n84006060
Binder, K. (Kurt), 1944-	17301594	1	Person		http://example.org/6809304#Agent700-30	http://id.loc.gov/authorities/names/n83197356
Thucydides	95161463	1	Person		http://example.org/6815260#Agent600-26	http://id.loc.gov/authorities/names/n79021175
Lee, Christine M	309842435	0.9411764705882353	Person		http://example.org/6815260#Agent700-28	http://id.loc.gov/authorities/names/no2014084996
Morley, Neville	115294539	1	Person		http://example.org/6815260#Agent700-29	
Okuda, Mark	310711476	1	Person		http://example.org/6811285#Agent100-20	http://id.loc.gov/authorities/names/n2014058549
Stephenson, Frank H	310711483	0.95	Person		http://example.org/6811285#Agent700-33	http://id.loc.gov/authorities/names/n2014058556
Irvine, William Braxton, 1952-	64290769	0.9090909090909091	Person		http://example.org/6802257#Agent100-20	http://id.loc.gov/authorities/names/n88603166
