PerformerNum,CompositionNum,RecitalNum,PerformanceNum,PerformanceIndex,PerformanceRole,PerformanceLabel,InstrumentURL,RCode,RecitalType,RecitalName,DateRecorded,Location,CompositionTitle,ComposerName,ComposerNum,ComposerURL,ComposerVerified,PerformerName
P525,14736,371,376,5,conductor,conductor,,dm,MMus recital,"MMus Recital, Brent Violini Pierce, composition",1994-04-09,Convocation Hall,"Songs of innocence, for mixed chorus","Pierce, Brent Violini",12502,,Prog. 9 Apr 1994,"Pfeifer, Evelyn"
M216,1711,749,751,2,clarinet,clarinet,,f,Faculty recital,Faculty & Friends,2002-11-22,Convocation Hall,"Bucolique variée, trio for oboe, clarinet and bassoon","Pierne, Paul, 1874-1952",,http://www.musicbrainz.org/artist/481c2fec-5feb-4f8e-b232-9368d6be4668,Gate,"Mahon, John"
J32,14850,594,596,2,bass viol,bass viol,,ecm,Collegium Musicum,Collegium Musicum,1988-03-18,Convocation Hall,"Songs or ayres.  Rest, sweet nymphs","Pilkington, Francis, d. 1638",12531,,Gate,"Jamieson, Tom"
K628,14850,594,596,2,"director, mixed consorts","director, mixed consorts",,ecm,Collegium Musicum,Collegium Musicum,1988-03-18,Convocation Hall,"Songs or ayres.  Rest, sweet nymphs","Pilkington, Francis, d. 1638",12531,,Gate,"Klakowich, Robert"
T167,14850,594,596,2,soprano,saprano,,ecm,Collegium Musicum,Collegium Musicum,1988-03-18,Convocation Hall,"Songs or ayres.  Rest, sweet nymphs","Pilkington, Francis, d. 1638",12531,,Gate,"Tanner, Merrill"
O49,365,501,511,10,conductor,conductor,,ecc,Concert Choir,Concert Choir,1991-04-05,Convocation Hall,[When God arose]  Ester cantata,"Pinkham, Daniel",,http://www.musicbrainz.org/artist/9a733ada-fe88-44b9-912d-9d834eecb4e9,Gate,"Ollikkala, Debra"
A969,2528,581,600,19,"trombone, choir II",trombone,,ecc,Concert Choir,Concert Choir,1987-12-04,All Saints' Anglican Cathedral,"Christmas cantata, for mixed chorus and double brass choir","Pinkham, Daniel",,http://www.musicbrainz.org/artist/9a733ada-fe88-44b9-912d-9d834eecb4e9,Gate,"Axler, Auby"
B837,2528,581,600,19,"trombone, choir II",trombone,,ecc,Concert Choir,Concert Choir,1987-12-04,All Saints' Anglican Cathedral,"Christmas cantata, for mixed chorus and double brass choir","Pinkham, Daniel",,http://www.musicbrainz.org/artist/9a733ada-fe88-44b9-912d-9d834eecb4e9,Gate,"Brenan, Craig"
G481,2528,581,600,19,"trumpet, choir I","trumpet, choir",,ecc,Concert Choir,Concert Choir,1987-12-04,All Saints' Anglican Cathedral,"Christmas cantata, for mixed chorus and double brass choir","Pinkham, Daniel",,http://www.musicbrainz.org/artist/9a733ada-fe88-44b9-912d-9d834eecb4e9,Gate,"Gilliland, Allan"
J427,2528,581,600,19,"tuba, choir II","tuba, choir II",,ecc,Concert Choir,Concert Choir,1987-12-04,All Saints' Anglican Cathedral,"Christmas cantata, for mixed chorus and double brass choir","Pinkham, Daniel",,http://www.musicbrainz.org/artist/9a733ada-fe88-44b9-912d-9d834eecb4e9,Gate,"Jean, Krista"
K94,2528,581,600,19,"trombone, choir I",trombone,,ecc,Concert Choir,Concert Choir,1987-12-04,All Saints' Anglican Cathedral,"Christmas cantata, for mixed chorus and double brass choir","Pinkham, Daniel",,http://www.musicbrainz.org/artist/9a733ada-fe88-44b9-912d-9d834eecb4e9,Gate,"Kryvenchuk, Michael"
P332,2528,581,600,19,"trumpet, choir I","trumpet, choir",,ecc,Concert Choir,Concert Choir,1987-12-04,All Saints' Anglican Cathedral,"Christmas cantata, for mixed chorus and double brass choir","Pinkham, Daniel",,http://www.musicbrainz.org/artist/9a733ada-fe88-44b9-912d-9d834eecb4e9,Gate,"Paulson, Duane"
P964,2528,581,600,19,"trumpet, choir II","trumpet, choir",,ecc,Concert Choir,Concert Choir,1987-12-04,All Saints' Anglican Cathedral,"Christmas cantata, for mixed chorus and double brass choir","Pinkham, Daniel",,http://www.musicbrainz.org/artist/9a733ada-fe88-44b9-912d-9d834eecb4e9,Gate,"Prokopiw, Wayne"
R238,2528,581,600,19,conductor,conductor,,ecc,Concert Choir,Concert Choir,1987-12-04,All Saints' Anglican Cathedral,"Christmas cantata, for mixed chorus and double brass choir","Pinkham, Daniel",,http://www.musicbrainz.org/artist/9a733ada-fe88-44b9-912d-9d834eecb4e9,Gate,"Ratzlaff, Leonard"
R372,2528,581,600,19,"trombone, choir I",trombone,,ecc,Concert Choir,Concert Choir,1987-12-04,All Saints' Anglican Cathedral,"Christmas cantata, for mixed chorus and double brass choir","Pinkham, Daniel",,http://www.musicbrainz.org/artist/9a733ada-fe88-44b9-912d-9d834eecb4e9,Gate,"Reinholdt, Linda"
R8263,2528,581,600,19,"trumpet, choir II","trumpet, choir",,ecc,Concert Choir,Concert Choir,1987-12-04,All Saints' Anglican Cathedral,"Christmas cantata, for mixed chorus and double brass choir","Pinkham, Daniel",,http://www.musicbrainz.org/artist/9a733ada-fe88-44b9-912d-9d834eecb4e9,Gate,"Ross, Tina"
R238,8143,448,450,2,conductor,conductor,,ems,Madrigal Singers,Madrigal Singers &  Academy of Strings,1993-03-14,Convocation Hall,"Lenten poems by Richard Crashaw, for mixed chorus, string orchestra and handbells","Pinkham, Daniel",,http://www.musicbrainz.org/artist/9a733ada-fe88-44b9-912d-9d834eecb4e9,Gate,"Ratzlaff, Leonard"
P615,17104,599,602,3,conductor,conductor,,esw,Symphonic Wind Ensemble,Symphonic Wind Ensemble,1988-11-29,Convocation Hall,"Tunbridge fair, for band","Piston, Walter, 1894-1976",,http://www.musicbrainz.org/artist/6fcbb430-0dc4-4d72-a9e8-02a2c5400a74,Gate,"Pier, Fordyce"
S915,17104,801,804,3,conductor,conductor,,esw,Symphonic Wind Ensemble,Symphonic Wind Ensemble,2003-11-26,Convocation Hall,"Tunbridge fair, for band","Piston, Walter, 1894-1976",,http://www.musicbrainz.org/artist/6fcbb430-0dc4-4d72-a9e8-02a2c5400a74,Gate,"Street, William H."
S915,17104,411,418,7,conductor,conductor,,ecb,Concert Band,Concert Band,1992-04-05,Convocation Hall,"Tunbridge fair, for band","Piston, Walter, 1894-1976",,http://www.musicbrainz.org/artist/6fcbb430-0dc4-4d72-a9e8-02a2c5400a74,Gate,"Street, William H."
C136,3554,858,861,3,conductor,conductor,,ecc,Concert Choir,Concert Choir,2003-11-28,Convocation Hall,"De profundis, for mixed chorus","Pitoni, G.O., 1657-1743",12565,,ILINK,"Cairns, Debra"
R238,9443,797,801,4,conductor,conductor,,ems,Madrigal Singers,Madrigal Singers,2002-11-23,Convocation Hall,Messa di requiem,"Pizzetti, Ildebrando, 1880-1968",,http://www.musicbrainz.org/artist/0ea32d88-f302-44e6-bd75-d73e4ad135a1,Gate,"Ratzlaff, Leonard"
W6472,893,555,558,3,narrator,narrator,,f,Faculty recital,Encounters II,1988-11-20,Convocation Hall,"Animal ditties  No. 2 , narrator, trumpet and piano","Plog, Anthony, 1947-",12569,,Gate,"Wiens, Harold"
Y51,3124,394,395,1,clarinet,clarinet,,dm,MMus recital,"MMus Recital, Jei Yin, clarinet",1992-03-24,Convocation Hall,"Concertos, clarinet and orchestra.  No. 2 / arranged for clarinet and piano","Pokorny, Franz Xaver, 1729-1794",12576,,Gate,"Yin, Jei"
S769,6698,153,160,7,clarinet,clarinet,,v,Visiting artist recital,"Visiting Artist, Robert Spring, clarinet",1999-01-30,Convocation Hall,IlConvegno divertimento per due clarinetti,"Ponchielli, Amilcare, 1834-1886",,http://www.musicbrainz.org/artist/d8c01b12-f5bc-4365-848f-878c445cefe8,Gate,"Spring, Robert"
S885,6698,153,160,7,clarinet,clarinet,,v,Visiting artist recital,"Visiting Artist, Robert Spring, clarinet",1999-01-30,Convocation Hall,IlConvegno divertimento per due clarinetti,"Ponchielli, Amilcare, 1834-1886",,http://www.musicbrainz.org/artist/d8c01b12-f5bc-4365-848f-878c445cefe8,Gate,"Storochuk, Allison M."
S896,2690,1083,1087,4,electronics,electronics,,f,Faculty recital,Music at Convocation Hall,2008-02-29,Convocation Hall,"Concertino, for saxophone and tape","Pongrácz, Zoltán, 1912-2007",,http://www.musicbrainz.org/artist/5b8e3e0a-915e-49bf-bfb8-2fa95074ae3f,LCAUTH,"Strain, Patrick"
A887,17233,1041,1044,3,conductor,conductor,,eas,Academy Strings,Academy Strings,2008-10-05,Convocation Hall,"Ungarische Rhapsodie, op. 68, for cello and orchestra","Popper, David, 1843-1913",,http://www.musicbrainz.org/artist/cbb10897-db54-4ee1-8faa-47cb4a3d920f,Gate,"Au, Aaron"
D974,1444,643,664,21,conductor,conductor,,esb,Stage Band,"Jazz Band, Salute to the Bands",1998-03-02,Convocation Hall,Begin the beguine / arranged by Jerry Gray,"Porter, Cole, 1891-1964",,http://www.musicbrainz.org/artist/4a94a6cb-e70a-418b-bb53-a37897b950ce,Gate,"Dust, Tom"
D974,1446,642,652,10,conductor,conductor,,esb,Stage Band,"Jazz Bands, Salute to the Bands",1997-03-03,Convocation Hall,Begin the beguine / arranged  by Jerry Gray,"Porter, Cole, 1891-1964",,http://www.musicbrainz.org/artist/4a94a6cb-e70a-418b-bb53-a37897b950ce,Gate,"Dust, Tom"
P371,623,755,765,10,soprano,saprano,,dm,MMus recital,"MMus Recital, Casey Peden, soprano",2002-05-10,Convocation Hall,"Air chantés, for voice and piano","Poulenc, Francis, 1899-1963",,http://www.musicbrainz.org/artist/5e1ef22b-310a-46ad-885b-4897b8c9c85a,Gate,"Peden, Casey"
S531,625,133,146,13,mezzo-soprano,mezzo-soprano,,dm,MMus recital,"MMus Recital, Maura Sharkey, soprano",1998-10-24,Convocation Hall,Air chantés. Air champêtre,"Poulenc, Francis, 1899-1963",,http://www.musicbrainz.org/artist/5e1ef22b-310a-46ad-885b-4897b8c9c85a,Gate,"Sharkey, Maura"
L885,628,502,508,6,soprano,saprano,,dm,MMus recital,"MMus Recital, Kathleen Lotz, soprano",1990-04-28,Convocation Hall,"Airs chantés, voice and piano.  Polyglot","Poulenc, Francis, 1899-1963",,http://www.musicbrainz.org/artist/5e1ef22b-310a-46ad-885b-4897b8c9c85a,Gate,"Lotz, Kathleen"
W642,2267,235,240,5,conductor,conductor,,dm,MMus recital,"MMus Recital, John Wiebe, choral conductor",1999-11-07,Convocation Hall,"Chansons, mixed voices (1936).  No. 1, La blanche neige","Poulenc, Francis, 1899-1963",,http://www.musicbrainz.org/artist/5e1ef22b-310a-46ad-885b-4897b8c9c85a,Gate,"Wiebe, John"
W642,2269,235,241,6,conductor,conductor,,dm,MMus recital,"MMus Recital, John Wiebe, choral conductor",1999-11-07,Convocation Hall,"Chansons, mixed voices (1936).  No. 2, A peine défigurée","Poulenc, Francis, 1899-1963",,http://www.musicbrainz.org/artist/5e1ef22b-310a-46ad-885b-4897b8c9c85a,Gate,"Wiebe, John"
W642,2271,235,242,7,conductor,conductor,,dm,MMus recital,"MMus Recital, John Wiebe, choral conductor",1999-11-07,Convocation Hall,"Chansons, mixed voices (1936).  No. 5, Belle et ressemblante","Poulenc, Francis, 1899-1963",,http://www.musicbrainz.org/artist/5e1ef22b-310a-46ad-885b-4897b8c9c85a,Gate,"Wiebe, John"
W642,2273,235,243,8,conductor,conductor,,dm,MMus recital,"MMus Recital, John Wiebe, choral conductor",1999-11-07,Convocation Hall,"Chansons, mixed voices (1936).  No. 6, Marie","Poulenc, Francis, 1899-1963",,http://www.musicbrainz.org/artist/5e1ef22b-310a-46ad-885b-4897b8c9c85a,Gate,"Wiebe, John"
S5286,2329,30,38,8,conductor,conductor,,dm,MMus recital,"MMus Recital, Tim Shantz, choral conductor",1998-01-19,Convocation Hall,Chansons françaises.  Ah! mon beau laboureur,"Poulenc, Francis, 1899-1963",,http://www.musicbrainz.org/artist/5e1ef22b-310a-46ad-885b-4897b8c9c85a,Gate,"Shantz, Tim"
S5286,2330,30,36,6,conductor,conductor,,dm,MMus recital,"MMus Recital, Tim Shantz, choral conductor",1998-01-19,Convocation Hall,Chansons françaises.  C'est la petit' fill' du prince,"Poulenc, Francis, 1899-1963",,http://www.musicbrainz.org/artist/5e1ef22b-310a-46ad-885b-4897b8c9c85a,Gate,"Shantz, Tim"
S5286,2331,30,39,9,conductor,conductor,,dm,MMus recital,"MMus Recital, Tim Shantz, choral conductor",1998-01-19,Convocation Hall,Chansons françaises.  Les tisserands,"Poulenc, Francis, 1899-1963",,http://www.musicbrainz.org/artist/5e1ef22b-310a-46ad-885b-4897b8c9c85a,Gate,"Shantz, Tim"
K951,2332,30,35,5,soprano,saprano,,dm,MMus recital,"MMus Recital, Tim Shantz, choral conductor",1998-01-19,Convocation Hall,Chansons françaises.  Margoton va t'a l'iau,"Poulenc, Francis, 1899-1963",,http://www.musicbrainz.org/artist/5e1ef22b-310a-46ad-885b-4897b8c9c85a,Gate,"Kubash, Catherine"
S5286,2332,30,35,5,conductor,conductor,,dm,MMus recital,"MMus Recital, Tim Shantz, choral conductor",1998-01-19,Convocation Hall,Chansons françaises.  Margoton va t'a l'iau,"Poulenc, Francis, 1899-1963",,http://www.musicbrainz.org/artist/5e1ef22b-310a-46ad-885b-4897b8c9c85a,Gate,"Shantz, Tim"
S5286,2334,30,37,7,conductor,conductor,,dm,MMus recital,"MMus Recital, Tim Shantz, choral conductor",1998-01-19,Convocation Hall,Chansons françaises.  Pilons l'orge,"Poulenc, Francis, 1899-1963",,http://www.musicbrainz.org/artist/5e1ef22b-310a-46ad-885b-4897b8c9c85a,Gate,"Shantz, Tim"
C669,2335,266,274,8,baritone,baritone,,dm,MMus recital,"MMus Recital, Michael Coderre, baritone",1994-02-17,Convocation Hall,"Chansons gaillardes, for voice and piano","Poulenc, Francis, 1899-1963",,http://www.musicbrainz.org/artist/5e1ef22b-310a-46ad-885b-4897b8c9c85a,Gate,"Coderre, Michael"
P963,2780,734,737,3,conductor,conductor,,o,Other,Academy Strings and Orchestral Winds,2003-03-16,Convocation Hall,"Concerto, for organ, string orchestra and timpani, G minor","Poulenc, Francis, 1899-1963",,http://www.musicbrainz.org/artist/5e1ef22b-310a-46ad-885b-4897b8c9c85a,Gate,"Prochazka, Tanya"
P963,2784,680,682,2,conductor,conductor,,eas,Academy Strings,Academy Strings,2001-03-11,Convocation Hall,"Concerto, for organ and string orchestra, G minor","Poulenc, Francis, 1899-1963",,http://www.musicbrainz.org/artist/5e1ef22b-310a-46ad-885b-4897b8c9c85a,Gate,"Prochazka, Tanya"
N428,2872,330,333,3,conductor,conductor,,eas,Academy Strings,Academy Strings,1995-11-04,All Saints' Anglican Cathedral,"Concerto, organ and string orchestra and timpani, G minor","Poulenc, Francis, 1899-1963",,http://www.musicbrainz.org/artist/5e1ef22b-310a-46ad-885b-4897b8c9c85a,Gate,"Nelson, Norman"
P963,3075,728,730,2,conductor,conductor,,eas,Academy Strings,Academy Strings,2001-03-11,Convocation Hall,"Concerto for organ, string orchestra and timpani, G minor","Poulenc, Francis, 1899-1963",,http://www.musicbrainz.org/artist/5e1ef22b-310a-46ad-885b-4897b8c9c85a,Gate,"Prochazka, Tanya"
R523,3307,247,251,4,soprano,saprano,,v,Visiting artist recital,Music at Convocation Hall,2000-01-28,Convocation Hall,"Courte paille, for voice and piano","Poulenc, Francis, 1899-1963",,http://www.musicbrainz.org/artist/5e1ef22b-310a-46ad-885b-4897b8c9c85a,Gate,"Richardson, Judith"
T167,3307,634,641,7,soprano,saprano,,dm,MMus recital,"MMus Recital, Merrill Tanner, soprano",1989-10-01,Convocation Hall,"Courte paille, for voice and piano","Poulenc, Francis, 1899-1963",,http://www.musicbrainz.org/artist/5e1ef22b-310a-46ad-885b-4897b8c9c85a,Gate,"Tanner, Merrill"
R238,4877,507,510,3,conductor,conductor,,ems,Madrigal Singers,Madrigal Singers,1991-04-14,Convocation Hall,"Exultate Deo, mixed chorus","Poulenc, Francis, 1899-1963",,http://www.musicbrainz.org/artist/5e1ef22b-310a-46ad-885b-4897b8c9c85a,Gate,"Ratzlaff, Leonard"
N4792,5186,376,378,2,soprano,saprano,,dd,DMus recital,"DMus Chamber Recital, Esther Chu, piano",1995-04-21,Convocation Hall,"Fiançailles pour rire, for voice and piano","Poulenc, Francis, 1899-1963",,http://www.musicbrainz.org/artist/5e1ef22b-310a-46ad-885b-4897b8c9c85a,Gate,"Neudorf, Kathleen"
N4792,5186,373,381,8,soprano,saprano,,dm,MMus recital,"MMus Recital, Kathleen Neudorf, soprano",1994-04-17,Convocation Hall,"Fiançailles pour rire, for voice and piano","Poulenc, Francis, 1899-1963",,http://www.musicbrainz.org/artist/5e1ef22b-310a-46ad-885b-4897b8c9c85a,Gate,"Neudorf, Kathleen"
T665,5186,396,407,11,soprano,saprano,,dm,MMus recital,"MMus Recital, Janet Tonin, soprano",1992-02-08,Convocation Hall,"Fiançailles pour rire, for voice and piano","Poulenc, Francis, 1899-1963",,http://www.musicbrainz.org/artist/5e1ef22b-310a-46ad-885b-4897b8c9c85a,Gate,"Tonin, Janet"
F735,5878,765,771,6,conductor,conductor,,o,Other,Fireworks,2002-04-07,Francis Winspear Centre for Music,"Gloria, for mixed chorus and orchestra.  Domine Deus","Poulenc, Francis, 1899-1963",,http://www.musicbrainz.org/artist/5e1ef22b-310a-46ad-885b-4897b8c9c85a,Gate,"Forsyth, Malcolm"
K951,5878,765,771,6,soprano,saprano,,o,Other,Fireworks,2002-04-07,Francis Winspear Centre for Music,"Gloria, for mixed chorus and orchestra.  Domine Deus","Poulenc, Francis, 1899-1963",,http://www.musicbrainz.org/artist/5e1ef22b-310a-46ad-885b-4897b8c9c85a,Gate,"Kubash, Catherine"
F2962,5883,765,773,8,soprano,saprano,,o,Other,Fireworks,2002-04-07,Francis Winspear Centre for Music,"Gloria, for mixed chorus and orchestra.  Domine Deus, Agnus Dei","Poulenc, Francis, 1899-1963",,http://www.musicbrainz.org/artist/5e1ef22b-310a-46ad-885b-4897b8c9c85a,Gate,"Fehr, Tracy"
F735,5883,765,773,8,conductor,conductor,,o,Other,Fireworks,2002-04-07,Francis Winspear Centre for Music,"Gloria, for mixed chorus and orchestra.  Domine Deus, Agnus Dei","Poulenc, Francis, 1899-1963",,http://www.musicbrainz.org/artist/5e1ef22b-310a-46ad-885b-4897b8c9c85a,Gate,"Forsyth, Malcolm"
F735,5888,765,772,7,conductor,conductor,,o,Other,Fireworks,2002-04-07,Francis Winspear Centre for Music,"Gloria, for mixed chorus and orchestra.  Domine Fili unigenite","Poulenc, Francis, 1899-1963",,http://www.musicbrainz.org/artist/5e1ef22b-310a-46ad-885b-4897b8c9c85a,Gate,"Forsyth, Malcolm"
F735,5892,765,769,4,conductor,conductor,,o,Other,Fireworks,2002-04-07,Francis Winspear Centre for Music,"Gloria, for mixed chorus and orchestra.  Gloria","Poulenc, Francis, 1899-1963",,http://www.musicbrainz.org/artist/5e1ef22b-310a-46ad-885b-4897b8c9c85a,Gate,"Forsyth, Malcolm"
F735,5896,765,770,5,conductor,conductor,,o,Other,Fireworks,2002-04-07,Francis Winspear Centre for Music,"Gloria, for mixed chorus and orchestra.  Laudamus te","Poulenc, Francis, 1899-1963",,http://www.musicbrainz.org/artist/5e1ef22b-310a-46ad-885b-4897b8c9c85a,Gate,"Forsyth, Malcolm"
S5798,5900,765,774,9,soprano,saprano,,o,Other,Fireworks,2002-04-07,Francis Winspear Centre for Music,"Gloria, for mixed chorus and orchestra.  Qui sedes ad dexteram Patris","Poulenc, Francis, 1899-1963",,http://www.musicbrainz.org/artist/5e1ef22b-310a-46ad-885b-4897b8c9c85a,Gate,"Sikora, Lindsey"
S531,8153,133,147,14,mezzo-soprano,mezzo-soprano,,dm,MMus recital,"MMus Recital, Maura Sharkey, soprano",1998-10-24,Convocation Hall,Léocadia. Les chemins de l'amour,"Poulenc, Francis, 1899-1963",,http://www.musicbrainz.org/artist/5e1ef22b-310a-46ad-885b-4897b8c9c85a,Gate,"Sharkey, Maura"
R238,9841,580,592,12,conductor,conductor,,ems,Madrigal Singers,"Madrigal Singers, Concert of Music for Christmas",1987-12-06,Robertson-Wesley United Church,"Motetes pour le temps de Noël, for mixed chours.  No. 4, Hodie Christus natus est","Poulenc, Francis, 1899-1963",,http://www.musicbrainz.org/artist/5e1ef22b-310a-46ad-885b-4897b8c9c85a,Gate,"Ratzlaff, Leonard"
R238,9916,232,234,2,conductor,conductor,,ems,Madrigal Singers,Madrigal Singers,1999-11-19,West End Christian Reformed Church,Motets pour le temps de noël,"Poulenc, Francis, 1899-1963",,http://www.musicbrainz.org/artist/5e1ef22b-310a-46ad-885b-4897b8c9c85a,Gate,"Ratzlaff, Leonard"
R238,9918,580,591,11,conductor,conductor,,ems,Madrigal Singers,"Madrigal Singers, Concert of Music for Christmas",1987-12-06,Robertson-Wesley United Church,"Motets pour le temps de Noël, for mixed voices.  No. 3, Videntes stellam","Poulenc, Francis, 1899-1963",,http://www.musicbrainz.org/artist/5e1ef22b-310a-46ad-885b-4897b8c9c85a,Gate,"Ratzlaff, Leonard"
V218,9920,937,941,4,conductor,conductor,,dm,MMus recital,"MMus Recital, Jordan van Biert, conductor",2006-11-26,St. Timothy's Anglican Church,"Motets pour le temps de Noël, for mixed voices.  No. 4, Hodie Christus natus est","Poulenc, Francis, 1899-1963",,http://www.musicbrainz.org/artist/5e1ef22b-310a-46ad-885b-4897b8c9c85a,Gate,"vanBiert, Jordan"
M9778,9922,375,379,4,conductor,conductor,,dm,MMus recital,"MMus Recital, Joy-Anne Murphy, choral conductor",1995-04-03,Convocation Hall,Motets pour un temps de pénitence,"Poulenc, Francis, 1899-1963",,http://www.musicbrainz.org/artist/5e1ef22b-310a-46ad-885b-4897b8c9c85a,Gate,"Murphy, Joy-Anne"
