PerformerNum,CompositionNum,RecitalNum,PerformanceNum,PerformanceIndex,PerformanceRole,PerformanceLabel,InstrumentURL,RCode,RecitalType,RecitalName,DateRecorded,Location,CompositionTitle,ComposerName,ComposerNum,ComposerURL,ComposerVerified,PerformerName
O49,9908,527,533,6,conductor,conductor,,o,Other,Concert Choir & Madrigal Singers,1990-12-02,Convocation Hall,"Motets.  Regina coeli, for voices (4)","Palestrina, Giovanni Pierluigi da, 1525?-1594",,http://www.musicbrainz.org/artist/4daeb526-6c4c-4f77-bdf5-4a0fcb714bfe,Gate,"Ollikkala, Debra"
N421,9912,788,790,2,conductor,conductor,,dm,MMus recital,"MMus Recital, Karen Nell, conductor",2003-11-02,Convocation Hall,Motets (1581).  Sicut cervus,"Palestrina, Giovanni Pierluigi da, 1525?-1594",,http://www.musicbrainz.org/artist/4daeb526-6c4c-4f77-bdf5-4a0fcb714bfe,Gate,"Nell, Karen"
R267,9914,1097,1102,5,conductor,conductor,,o,Other,"Maria Conkey, Susan Farrell, Meghan Rayment, conductors",2009-04-06,Convocation Hall,Motets (1581).  Super flumina Babylonis,"Palestrina, Giovanni Pierluigi da, 1525?-1594",,http://www.musicbrainz.org/artist/4daeb526-6c4c-4f77-bdf5-4a0fcb714bfe,Gate,"Rayment, Meghan"
S384,3536,532,541,9,soprano,saprano,,dm,MMus recital,"MMus Recital, Darlene Schubert, soprano",1990-05-10,Convocation Hall,"Del atardecer al alba, for voice and piano","Palomo, Lorenzo",,http://www.musicbrainz.org/artist/89ea65d0-1c84-4497-813f-919a419c5901,LCAUTH,"Schubert, Darlene"
L2615,13409,854,857,3,soprano,saprano,,f,Faculty recital,"Faculty Recital, Alan Ord, bass; Cathryn Landreth, soprano",2004-08-06,Convocation Hall,"Se tu m'ami, for voice and piano / previously attributed to Pergolesi","Parisotti, Alessandro, 1853-1913",,http://www.musicbrainz.org/artist/942060ca-04da-43cc-8284-1793a5db1ddf,ILINK,"Landreth, Cathryn"
R238,6576,645,666,21,conductor,conductor,,ems,Madrigal Singers,Madrigal Singers,1987-04-12,Convocation Hall,I'm goin' to sing / arranged for mixed voices by Robert Shaw and Alice Parker,"Parker, Alice,  1925-",,http://www.musicbrainz.org/artist/263fba44-3452-4146-845e-940d3d262da3,"Gate, LCAUTH","Ratzlaff, Leonard"
C1362,6670,463,473,10,conductor,conductor,,ems,Madrigal Singers,Madrigal Singers,1993-11-26,Convocation Hall,I got a key / arranged for mixed chorus by Robert Shaw and Alice Parker,"Parker, Alice,  1925-",,http://www.musicbrainz.org/artist/263fba44-3452-4146-845e-940d3d262da3,"Gate, LCAUTH","Cairns-Ollikkala, Debra"
H145,7068,538,541,3,alto,alto,,o,Other,"Concert Choir, Madrigal Singers & Chamber Orchestra",1990-03-30,Convocation Hall,I want to die easy / arranged for mixed chorus by Alice Parker and Robert Shaw,"Parker, Alice,  1925-",,http://www.musicbrainz.org/artist/263fba44-3452-4146-845e-940d3d262da3,"Gate, LCAUTH","Haginicolakis, Kate"
H145,7068,543,546,3,alto,alto,,o,Other,"Concert Choir, Madrigal Singers,  Academy Strings & Chamber Winds",1990-03-31,Convocation Hall,I want to die easy / arranged for mixed chorus by Alice Parker and Robert Shaw,"Parker, Alice,  1925-",,http://www.musicbrainz.org/artist/263fba44-3452-4146-845e-940d3d262da3,"Gate, LCAUTH","Haginicolakis, Kate"
O49,7068,543,546,3,conductor,conductor,,o,Other,"Concert Choir, Madrigal Singers,  Academy Strings & Chamber Winds",1990-03-31,Convocation Hall,I want to die easy / arranged for mixed chorus by Alice Parker and Robert Shaw,"Parker, Alice,  1925-",,http://www.musicbrainz.org/artist/263fba44-3452-4146-845e-940d3d262da3,"Gate, LCAUTH","Ollikkala, Debra"
O49,7068,538,541,3,conductor,conductor,,o,Other,"Concert Choir, Madrigal Singers & Chamber Orchestra",1990-03-30,Convocation Hall,I want to die easy / arranged for mixed chorus by Alice Parker and Robert Shaw,"Parker, Alice,  1925-",,http://www.musicbrainz.org/artist/263fba44-3452-4146-845e-940d3d262da3,"Gate, LCAUTH","Ollikkala, Debra"
M416,726,884,896,12,conductor,conductor,,f,Faculty recital,"Faculty & Friends, An evening with Philip Jones, the legacy of his ensemble",2001-04-27,Convocation Hall,"ALondoner in New York, for brass ensemble","Parker, Jim, 1934-",,http://www.musicbrainz.org/artist/8b156ac1-bf75-426f-9bde-8e098d55f9db,OCLC,"Massey, Michael"
R474,5988,741,756,15,soprano,saprano,,dm,MMus recital,"MMus Recital, You-ree Rho, soprano",2002-03-13,Convocation Hall,"Good night, for voice and piano","Parry, C. Hubert H. (Charles Hubert Hastings), 1848-1918",12302,,Gate,"Rho, You-ree"
R474,10110,741,758,17,soprano,saprano,,dm,MMus recital,"MMus Recital, You-ree Rho, soprano",2002-03-13,Convocation Hall,My heart is like a singing bird,"Parry, C. Hubert H. (Charles Hubert Hastings), 1848-1918",12302,,Gate,"Rho, You-ree"
R474,10147,741,755,14,soprano,saprano,,dm,MMus recital,"MMus Recital, You-ree Rho, soprano",2002-03-13,Convocation Hall,"My true love hath my heart, for voice and piano","Parry, C. Hubert H. (Charles Hubert Hastings), 1848-1918",12302,,Gate,"Rho, You-ree"
B875,14732,887,888,1,conductor,conductor,,ecc,Concert Choir,Concert Choir,2005-04-01,Convocation Hall,"Songs of farewell, for mixed chorus.  My soul there is a country","Parry, C. Hubert H. (Charles Hubert Hastings), 1848-1918",12302,,Gate,"Brough, John"
B875,14734,887,889,2,conductor,conductor,,ecc,Concert Choir,Concert Choir,2005-04-01,Convocation Hall,"Songs of farewell, for mixed chorus.  Never weather-beaten sail","Parry, C. Hubert H. (Charles Hubert Hastings), 1848-1918",12302,,Gate,"Brough, John"
R474,17748,741,757,16,soprano,saprano,,dm,MMus recital,"MMus Recital, You-ree Rho, soprano",2002-03-13,Convocation Hall,"Willow, willow, willow","Parry, C. Hubert H. (Charles Hubert Hastings), 1848-1918",12302,,Gate,"Rho, You-ree"
F735,10527,612,615,3,conductor,conductor,,eas,Academy Strings,Academy Strings and Chamber Winds,1988-03-08,Convocation Hall,"Octet, winds.  No. 1, Ouverture","Pascal, Claude, 1921-",,http://www.musicbrainz.org/artist/9a45a151-ca38-4dc7-8c33-a52d65d60a02,Gate,"Forsyth, Malcolm"
H884,3185,774,777,3,clarinet,clarinet,,ccp,Composition class,New Music Concert,2003-01-20,Convocation Hall,"Convergence, for wind quintet","Paschke, Philip",12332,,Prog. 7 Apr 2003,"Hudelson, Charles"
W592,3524,826,828,2,conductor,conductor,,ccp,Composition class,Student composers,2004-04-05,"Fine Arts, 1-29","Deductive reasoning, for two pianos and two percussion","Paschke, Philip",12332,,Prog. 7 Apr 2003,"Whitehead, Russell"
D313,6700,618,619,1,conductor,conductor,,ems,Madrigal Singers,Madrigal Singers,1989-04-02,Convocation Hall,"Il est bel et bon?, for mixed voices","Passereau, Pierre, fl. 1509-1547",12353,,Gate,"De Frece, Robert"
K39,4720,264,267,3,conductor,conductor,,dm,MMus recital,"MMus Recital, Jolaine Kerley, choral conductor",2000-03-26,Convocation Hall,"Epitaphs, for mixed chorus","Patriquin, Donald",,http://www.musicbrainz.org/artist/7ea8b255-ee22-4338-8552-d39ab36d1df4,Gate,"Kerley, Jolaine"
C136,7092,866,886,20,conductor,conductor,,ecc,Concert Choir,Concert Choir,2002-11-29,Convocation Hall,"J'entends le Moulin, for mixed chorus and piano","Patriquin, Donald",,http://www.musicbrainz.org/artist/7ea8b255-ee22-4338-8552-d39ab36d1df4,Gate,"Cairns, Debra"
C136,14724,230,247,17,conductor,conductor,,ecc,Concert Choir,Concert Choir,1999-12-03,Convocation Hall,"Songs of early Canada.  No. 3, Ah! Si mon moine voulait danser / arranged for mixed chorus, piano and spoons by Donald Patriquin","Patriquin, Donald",,http://www.musicbrainz.org/artist/7ea8b255-ee22-4338-8552-d39ab36d1df4,Gate,"Cairns, Debra"
C136,14724,355,376,21,conductor,conductor,,ecc,Concert Choir,Concert Choir,2000-04-29,Convocation Hall,"Songs of early Canada.  No. 3, Ah! Si mon moine voulait danser / arranged for mixed chorus, piano and spoons by Donald Patriquin","Patriquin, Donald",,http://www.musicbrainz.org/artist/7ea8b255-ee22-4338-8552-d39ab36d1df4,Gate,"Cairns, Debra"
G767,4695,1031,1035,4,conductor,conductor,,ecb,Concert Band,Concert Band,2008-04-06,Convocation Hall,"Epinicion, for winds and percussion","Paulson, John, 1948-",,http://www.musicbrainz.org/artist/6dfc11a3-7843-473d-ab3b-f99b1e793870,OCLC WorldCat,"Grasdahl, Wendy"
R238,11409,59,62,3,conductor,conductor,,ems,Madrigal Singers,Madrigal Singers,1998-11-27,Convocation Hall,Pilgrim Jesus,"Paulus, Stephen",,http://www.musicbrainz.org/artist/3e1fa1ce-f8d4-4491-b8d0-6ac688562fa4,Gate,"Ratzlaff, Leonard"
W314,16325,1085,1098,13,conductor,conductor,,v,Visiting artist recital,"Visiting Artist Recital, Vancouver Chamber Choir",2007-03-10,Convocation Hall,Thethree hermits.  Pilgrim's hymn,"Paulus, Stephen",,http://www.musicbrainz.org/artist/3e1fa1ce-f8d4-4491-b8d0-6ac688562fa4,Gate,"Washburn, Jon"
H528,4881,619,623,4,soprano,saprano,,ems,Madrigal Singers,Madrigal Singers,1989-12-01,Convocation Hall,"Exultet coelum laudibus, for mixed voices","Paynter, John",12378,,"Gate, OCLC WorldCat","Henze, Susan"
M552,4881,619,623,4,tenor,tenor,,ems,Madrigal Singers,Madrigal Singers,1989-12-01,Convocation Hall,"Exultet coelum laudibus, for mixed voices","Paynter, John",12378,,"Gate, OCLC WorldCat","Meraw, Michael"
R238,4881,619,623,4,conductor,conductor,,ems,Madrigal Singers,Madrigal Singers,1989-12-01,Convocation Hall,"Exultet coelum laudibus, for mixed voices","Paynter, John",12378,,"Gate, OCLC WorldCat","Ratzlaff, Leonard"
B527,6810,581,584,3,tenor,tenor,,ecc,Concert Choir,Concert Choir,1987-12-04,All Saints' Anglican Cathedral,In dulci jubilo / arranged for mixed chorus by Robert Pearsall,"Pearsall, R. L. (Robert Lucas), 1795-1856",12382,,Gate,"Bernhardt, Anthony"
B793,6810,581,584,3,soprano,saprano,,ecc,Concert Choir,Concert Choir,1987-12-04,All Saints' Anglican Cathedral,In dulci jubilo / arranged for mixed chorus by Robert Pearsall,"Pearsall, R. L. (Robert Lucas), 1795-1856",12382,,Gate,"Bozynski, Michelle"
D768,6810,581,584,3,alto,alto,,ecc,Concert Choir,Concert Choir,1987-12-04,All Saints' Anglican Cathedral,In dulci jubilo / arranged for mixed chorus by Robert Pearsall,"Pearsall, R. L. (Robert Lucas), 1795-1856",12382,,Gate,"Dray, Patricia"
D771,6810,581,584,3,tenor,tenor,,ecc,Concert Choir,Concert Choir,1987-12-04,All Saints' Anglican Cathedral,In dulci jubilo / arranged for mixed chorus by Robert Pearsall,"Pearsall, R. L. (Robert Lucas), 1795-1856",12382,,Gate,"Dreger, Benno"
J367,6810,581,584,3,alto,alto,,ecc,Concert Choir,Concert Choir,1987-12-04,All Saints' Anglican Cathedral,In dulci jubilo / arranged for mixed chorus by Robert Pearsall,"Pearsall, R. L. (Robert Lucas), 1795-1856",12382,,Gate,"Jarman, Nancy"
R238,6810,581,584,3,conductor,conductor,,ecc,Concert Choir,Concert Choir,1987-12-04,All Saints' Anglican Cathedral,In dulci jubilo / arranged for mixed chorus by Robert Pearsall,"Pearsall, R. L. (Robert Lucas), 1795-1856",12382,,Gate,"Ratzlaff, Leonard"
S9957,6810,581,584,3,alto,alto,,ecc,Concert Choir,Concert Choir,1987-12-04,All Saints' Anglican Cathedral,In dulci jubilo / arranged for mixed chorus by Robert Pearsall,"Pearsall, R. L. (Robert Lucas), 1795-1856",12382,,Gate,"Szabo, Zennon"
T153,6810,581,584,3,soprano,saprano,,ecc,Concert Choir,Concert Choir,1987-12-04,All Saints' Anglican Cathedral,In dulci jubilo / arranged for mixed chorus by Robert Pearsall,"Pearsall, R. L. (Robert Lucas), 1795-1856",12382,,Gate,"Tam, So Ling"
W6298,6810,581,584,3,soprano,saprano,,ecc,Concert Choir,Concert Choir,1987-12-04,All Saints' Anglican Cathedral,In dulci jubilo / arranged for mixed chorus by Robert Pearsall,"Pearsall, R. L. (Robert Lucas), 1795-1856",12382,,Gate,"Wiart, Carmen"
H8738,7912,978,982,4,conductor,conductor,,dm,MMus recital,"MMus Recital, WeiHsi, Hu, conductor",2005-11-20,St. Timothy's Anglican Church,"Lay a garland on her hearse, for mixed voices","Pearsall, R. L. (Robert Lucas), 1795-1856",12382,,Gate,"Hu, WeiHsi"
R559,7912,766,771,5,conductor,conductor,,ems,Madrigal Singers,Madrigal Singers,2002-04-21,Convocation Hall,"Lay a garland on her hearse, for mixed voices","Pearsall, R. L. (Robert Lucas), 1795-1856",12382,,Gate,"Ries, Ardelle"
B493,8880,454,455,1,alto,alto,,dm,MMus recital,"MMus Recital, Gerry Paulson, conductor",1993-02-10,Convocation Hall,"Magnificat, B major","Pergolesi, Giovanni Battista, 1710-1736",,http://www.musicbrainz.org/artist/7640225e-5758-40e2-a37b-971c2a7994b0,Gate,"Berg, Joy"
B799,8880,454,455,1,tenor,tenor,,dm,MMus recital,"MMus Recital, Gerry Paulson, conductor",1993-02-10,Convocation Hall,"Magnificat, B major","Pergolesi, Giovanni Battista, 1710-1736",,http://www.musicbrainz.org/artist/7640225e-5758-40e2-a37b-971c2a7994b0,Gate,"Bradford, Robert"
K63,8880,454,455,1,soprano,saprano,,dm,MMus recital,"MMus Recital, Gerry Paulson, conductor",1993-02-10,Convocation Hall,"Magnificat, B major","Pergolesi, Giovanni Battista, 1710-1736",,http://www.musicbrainz.org/artist/7640225e-5758-40e2-a37b-971c2a7994b0,Gate,"Klann, Heidi"
P3323,8880,454,455,1,conductor,conductor,,dm,MMus recital,"MMus Recital, Gerry Paulson, conductor",1993-02-10,Convocation Hall,"Magnificat, B major","Pergolesi, Giovanni Battista, 1710-1736",,http://www.musicbrainz.org/artist/7640225e-5758-40e2-a37b-971c2a7994b0,Gate,"Paulson, Gerry"
D9942,14957,511,522,11,violin II,violin,,dm,MMus recital,"MMus Recital, Carol Dyck, soprano",1991-03-22,Convocation Hall,"Stabat Mater, for alto, soprano, string orchestra and continuo / performed by alto, soprano, string quartet and organ","Pergolesi, Giovanni Battista, 1710-1736",,http://www.musicbrainz.org/artist/7640225e-5758-40e2-a37b-971c2a7994b0,Gate,"Dyck, Carol"
D9942,14957,511,522,11,soprano,saprano,,dm,MMus recital,"MMus Recital, Carol Dyck, soprano",1991-03-22,Convocation Hall,"Stabat Mater, for alto, soprano, string orchestra and continuo / performed by alto, soprano, string quartet and organ","Pergolesi, Giovanni Battista, 1710-1736",,http://www.musicbrainz.org/artist/7640225e-5758-40e2-a37b-971c2a7994b0,Gate,"Dyck, Carol"
H251,14957,511,522,11,alto,alto,,dm,MMus recital,"MMus Recital, Carol Dyck, soprano",1991-03-22,Convocation Hall,"Stabat Mater, for alto, soprano, string orchestra and continuo / performed by alto, soprano, string quartet and organ","Pergolesi, Giovanni Battista, 1710-1736",,http://www.musicbrainz.org/artist/7640225e-5758-40e2-a37b-971c2a7994b0,Gate,"Hantke, Heather"
N428,14957,511,522,11,violin I,violin,,dm,MMus recital,"MMus Recital, Carol Dyck, soprano",1991-03-22,Convocation Hall,"Stabat Mater, for alto, soprano, string orchestra and continuo / performed by alto, soprano, string quartet and organ","Pergolesi, Giovanni Battista, 1710-1736",,http://www.musicbrainz.org/artist/7640225e-5758-40e2-a37b-971c2a7994b0,Gate,"Nelson, Norman"
W556,17224,569,575,6,conductor,conductor,,ecc,Concert Choir,Concert Choir,1989-04-07,Convocation Hall,Un Canadien errant / arranged for mixed chorus by Michael Perman,"Perman, Michael, 1955-",12417,,Prog.  7 Apr 1989,"Wheatcroft, Bruce"
P615,10483,587,588,1,conductor,conductor,,esw,Symphonic Wind Ensemble,Symphonic Wind Ensemble,1987-11-22,Convocation Hall,"O cool is the vally, for band, op. 118","Persichetti, Richard, 1902-",12419,,Gate,"Pier, Fordyce"
D924,10916,61,63,2,conductor,conductor,,ecb,Concert Band,Concert Band,1998-11-22,Convocation Hall,Pageant,"Persichetti, Richard, 1902-",12419,,Gate,"Dunnigan, Frank"
S915,2503,757,763,6,conductor,conductor,,ecb,Concert Band,Concert Band,2002-12-01,Convocation Hall,"Choral prelude: So pure the star, op. 91, for band","Persichetti, Vincent, 1915-1987",,http://www.musicbrainz.org/artist/edccfb26-b418-4128-aca1-b60fcdac1599,"Gate, Notes Obituary Index","Street, William H."
B4738,4077,406,409,3,conductor,conductor,,dm,MMus recital,"MMus Recital, Fredrick Benson, instrumental conducting",1992-03-18,Convocation Hall,"Divertimento, band.  No. 1, Prologue","Persichetti, Vincent, 1915-1987",,http://www.musicbrainz.org/artist/edccfb26-b418-4128-aca1-b60fcdac1599,"Gate, Notes Obituary Index","Benson, Frederick"
B4738,4079,406,410,4,conductor,conductor,,dm,MMus recital,"MMus Recital, Fredrick Benson, instrumental conducting",1992-03-18,Convocation Hall,"Divertimento, band.  No. 2, Song","Persichetti, Vincent, 1915-1987",,http://www.musicbrainz.org/artist/edccfb26-b418-4128-aca1-b60fcdac1599,"Gate, Notes Obituary Index","Benson, Frederick"
B4738,4081,406,411,5,conductor,conductor,,dm,MMus recital,"MMus Recital, Fredrick Benson, instrumental conducting",1992-03-18,Convocation Hall,"Divertimento, band.  No. 6, March","Persichetti, Vincent, 1915-1987",,http://www.musicbrainz.org/artist/edccfb26-b418-4128-aca1-b60fcdac1599,"Gate, Notes Obituary Index","Benson, Frederick"
G767,4085,903,906,3,conductor,conductor,,ecb,Concert Band,Concert Band,2005-12-04,Convocation Hall,"Divertimento, for band","Persichetti, Vincent, 1915-1987",,http://www.musicbrainz.org/artist/edccfb26-b418-4128-aca1-b60fcdac1599,"Gate, Notes Obituary Index","Grasdahl, Wendy"
S915,9046,16,19,3,conductor,conductor,,esw,Symphonic Wind Ensemble,Symphonic Wind Ensemble,1997-11-28,Convocation Hall,Masquerade,"Persichetti, Vincent, 1915-1987",,http://www.musicbrainz.org/artist/edccfb26-b418-4128-aca1-b60fcdac1599,"Gate, Notes Obituary Index","Street, William H."
S915,9048,850,855,5,conductor,conductor,,esw,Symphonic Wind Ensemble,Symphonic Wind Ensemble,2004-10-16,Convocation Hall,"Masquerade, for band","Persichetti, Vincent, 1915-1987",,http://www.musicbrainz.org/artist/edccfb26-b418-4128-aca1-b60fcdac1599,"Gate, Notes Obituary Index","Street, William H."
P615,10479,517,524,7,conductor,conductor,,esw,Symphonic Wind Ensemble,Symphonic Wind Ensemble,1991-04-03,Convocation Hall,"O cool is the valley, for band, op. 118","Persichetti, Vincent, 1915-1987",,http://www.musicbrainz.org/artist/edccfb26-b418-4128-aca1-b60fcdac1599,"Gate, Notes Obituary Index","Pier, Fordyce"
P615,10479,754,756,2,conductor,conductor,,esw,Symphonic Wind Ensemble,Symphonic Wind Ensemble,2002-11-20,Convocation Hall,"O cool is the valley, for band, op. 118","Persichetti, Vincent, 1915-1987",,http://www.musicbrainz.org/artist/edccfb26-b418-4128-aca1-b60fcdac1599,"Gate, Notes Obituary Index","Pier, Fordyce"
M7872,10925,270,274,4,tenor trombone,tenor,,f,Faculty recital,"Faculty Recital, James Montgomery, tenor trombone",1994-02-08,Convocation Hall,"Parable, no. 18, for trombone,","Persichetti, Vincent, 1915-1987",,http://www.musicbrainz.org/artist/edccfb26-b418-4128-aca1-b60fcdac1599,"Gate, Notes Obituary Index","Montgomery, James"
P615,12046,624,630,6,conductor,conductor,,ecb,Concert Band,Concert Band,1987-12-06,Convocation Hall,"Psalm, band, op. 53","Persichetti, Vincent, 1915-1987",,http://www.musicbrainz.org/artist/edccfb26-b418-4128-aca1-b60fcdac1599,"Gate, Notes Obituary Index","Pier, Fordyce"
K945,12048,863,870,7,conductor,conductor,,ecb,Concert Band,Concert Band,2004-04-04,Convocation Hall,"Psalm, for band, op. 53","Persichetti, Vincent, 1915-1987",,http://www.musicbrainz.org/artist/edccfb26-b418-4128-aca1-b60fcdac1599,"Gate, Notes Obituary Index","Ku, Po-Yuan"
C564,12123,25,33,8,conductor,conductor,,ecb,Concert Band,Concert Band,1997-11-30,Convocation Hall,Psalm for band,"Persichetti, Vincent, 1915-1987",,http://www.musicbrainz.org/artist/edccfb26-b418-4128-aca1-b60fcdac1599,"Gate, Notes Obituary Index","Chute, Michael"
P615,15470,407,413,6,conductor,conductor,,esw,Symphonic Wind Ensemble,Symphonic Wind Ensemble,1992-11-25,Convocation Hall,"Symphony, band, no. 6, op. 69","Persichetti, Vincent, 1915-1987",,http://www.musicbrainz.org/artist/edccfb26-b418-4128-aca1-b60fcdac1599,"Gate, Notes Obituary Index","Pier, Fordyce"
P615,15541,599,601,2,conductor,conductor,,esw,Symphonic Wind Ensemble,Symphonic Wind Ensemble,1988-11-29,Convocation Hall,"Symphony, no. 6, band, op. 69","Persichetti, Vincent, 1915-1987",,http://www.musicbrainz.org/artist/edccfb26-b418-4128-aca1-b60fcdac1599,"Gate, Notes Obituary Index","Pier, Fordyce"
R238,8892,580,589,9,conductor,conductor,,ems,Madrigal Singers,"Madrigal Singers, Concert of Music for Christmas",1987-12-06,Robertson-Wesley United Church,"Magnificat, mixed voices, violins (2), viola, cello/double bass, and continuo","Perti, Giacomo Antonio, 1661-1756",,http://www.musicbrainz.org/artist/c2359dc2-800a-44c0-96b4-c4550ef248ee,Gate,"Ratzlaff, Leonard"
U76,8892,580,589,9,double bass,double bass,,ems,Madrigal Singers,"Madrigal Singers, Concert of Music for Christmas",1987-12-06,Robertson-Wesley United Church,"Magnificat, mixed voices, violins (2), viola, cello/double bass, and continuo","Perti, Giacomo Antonio, 1661-1756",,http://www.musicbrainz.org/artist/c2359dc2-800a-44c0-96b4-c4550ef248ee,Gate,"Urke, Jan"
B2523,2594,642,658,16,conductor,conductor,,esb,Stage Band,"Jazz Bands, Salute to the Bands",1997-03-03,Convocation Hall,Ciribiribin / arranged by Harry James,"Pestalozza, Alberto, 1851-1934",,http://www.musicbrainz.org/artist/8dd1907a-8acf-453c-8382-b3d097c70458,Songs in Collections,"Baril, Raymond"
G763,16499,99,103,4,conductor,conductor,,dm,MMus recital,"MMus Recital, Rachel Grantham, choral conductor",1996-11-04,Convocation Hall,Three songs from Nonsense,"Petrassi, Goffredo, 1904-",,http://www.musicbrainz.org/artist/be0525e6-bf79-4a77-9ef3-0273ec2cc29e,Gate,"Grantham, Rachel"
B571,1061,129,131,2,conductor,conductor,,dm,MMus recital,"MMus Recital, Allan Bevan, choral conductor",1998-03-23,Convocation Hall,Ascendit Deus,"Philips, Peter, 1561-1628",,http://www.musicbrainz.org/artist/95c9b3a3-7100-4b83-969e-e17c0d42d301,Gate,"Bevan, Allan"
P615,3142,258,260,2,conductor,conductor,,v,Visiting artist recital,Northern Alberta Honor Band,2000-03-25,Convocation Hall,"Concert piece, for bassoon and wind ensemble","Phillips, Burrill",,http://www.musicbrainz.org/artist/2ade31c7-71bd-442a-b5d5-d756b3b5f294,Gate,"Pier, Fordyce"
S719,15863,561,564,3,electroacoustic music,electroacoustic music,,ccp,Composition class,"Student Composers, Canada Music Week, Reel Music",1989-11-21,Convocation Hall,"Theeagle, for electronic tape","Philp, Jamie",12470,,Prog.  21 Nov 1989,Sound Recording
K878,6345,423,427,4,tenor saxophone,tenor saxophone,,ecw,Chamber (Orchestral) Winds,Orchestral Winds Chamber Concert,1993-11-07,Convocation Hall,"Histoire du tango, for flute and guitar.  Bordel / arranged for saxophone quartet","Piazzolla, Astor",,http://www.musicbrainz.org/artist/e280268a-a5ab-4bb0-be4d-ec470ca59131,Gate,"Kozak, Chris"
S915,6345,423,427,4,coach,coach,,ecw,Chamber (Orchestral) Winds,Orchestral Winds Chamber Concert,1993-11-07,Convocation Hall,"Histoire du tango, for flute and guitar.  Bordel / arranged for saxophone quartet","Piazzolla, Astor",,http://www.musicbrainz.org/artist/e280268a-a5ab-4bb0-be4d-ec470ca59131,Gate,"Street, William H."
T246,6345,423,427,4,soprano saxophone,soprano saxophone,,ecw,Chamber (Orchestral) Winds,Orchestral Winds Chamber Concert,1993-11-07,Convocation Hall,"Histoire du tango, for flute and guitar.  Bordel / arranged for saxophone quartet","Piazzolla, Astor",,http://www.musicbrainz.org/artist/e280268a-a5ab-4bb0-be4d-ec470ca59131,Gate,"Taylor, Sandra"
A887,10453,1041,1043,2,conductor,conductor,,eas,Academy Strings,Academy Strings,2008-10-05,Convocation Hall,"Oblivion, for cello and strings","Piazzolla, Astor",,http://www.musicbrainz.org/artist/e280268a-a5ab-4bb0-be4d-ec470ca59131,Gate,"Au, Aaron"
S719,9363,536,542,6,electroacoustic music,electroacoustic music,,ccp,Composition class,"Student Composers, Concert of Electroacoustic Music",1992-04-28,Convocation Hall,Me fevverret [sic] sings,"Piehl, Riener",12495,,Prog. 28 Apr 1992,Sound Recording
C136,7095,184,193,9,conductor,conductor,,ecc,Concert Choir,Concert Choir,1999-04-09,Convocation Hall,Jabberwocky,"Pierce, Brent, 1940-",12496,,Gate,"Cairns, Debra"
P525,7098,1075,1083,8,conductor,conductor,,ecc,Concert Choir,Concert Choir,2009-04-04,Convocation Hall,"Jabberwocky, for mixed chorus and piano","Pierce, Brent, 1940-",12496,,Gate,"Pfeifer, Evelyn"
C5182,10427,371,373,2,tenor,tenor,,dm,MMus recital,"MMus Recital, Brent Violini Pierce, composition",1994-04-09,Convocation Hall,"Nu Kom der Heiden Heiland, for mixed chorus and organ","Pierce, Brent Violini",12502,,Prog. 9 Apr 1994,"Chen, Kenneth"
C952,10427,371,373,2,soprano,saprano,,dm,MMus recital,"MMus Recital, Brent Violini Pierce, composition",1994-04-09,Convocation Hall,"Nu Kom der Heiden Heiland, for mixed chorus and organ","Pierce, Brent Violini",12502,,Prog. 9 Apr 1994,"Crouch, Michelle"
K63,10427,371,373,2,soprano,saprano,,dm,MMus recital,"MMus Recital, Brent Violini Pierce, composition",1994-04-09,Convocation Hall,"Nu Kom der Heiden Heiland, for mixed chorus and organ","Pierce, Brent Violini",12502,,Prog. 9 Apr 1994,"Klann, Heidi"
M654,10427,371,373,2,alto,alto,,dm,MMus recital,"MMus Recital, Brent Violini Pierce, composition",1994-04-09,Convocation Hall,"Nu Kom der Heiden Heiland, for mixed chorus and organ","Pierce, Brent Violini",12502,,Prog. 9 Apr 1994,"Millman, Jennifer"
M9778,10427,371,373,2,alto,alto,,dm,MMus recital,"MMus Recital, Brent Violini Pierce, composition",1994-04-09,Convocation Hall,"Nu Kom der Heiden Heiland, for mixed chorus and organ","Pierce, Brent Violini",12502,,Prog. 9 Apr 1994,"Murphy, Joy-Anne"
P6154,10427,371,373,2,conductor,conductor,,dm,MMus recital,"MMus Recital, Brent Violini Pierce, composition",1994-04-09,Convocation Hall,"Nu Kom der Heiden Heiland, for mixed chorus and organ","Pierce, Brent Violini",12502,,Prog. 9 Apr 1994,"Pierce, Brent Violini"
T339,10427,371,373,2,tenor,tenor,,dm,MMus recital,"MMus Recital, Brent Violini Pierce, composition",1994-04-09,Convocation Hall,"Nu Kom der Heiden Heiland, for mixed chorus and organ","Pierce, Brent Violini",12502,,Prog. 9 Apr 1994,"Tessier, John"
D994,12282,371,375,4,violin I,violin,,dm,MMus recital,"MMus Recital, Brent Violini Pierce, composition",1994-04-09,Convocation Hall,"Quartet, strings, no. 1","Pierce, Brent Violini",12502,,Prog. 9 Apr 1994,"Dyck, Adrian"
M428,12282,371,375,4,violin II,violin,,dm,MMus recital,"MMus Recital, Brent Violini Pierce, composition",1994-04-09,Convocation Hall,"Quartet, strings, no. 1","Pierce, Brent Violini",12502,,Prog. 9 Apr 1994,"Mathew, Moni"
