Val	match-ID-F	score-lc	Column 1	LCP	match-ID	score	Cor	LCC	score-c	Column 2	Column 3	Column 4	blabnk
Smith, Bernard, 1916-2011	n50012614	100	Smith, Bernard, 1916-2011	n50012614	n50012614	1	Smith, Bernard, 1916-2011			Person		http://example.org/104365#Agent700-23	
Muller, Steven, 1927-2013	n88002117	100	Muller, Steven, 1927-2013	n88002117	n88002117	1	Muller, Steven, 1927-2013			Person		http://example.org/1045426#Agent100-14	
Braham, Randolph L.	n80013398	100	Braham, Randolph L	n80013398	n80013398	0.9473684211	Braham, Randolph L			Person		http://example.org/1043469#Agent100-12	
Noakes, Jeremy	n81100550	100	Noakes, Jeremy	n81100550	n81100550	1	Noakes, Jeremy			Person		http://example.org/1075154#Agent100-12	
Nationalsozialistische Deutsche Arbeiter-Partei	n79053942	100	Nationalsozialistische Deutsche Arbeiter-Partei		n79053942		Nationalsozialistische Deutsche Arbeiter-Partei	n79053942	0.9787234043	Organization		http://example.org/1075154#Agent610-21	
Pridham, Geoffrey, 1942-	n50021856	100	Pridham, Geoffrey, 1942-	n50021856	n50021856	0.8571428571	Pridham, Geoffrey, 1942-			Person		http://example.org/1075154#Agent700-24	
Royal Institute of International Affairs	n80008782	100	Royal Institute of International Affairs		n80008782		Royal Institute of International Affairs	n80008782	0.925	Organization		http://example.org/1053375#Agent110-10	
Griffiths, David Clyde, 1902- 			Griffiths, David Clyde, 1902- 				Griffiths, David Clyde, 1902- 			Person		http://example.org/1060112#Agent100-11	
Watt, Donald Cameron	n50020794	100	Watt, Donald Cameron	n50020794	n50020794	1	Watt, Donald Cameron			Person		http://example.org/1053535#Agent100-11	
Witmer, T. Richard, 1909-	n88633649	100	Witmer, T. Richard, 1909-	n88633649	n88633649	1	Witmer, T. Richard, 1909- 			Person		http://example.org/108806#Agent100-11	
United States. 90th Congress, 2d. session, 1968. House			United States. 90th Congress, 2d. session, 1968. House				United States. 90th Congress, 2d. session, 1968. House			Jurisdiction		http://example.org/108806#Agent810-24	
Delhommeau, Louis	nr90024470	100	Delhommeau, Louis	nr90024470	nr90024470	1	Delhommeau, Louis			Person		http://example.org/1017068#Agent100-11	
Catholic Church. Diocese of Luçon (France)	n95068154	99	Catholic Church. Diocese of Luçon (France)		n95068154		Catholic Church. Diocese of Luçon (France)	n95068154	0.9534883721	Organization		http://example.org/1017068#Agent610-19	
Tassé, D. (Didace)			Tassé, D. (Didace)				Tassé, D. (Didace)			Person		http://example.org/1066404#Agent600-16	
Dufresne, Alexandre, active 1863			Dufresne, Alexandre, active 1863				Dufresne, Alexandre, active 1863			Person		http://example.org/1066404#Agent700-17	
Papineau, A. C. (Auguste Cyrille), 1828-1915			Papineau, A. C. (Auguste Cyrille), 1828-1915				Papineau, A. C. (Auguste Cyrille), 1828-1915			Person		http://example.org/1066404#Agent700-18	
Bayer-Lothe, Jeannine			Bayer-Lothe, Jeannine				Bayer-Lothe, Jeannine			Person		http://example.org/1003545#Agent100-11	
Martin, Nicolas-Ferdinand-Marie-Louis-Joseph, 1790-1847	no00006683	100	Martin, Nicolas-Ferdinand-Marie-Louis-Joseph, 1790-1847	no00006683	no00006683	1	Martin, Nicolas-Ferdinand-Marie-Louis-Joseph, 1790-1847			Person		http://example.org/1056642#Agent100-11	
France	n79006404	100	France				France			Jurisdiction		http://example.org/1056642#Agent710-21	
France. Ministère de la justice	n80072474	98	France. Ministère de la justice		n80072474		France. Ministère de la justice	n80072474	1	Jurisdiction		http://example.org/1056642#Agent710-22	
Public Archives of Canada. Board of historical publications			Public Archives of Canada. Board of historical publications				Public Archives of Canada. Board of historical publications			Organization		http://example.org/1017619#Agent110-11	
Shortt, Adam, 1859-1931	n91063896	100	Shortt, Adam, 1859-1931	n91063896	n91063896	1	Shortt, Adam, 1859-1931			Person		http://example.org/1017619#Agent700-22	
Johnston, Victor Kenneth			Johnston, Victor Kenneth				Johnston, Victor Kenneth			Person		http://example.org/1017619#Agent700-23	
Lanctôt, Gustave, 1883-1975	no99055750	98	Lanctôt, Gustave, 1883-1975	no99055750	no99055750	1	Lanctôt, Gustave, 1883-1975			Person		http://example.org/1017619#Agent700-24	
Daehne van Varick, August von, 1846-	n99057018	100	Daehne van Varick, August von, 1846-	n99057018	n99057018	1	Daehne van Varick, August von, 1846-			Person		http://example.org/1054709#Agent100-10	
International Peace Conference 1899	n50053118	92	International Peace Conference 1899				International Peace Conference 1899			Meeting		http://example.org/1054709#Agent711-20	
Rothschild, Henri James Nathaniel Charles, baron de, 1872-1947			Rothschild, Henri James Nathaniel Charles, baron de, 1872-1947				Rothschild, Henri James Nathaniel Charles, baron de, 1872-1947			Person		http://example.org/1085338#Agent100-10	
Chardin, Jean Baptiste Siméon, 1699-1779	n79061326	99	Chardin, Jean Baptiste Siméon, 1699-1779	n79061326	n79061326	0.9512195122	Chardin, Jean Baptiste Siméon, 1699-1779			Person		http://example.org/1085338#Agent600-18	
Chardin, Jean Baptiste Siméon, 1699-1779	n79061326	99	Chardin, Jean Baptiste Siméon, 1699-1779	n79061326	n79061326	0.9512195122	Chardin, Jean Baptiste Siméon, 1699-1779			Person		http://example.org/1085338#Agent700-19	
Gaucheron, Roger, 1891- 			Gaucheron, Roger, 1891- 				Gaucheron, Roger, 1891- 			Person		http://example.org/1085338#Agent700-20	
Wallot, Jean-Pierre, 1935-	nr88000971	100	Wallot, Jean-Pierre, 1935-	nr88000971	nr88000971	1	Wallot, Jean-Pierre, 1935-			Person		http://example.org/1063195#Agent100-11	
Université de Montréal. Département d'histoire	n2007038436	97	Université de Montréal. Département d'histoire		n2007038436		Université de Montréal. Département d'histoire	n2007038436	1	Organization		http://example.org/1063195#Agent710-21	
Leslau, Wolf	n50050433	100	Leslau, Wolf	n50050433	n50050433	1	Leslau, Wolf			Person		http://example.org/1098721#Agent100-10	
Bataille, Georges, 1897-1962	n50025778	100	Bataille, Georges, 1897-1962	n50025778	n50025778	0.9655172414	Bataille, Georges, 1897-1962			Person		http://example.org/1079943#Agent100-10	
Noël, Bernard, 1930-	n78036975	97	Noël, Bernard, 1930- 	n78036975	n78036975	1	Noël, Bernard, 1930- 			Person		http://example.org/1079943#Agent700-19	
Glareanus, Henricus, 1488-1563	n84006965	100	Glareanus, Henricus, 1488-1563	n84006965	n84006965	1	Glareanus, Henricus, 1488-1563			Person		http://example.org/1094301#Agent100-10	
Miller, Clement A. (Clement Albin), 1915- 	n86003330	93	Miller, Clement A. (Clement Albin), 1915- 	n86003330	n86003330	0.9111111111	Miller, Clement A. (Clement Albin), 1915- 			Person		http://example.org/1094301#Agent700-21	
American Institute of Musicology	n50060098	100	American Institute of Musicology		n50060098		American Institute of Musicology	n50060098	0.9375	Organization		http://example.org/1094301#Agent710-22	
Wallin, Johan Olof, 1779-1839	n80024095	100	Wallin, Johan Olof, 1779-1839	n80024095	n80024095	1	Wallin, Johan Olof, 1779-1839			Person		http://example.org/103150#Agent100-9	
Holmgaard, Jrgen			Holmgaard, Jrgen				Holmgaard, Jrgen			Person		http://example.org/1065785#Agent100-11	
Pontoppidan, Henrik, 1857-1943	n79113935	100	Pontoppidan, Henrik, 1857-1943	n79113935	n79113935	0.935483871	Pontoppidan, Henrik, 1857-1943			Person		http://example.org/1065785#Agent600-20	
Stratton, Howard Fremont			Stratton, Howard Fremont				Stratton, Howard Fremont			Person		http://example.org/107485#Agent100-10	
Robert, Marthe	n80046327	100	Robert, Marthe				Robert, Marthe			Person		http://example.org/1059756#Agent100-10	
Freud, Sigmund, 1856-1939	n79043849	100	Freud, Sigmund, 1856-1939	n79043849	n79043849	0.9615384615	Freud, Sigmund, 1856-1939			Person		http://example.org/1059756#Agent600-19	
Lafferty, R. A.	n79145563	100	Lafferty, R. A	n79145563	n79145563	0.9333333333	Lafferty, R. A			Person		http://example.org/1073353#Agent100-11	
Timlin, Mabel Frances	no95051444	83	Timlin, Mabel Frances				Timlin, Mabel Frances			Person		http://example.org/1003962#Agent100-14	
Porter, Marion R., 1922-	n79104815	86	Porter, Marion R., 1922-				Porter, Marion R., 1922-			Person		http://example.org/1024396#Agent100-14	
Porter, John, 1921-1979	n98075676	100	Porter, John, 1921-1979	n98075676	n98075676	1	Porter, John, 1921-1979			Person		http://example.org/1024396#Agent700-24	
Blishen, Bernard R. (Bernard Russell), 1919-			Blishen, Bernard R. (Bernard Russell), 1919-				Blishen, Bernard R. (Bernard Russell), 1919-			Person		http://example.org/1024396#Agent700-25	
Rogowski, Ronald	n84035270	100	Rogowski, Ronald	n84035270	n84035270	1	Rogowski, Ronald			Person		http://example.org/1043645#Agent100-13	
Wasserspring, Lois	n99255305	100	Wasserspring, Lois	n99255305	n99255305	1	Wasserspring, Lois			Person		http://example.org/1043645#Agent700-27	
Scott, Hilda, 1915-	n81027882	100	Scott, Hilda, 1915-	n81027882	n81027882	1	Scott, Hilda, 1915-			Person		http://example.org/1050789#Agent100-12	
Berle, Peter A. A. (Peter Adolf Augustus), 1937-2007	n88027677	100	Berle, Peter A. A. (Peter Adolf Augustus), 1937-2007	n88027677	n88027677	1	Berle, Peter A. A. (Peter Adolf Augustus), 1937-2007			Person		http://example.org/1072204#Agent100-12	
New York (State). Legislature	n79124975	100	New York (State). Legislature		n79124975		New York (State). Legislature	n79124975	1	Jurisdiction		http://example.org/1072204#Agent610-21	
Waller, Leslie, 1923-2007	n79007037	100	Waller, Leslie, 1923-2007	n79007037	n79007037	1	Waller, Leslie, 1923-2007			Person		http://example.org/1079118#Agent100-11	
Roghmann, Klaus J.	n89143960	100	Roghmann, Klaus J	n89143960	n89143960	0.9444444444	Roghmann, Klaus J			Person		http://example.org/1025771#Agent100-10	
Cameron, Margaret Hunter			Cameron, Margaret Hunter				Cameron, Margaret Hunter			Person		http://example.org/1033510#Agent100-12	
Pearl	nb2010033397	100	Pearl				Pearl			Person		http://example.org/1033510#Agent700-23	
Stone, Robert	nb2009025323	100	Stone, Robert				Stone, Robert			Person		http://example.org/1061915#Agent100-12	
Mails, Thomas E.	n79068500	100	Mails, Thomas E	n79068500	n79068500	0.9375	Mails, Thomas E			Person		http://example.org/1005914#Agent100-14	
Jarník, Jan Urban, 1848-1923	n80129099	98	Jarník, Jan Urban, 1848-1923	n80129099	n80129099	1	Jarník, Jan Urban, 1848-1923			Person		http://example.org/1092704#Agent100-11	
Bârseanu, Andreiu, 1858-1922			Bârseanu, Andreiu, 1858-1922				Bârseanu, Andreiu, 1858-1922			Person		http://example.org/1092704#Agent700-20	
Fochi, Adrian	n81035482	100	Fochi, Adrian	n81035482	n81035482	1	Fochi, Adrian			Person		http://example.org/1092704#Agent700-21	
Harvard Law School. Library	n83234616	100	Harvard Law School. Library		n83234616		Harvard Law School. Library	n83234616	0.9642857143	Organization		http://example.org/1041027#Agent110-10	
Mostecky, Vaclav	n85285058	100	Mostecky, Vaclav	n85285058	n85285058	0.875	Mostecky, Vaclav			Person		http://example.org/1041027#Agent700-22	
American Management Association	n79060211	100	American Management Association		n79060211		American Management Association	n79060211	0.935483871	Organization		http://example.org/105356#Agent710-19	
Canadian Imperial Bank of Commerce	n50036077	100	Canadian Imperial Bank of Commerce		n50036077		Canadian Imperial Bank of Commerce	n50036077	1	Organization		http://example.org/1067363#Agent110-12	
Ballon, Robert J.	n50017246	100	Ballon, Robert J	n50017246	n50017246	0.9411764706	Ballon, Robert J			Person		http://example.org/105363#Agent700-22	
Jōchi Daigaku. Shakai Keizai Kenkyūjo	n82086346	97	Jōchi Daigaku. Shakai Keizai Kenkyūjo		n82086346		Jōchi Daigaku. Shakai Keizai Kenkyūjo	n82086346	0.8974358974	Organization		http://example.org/105363#Agent710-23	
Gannon, Thomas A			Gannon, Thomas A				Gannon, Thomas A			Person		http://example.org/105440#Agent100-11	
Mooney, Thomas W			Mooney, Thomas W				Mooney, Thomas W			Person		http://example.org/105440#Agent700-21	
American Management Association	n79060211	100	American Management Association		n79060211		American Management Association	n79060211	0.935483871	Organization		http://example.org/105440#Agent710-22	
Arntzen, Andreas	n78084889	100	Arntzen, Andreas	n78084889	n78084889	1	Arntzen, Andreas			Person		http://example.org/106828#Agent100-10	
Bugge, Jens	no95056390	100	Bugge, Jens	no95056390	no95056390	1	Bugge, Jens			Person		http://example.org/106828#Agent700-21	
Todd, Alan B			Todd, Alan B				Todd, Alan B			Person		http://example.org/105310#Agent100-11	
New York University International Institute on Tax and Business Planning. 1st, San Juan, P.R., 1973			New York University International Institute on Tax and Business Planning. 1st, San Juan, P.R., 1973				New York University International Institute on Tax and Business Planning. 1st, San Juan, P.R., 1973			Meeting		http://example.org/1062228#Agent111-11	
Newberger, Edward L	n98112136	90	Newberger, Edward L				Newberger, Edward L			Person		http://example.org/1062228#Agent700-23	
New York University	n79058487	100	New York University		n79058487		New York University	n79058487	0.9473684211	Organization		http://example.org/1062228#Agent710-24	
Business International Corporation	n80020836	100	Business International Corporation				Business International Corporation			Organization		http://example.org/1010516#Agent110-11	
Whitson, William W.	n50016199	100	Whitson, William W	n50016199	n50016199	0.9473684211	Whitson, William W			Person		http://example.org/1051949#Agent100-12	
United States. Bureau of Foreign Commerce (1953- )			United States. Bureau of Foreign Commerce (1953- )				United States. Bureau of Foreign Commerce (1953- )			Jurisdiction		http://example.org/1009621#Agent110-11	
Business International Corporation	n80020836	100	Business International Corporation				Business International Corporation			Organization		http://example.org/1059888#Agent110-12	
Boldizsár, Iván	n50044516	92	Boldizsár, Iván	n50044516	n50044516	1	Boldizsár, Iván			Person		http://example.org/1097915#Agent100-15	
Wax, Rosalie H.	nr95033718	100	Wax, Rosalie H	nr95033718	nr95033718	0.9333333333	Wax, Rosalie H			Person		http://example.org/1034204#Agent100-16	
Social Planning and Research Council of Hamilton and District	n86832032	100	Social Planning and Research Council of Hamilton and District		n86832032		Social Planning and Research Council of Hamilton and District	n86832032	1	Organization		http://example.org/1053437#Agent110-11	
Opportunities for Youth (Federal aid programme)	n86818261	100	Opportunities for Youth (Federal aid programme)		n86818261		Opportunities for Youth (Federal aid programme)	n86818261	1	Organization		http://example.org/1053437#Agent610-20	
Voĭt︠s︡enko, Olʹha	n50061975	96	Voĭt͡senko, Olʹha				Voĭt͡senko, Olʹha			Person		http://example.org/1074409#Agent100-10	
Rubin, Jerry	n50022680	100	Rubin, Jerry	n50022680	n50022680	1	Rubin, Jerry			Person		http://example.org/1027512#Agent100-13	
Youth International Party	n83167386	100	Youth International Party		n83167386		Youth International Party	n83167386	1	Organization		http://example.org/1027512#Agent610-21	
Maslov, P. P. (Pavel Petrovich), 1902-1978	no92030879	100	Maslov, P. P. (Pavel Petrovich), 1902-1978	no92030879	no92030879	1	Maslov, P. P. (Pavel Petrovich), 1902-1978			Person		http://example.org/1000955#Agent100-11	
Bachynsʹkyĭ, Leonid	n86087509	97	Bachynsʹkyĭ, Leonid	n86087509	n86087509	1	Bachynsʹkyĭ, Leonid			Person		http://example.org/1019544#Agent100-10	
Z͡Hukivs'kyĭ, Antin, 1904-			Z͡Hukivs'kyĭ, Antin, 1904-				Z͡Hukivs'kyĭ, Antin, 1904-			Person		http://example.org/1019544#Agent600-20	
Döblin, Alfred, 1878-1957	n80126219	98	Döblin, Alfred, 1878-1957	n80126219	n80126219	0.9615384615	Döblin, Alfred, 1878-1957			Person		http://example.org/1049420#Agent100-9	
Döblin, Alfred, 1878-1957	n80126219	98	Döblin, Alfred, 1878-1957	n80126219	n80126219	0.9615384615	Döblin, Alfred, 1878-1957			Person		http://example.org/1049420#Agent600-18	
Graber, Heinz	n84194864	100	Graber, Heinz				Graber, Heinz			Person		http://example.org/1049420#Agent700-19	
Rade, Martin, 1857-1940	n81142350	100	Rade, Martin, 1857-1940	n81142350	n81142350	1	Rade, Martin, 1857-1940			Person		http://example.org/1027206#Agent100-9	
Luther, Martin, 1483-1546	n79089628	100	Luther, Martin, 1483-1546	n79089628	n79089628	0.9615384615	Luther, Martin, 1483-1546			Person		http://example.org/1027206#Agent600-17	
Luther, Martin, 1483-1546	n79089628	100	Luther, Martin, 1483-1546	n79089628	n79089628	0.9615384615	Luther, Martin, 1483-1546			Person		http://example.org/1027206#Agent700-18	
Ashin, G. K. (Gennadiĭ Konstantinovich)	n83201083	99	Ashin, G. K. (Gennadiĭ Konstantinovich)	n83201083	n83201083	0.95	Ashin, G. K. (Gennadiĭ Konstantinovich)			Person		http://example.org/1022647#Agent100-10	
Valentinov, N. (Nikolaĭ), 1879-1964	n84047989	98	Valentinov, N. (Nikolaĭ), 1879-1964	n84047989	n84047989	1	Valentinov, N. (Nikolaĭ), 1879-1964			Person		http://example.org/1038488#Agent100-10	
Kommunisticheskai͡a partii͡a Sovetskogo Soi͡uza	n50079095	95	Kommunisticheskai͡a partii͡a Sovetskogo Soi͡uza		n80126146		Kommunisticheskai͡a partii͡a Sovetskogo Soi͡uza	n80126146	0.88	Organization		http://example.org/1038488#Agent610-19	
Siegler, Heinrich, 1899-	n85350000	100	Siegler, Heinrich, 1899- 	n85350000	n85350000	0.8571428571	Siegler, Heinrich, 1899- 			Person		http://example.org/1071201#Agent100-11	
European Economic Community	n79054869	100	European Economic Community		n79054869		European Economic Community	n79054869	0.9642857143	Organization		http://example.org/1071201#Agent610-19	
European Free Trade Association	n80076378	100	European Free Trade Association		n80076378		European Free Trade Association	n80076378	0.96875	Organization		http://example.org/1071201#Agent610-20	
Siegler, Heinrich, 1899-	n85350000	100	Siegler, Heinrich, 1899- 	n85350000	n85350000	0.8571428571	Siegler, Heinrich, 1899- 			Person		http://example.org/1056472#Agent100-11	
Kommunistische Partei Deutschlands	n81029821	100	Kommunistische Partei Deutschlands		n81029821		Kommunistische Partei Deutschlands	n81029821	0.9714285714	Organization		http://example.org/1049408#Agent110-11	
Kretschmar, Georg, 1925-2009	n84036363	100	Kretschmar, Georg, 1925-2009	n84036363	n84036363	1	Kretschmar, Georg, 1925-2009			Person		http://example.org/1048075#Agent700-22	
Nicolaisen, Carsten, 1934-	n85138654	100	Nicolaisen, Carsten, 1934- 	n85138654	n85138654	0.8666666667	Nicolaisen, Carsten, 1934- 			Person		http://example.org/1048075#Agent700-23	
Eimermacher, Karl	n84234537	100	Eimermacher, Karl	n84234537	n84234537	1	Eimermacher, Karl			Person		http://example.org/1008520#Agent700-23	
Bundesinstitut für Ostwissenschaftliche und Internationale Studien (Germany)	n80083424	99	Bundesinstitut für Ostwissenschaftliche und Internationale Studien (Germany)		n80083424		Bundesinstitut für Ostwissenschaftliche und Internationale Studien (Germany)	n80083424	1	Organization		http://example.org/1008520#Agent710-24	
Holan, Vladimír	n79112990	96	Holan, Vladimír	n79112990	n79112990	1	Holan, Vladimír			Person		http://example.org/1096648#Agent100-10	
Moskovskiĭ gosudarstvennyĭ universitet im. M.V. Lomonosova	n80126209	98	Moskovskiĭ gosudarstvennyĭ universitet im. M.V. Lomonosova		n80126209		Moskovskiĭ gosudarstvennyĭ universitet im. M.V. Lomonosova	n80126209	1	Organization		http://example.org/1081800#Agent110-10	
Moskovskiĭ gosudarstvennyĭ universitet im. M.V. Lomonosova	n80126209	98	Moskovskiĭ gosudarstvennyĭ universitet im. M.V. Lomonosova		n80126209		Moskovskiĭ gosudarstvennyĭ universitet im. M.V. Lomonosova	n80126209	1	Organization		http://example.org/1081800#Agent610-19	
Penchko, N. A.	no97021739	100	Penchko, N. A	no97021739	no97021739	0.9285714286	Penchko, N. A			Person		http://example.org/1081800#Agent700-20	
Conference of Communist and Workers' Parties (1969 : Moscow)			Conference of Communist and Workers' Parties (1969 : Moscow)				Conference of Communist and Workers' Parties (1969 : Moscow)			Meeting		http://example.org/1037514#Agent111-10	
Conference of Communist and Workers' Parties	n50071789	100	Conference of Communist and Workers' Parties		n50071789		Conference of Communist and Workers' Parties	n50071789	1	Meeting		http://example.org/1037514#Agent711-20	
Conference of Communist and Workers' Parties (1969 : Moscow)			Conference of Communist and Workers' Parties (1969 : Moscow)				Conference of Communist and Workers' Parties (1969 : Moscow)			Meeting		http://example.org/1037511#Agent111-10	
Conference of Communist and Workers' Parties	n50071789	100	Conference of Communist and Workers' Parties		n50071789		Conference of Communist and Workers' Parties	n50071789	1	Meeting		http://example.org/1037511#Agent711-22	
Di͡agilev, D. V			Di͡agilev, D. V				Di͡agilev, D. V			Person		http://example.org/1001606#Agent700-23	
Akifʹeva, M. F.	n83136368	100	Akifʹeva, M. F	n83136368	n83136368	0.8571428571	Akifʹeva, M. F			Person		http://example.org/1001606#Agent700-24	
Institut istorii (Akademii︠a︡ nauk SSSR)	n81009483	100	Institut istorii (Akademii͡a nauk SSSR)		n81009483		Institut istorii (Akademii͡a nauk SSSR)	n81009483	0.95	Organization		http://example.org/1001606#Agent710-25	
Targioni, Eduarda	n50008703	100	Targioni, Eduarda	n50008703	n50008703	1	Targioni, Eduarda			Person		http://example.org/1057526#Agent100-11	
Tapie, Jean-Paul	n96083000	100	Tapie, Jean-Paul	n96083000	n96083000	1	Tapie, Jean-Paul			Person		http://example.org/1031675#Agent100-11	
Roskill, Mark W., 1933-			Roskill, Mark W., 1933-				Roskill, Mark W., 1933-			Person		http://example.org/1086439#Agent100-12	
Dolce, Lodovico, 1508-1568	n82056645	100	Dolce, Lodovico, 1508-1568				Dolce, Lodovico, 1508-1568			Person		http://example.org/1086439#Agent600-24	
Piotrowski, Włodzimierz	n85814491	100	Piotrowski, Włodzimierz	n85814491	n85814491	1	Piotrowski, Włodzimierz			Person		http://example.org/1097413#Agent100-10	
Levchuk, Igorʹ Vasilʹevich	n81149577	100	Levchuk, Igorʹ Vasilʹevich	n81149577	n81149577	1	Levchuk, Igorʹ Vasilʹevich			Person		http://example.org/1018069#Agent100-11	
Miłosz, Czesław	n50033350	100	Miłosz, Czesław	n50033350	n50033350	1	Miłosz, Czesław			Person		http://example.org/1096498#Agent100-10	
Friedman, Milton, 1912-2006	n79117948	100	Friedman, Milton, 1912-2006	n79117948	n79117948	0.9642857143	Friedman, Milton, 1912-2006			Person		http://example.org/105478#Agent100-11	
Wu, Chun-hsi, 1914-	n80034129	100	Wu, Chun-hsi, 1914-	n80034129	n80034129	0.8260869565	Wu, Chun-hsi, 1914-			Person		http://example.org/1019246#Agent100-12	
Lecht, Leonard Abe, 1920-	n79053830	100	Lecht, Leonard Abe, 1920-	n79053830	n79053830	1	Lecht, Leonard Abe, 1920-			Person		http://example.org/1056723#Agent100-14	
Mendershausen, Horst	n80060346	100	Mendershausen, Horst	n80060346	n80060346	0.9523809524	Mendershausen, Horst			Person		http://example.org/1005359#Agent100-10	
Princeton University. Dept. of Economics and Social Institutions. International Finance Section			Princeton University. Dept. of Economics and Social Institutions. International Finance Section				Princeton University. Dept. of Economics and Social Institutions. International Finance Section			Organization		http://example.org/1005359#Agent810-19	
Hoffmeyer, Erik, 1924-	n79006601	100	Hoffmeyer, Erik, 1924-	n79006601	n79006601	0.8461538462	Hoffmeyer, Erik, 1924-			Person		http://example.org/1019791#Agent100-11	
Edie, Lionel D. (Lionel Danforth), 1893-	n89645779	100	Edie, Lionel D. (Lionel Danforth), 1893-	n89645779	n89645779	0.9090909091	Edie, Lionel D. (Lionel Danforth), 1893-			Person		http://example.org/1016812#Agent100-11	
Československá akademie věd	n79097408	94	Československá akademie věd		n79097408		Československá akademie věd	n79097408	0.9642857143	Organization		http://example.org/1002951#Agent110-11	
Jones, Margaret E. W., 1938-	n84029014	100	Jones, Margaret E. W., 1938-	n84029014	n84029014	0.9642857143	Jones, Margaret E. W., 1938-			Person		http://example.org/1004408#Agent100-12	
Medio, Dolores	n50008933	100	Medio, Dolores	n50008933	n50008933	1	Medio, Dolores			Person		http://example.org/1004408#Agent600-21	
Góngora, Manuel de, 1889-1953	no2005065537	98	Góngora, Manuel de, 1889-1953	no2005065537	no2005065537	1	Góngora, Manuel de, 1889-1953			Person		http://example.org/1007509#Agent100-9	
Bonch-Bruevich, V. L. (Viktor Leopolʹdovich)	n82139369	100	Bonch-Bruevich, V. L. (Viktor Leopolʹdovich)	n82139369	n82139369	1	Bonch-Bruevich, V. L. (Viktor Leopolʹdovich)			Person		http://example.org/101637#Agent100-12	
Zvi︠a︡gin, I. P. (Igorʹ Petrovich)	n84235286	100	Zvi͡agin, I. P. (Igorʹ Petrovich)	n84235286	n84235286	0.9411764706	Zvi͡agin, I. P. (Igorʹ Petrovich)			Person		http://example.org/101637#Agent700-25	
Mironov, Aleksandr Grigorʹevich			Mironov, Aleksandr Grigorʹevich				Mironov, Aleksandr Grigorʹevich			Person		http://example.org/101637#Agent700-26	
Matos, Mário Carvalho de			Matos, Mário Carvalho de				Matos, Mário Carvalho de			Person		http://example.org/1068353#Agent100-9	
Universidade Federal do Rio de Janeiro. Instituto de Matemática	n85147162	99	Universidade Federal do Rio de Janeiro. Instituto de Matemática		n85147162		Universidade Federal do Rio de Janeiro. Instituto de Matemática	n85147162	0.984375	Jurisdiction		http://example.org/1068353#Agent810-21	
Cantatore, Domenico, 1906-1998	n80138470	100	Cantatore, Domenico, 1906-1998	n80138470	n80138470	1	Cantatore, Domenico, 1906-1998			Person		http://example.org/1086702#Agent100-10	
Cantatore, Domenico, 1906-1998	n80138470	100	Cantatore, Domenico, 1906-1998	n80138470	n80138470	1	Cantatore, Domenico, 1906-1998			Person		http://example.org/1086702#Agent600-18	
Carrà, Massimo, 1922-	n79039964	97	Carrà, Massimo, 1922-	n79039964	n79039964	1	Carrà, Massimo, 1922-			Person		http://example.org/1086702#Agent700-19	
Galleria d'arte Medea			Galleria d'arte Medea				Galleria d'arte Medea			Organization		http://example.org/1086702#Agent710-20	
Witzenmann, Wolfgang	n85000661	100	Witzenmann, Wolfgang	n85000661	n85000661	0.9523809524	Witzenmann, Wolfgang			Person		http://example.org/1064956#Agent100-11	
Mazzocchi, D. (Domenico), 1592-1665	n85301299	100	Mazzocchi, D. (Domenico), 1592-1665	n85301299	n85301299	1	Mazzocchi, D. (Domenico), 1592-1665			Person		http://example.org/1064956#Agent600-20	
Maitland, Frederic William, 1850-1906	n50041903	100	Maitland, Frederic William, 1850-1906	n50041903	n50041903	0.9736842105	Maitland, Frederic William, 1850-1906			Person		http://example.org/109094#Agent100-10	
Kimball, Fiske, 1888-1955	n80051084	100	Kimball, Fiske, 1888-1955	n80051084	n80051084	1	Kimball, Fiske, 1888-1955			Person		http://example.org/1080470#Agent100-11	
New York (N.Y.) Metropolitian museum of art. Committee on education			New York (N.Y.) Metropolitian museum of art. Committee on education				New York (N.Y.) Metropolitian museum of art. Committee on education			Organization		http://example.org/1080470#Agent710-22	
Balon, Eugene K.	n84183886	100	Balon, Eugene K	n84183886	n84183886	0.9375	Balon, Eugene K			Person		http://example.org/1023354#Agent100-11	
Weyers, Helmut, 1932-			Weyers, Helmut, 1932-				Weyers, Helmut, 1932-			Person		http://example.org/1019911#Agent100-10	
International Secretariat for Volunteer Service	n50037224	100	International Secretariat for Volunteer Service		n50037224		International Secretariat for Volunteer Service	n50037224	1	Organization		http://example.org/1019911#Agent710-21	
Wolozin, Harold, 1920-	n50013783	100	Wolozin, Harold, 1920-	n50013783	n50013783	1	Wolozin, Harold, 1920- 			Person		http://example.org/1065145#Agent100-12	
Torto, Raymond G.	n79114032	100	Torto, Raymond G	n79114032	n79114032	0.9411764706	Torto, Raymond G			Person		http://example.org/1065145#Agent700-22	
Dyer, T. F. Thiselton (Thomas Firminger Thiselton), 1848-	n50010140	84	Dyer, T. F. Thiselton (Thomas Firminger Thiselton), 1848-				Dyer, T. F. Thiselton (Thomas Firminger Thiselton), 1848-			Person		http://example.org/1054597#Agent100-10	
Brudno, Walter W.	n85240844	100	Brudno, Walter W	n85240844	n85240844	0.9411764706	Brudno, Walter W			Person		http://example.org/1028762#Agent100-12	
Swayze, W. Stephen			Swayze, W. Stephen				Swayze, W. Stephen			Person		http://example.org/1028762#Agent700-24	
