Val	match-ID-F	score-lc	Column 1	LCP	match-ID	score	Cor	LCC	score-c	org	Column 3	Column 4	blank
Kumanev, V. (Viktor)	n85255252	100	Kumanev, V. (Viktor)	n85255252	n85255252	1	Kumanev, V. (Viktor)			Person		http://example.org/1071239#Agent100-11	
Okhrimenko, I͡Uriĭ Moĭseĭovych			Okhrimenko, I͡Uriĭ Moĭseĭovych				Okhrimenko, I͡Uriĭ Moĭseĭovych			Person		http://example.org/1025319#Agent100-10	
Catholic Church	n79041716	100	Catholic Church				Catholic Church			Organization		http://example.org/1025319#Agent610-19	
United Nations	n79021345	100	United Nations		n79021345		United Nations	n79021345	0.9333333333	Organization		http://example.org/1054999#Agent610-18	
Nesterenko, A. E	no98120080	93	Nesterenko, A. E				Nesterenko, A. E			Person		http://example.org/1054999#Agent700-19	
Institut mezhdunarodnogo rabochego dvizhenii︠a︡ (Akademii︠a︡ nauk SSSR)	n81008542	100	Institut mezhdunarodnogo rabochego dvizhenii͡a (Akademii͡a nauk SSSR)		n81008542		Institut mezhdunarodnogo rabochego dvizhenii͡a (Akademii͡a nauk SSSR)	n81008542	0.9436619718	Organization		http://example.org/1054999#Agent710-20	
Proshnev, Boris Fedorovich			Proshnev, Boris Fedorovich				Proshnev, Boris Fedorovich			Person		http://example.org/1023034#Agent100-10	
Lenin, Vladimir Ilʹich, 1870-1924	n80067085	100	Lenin, Vladimir Ilʹich, 1870-1924	n80067085	n80067085	0.9428571429	Lenin, Vladimir Ilʹich, 1870-1924			Person		http://example.org/1023034#Agent600-19	
Boĭko, V. I. (Vladimir Ivanovich)	n88206248	98	Boĭko, V. I. (Vladimir Ivanovich)	n88206248	n88206248	0.9411764706	Boĭko, V. I. (Vladimir Ivanovich)			Person		http://example.org/1028351#Agent700-20	
Institut istorii, filologii i filosofii (Akademii︠a︡ nauk SSSR)	n50065483	100	Institut istorii, filologii i filosofii (Akademii͡a nauk SSSR)		n50065483		Institut istorii, filologii i filosofii (Akademii͡a nauk SSSR)	n50065483	0.9682539683	Organization		http://example.org/1028351#Agent710-21	
Nadelʹ, S. N. (Semen Naumovich)	n82017781	100	Nadelʹ, S. N. (Semen Naumovich)	n82017781	n82017781	1	Nadelʹ, S. N. (Semen Naumovich)			Person		http://example.org/1034013#Agent100-10	
Klokman, I͡U. R			Klokman, I͡U. R				Klokman, I͡U. R			Person		http://example.org/1031590#Agent100-11	
Polozov, Vladimir Romanovich	n81040614	93	Polozov, Vladimir Romanovich				Polozov, Vladimir Romanovich			Person		http://example.org/1001535#Agent100-11	
Pavlov, V. I. (Vladimir Ivanovich)	n85067039	100	Pavlov, V. I. (Vladimir Ivanovich)	n85067039	n85067039	1	Pavlov, V. I. (Vladimir Ivanovich)			Person		http://example.org/1010755#Agent100-12	
Salishchev, Konstantin Alekseevich	n80148839	94	Salishchev, Konstantin Alekseevich	n80148839	n80148839	0.8095238095	Salishchev, Konstantin Alekseevich			Person		http://example.org/1007661#Agent700-20	
Saushkin, I͡Ulian Glebovich	n79130751	91	Saushkin, I͡Ulian Glebovich				Saushkin, I͡Ulian Glebovich			Person		http://example.org/1007661#Agent700-21	
Strongina, Maii͡a Lʹvovna			Strongina, Maii͡a Lʹvovna				Strongina, Maii͡a Lʹvovna			Person		http://example.org/1031595#Agent100-11	
Prokhorov, Stepan Ivanovich			Prokhorov, Stepan Ivanovich				Prokhorov, Stepan Ivanovich			Person		http://example.org/1000405#Agent100-11	
Akademii͡a nauk SSSR. Otdelenie ėkonomicheskikh, filosofskikh i pravovykh nauk	n81133712	88	Akademii͡a nauk SSSR. Otdelenie ėkonomicheskikh, filosofskikh i pravovykh nauk		n81133715		Akademii͡a nauk SSSR. Otdelenie ėkonomicheskikh, filosofskikh i pravovykh nauk	n81133715	0.9746835443	Organization		http://example.org/1000356#Agent110-10	
Dʹi︠a︡chenko, V. P. (Vasiliĭ Petrovich), 1902-1971	n84067073	99	Dʹi͡achenko, V. P. (Vasiliĭ Petrovich), 1902-1971	n84067073	n84067073	0.9215686275	Dʹi͡achenko, V. P. (Vasiliĭ Petrovich), 1902-1971			Person		http://example.org/1000356#Agent700-21	
Kunelʹskiĭ, L. Ė. (Leonid Ėmmanuilovich)	n84047019		Kunelʹskiĭ, L. Ė. (Leonid Ėmmanuilovich)	n84047019	n84047019	0.8604651163	Kunelʹskiĭ, L. Ė. (Leonid Ėmmanuilovich)			Person		http://example.org/1024984#Agent100-11	
Zhitov, K. E., 1904-	n85070995	100	Zhitov, K. E., 1904-	n85070995	n85070995	1	Zhitov, K. E., 1904-			Person		http://example.org/1010206#Agent700-21	
Zii︠a︡ev, Kh. Z. (Khamid Zii︠a︡evich)	n85237789	100	Zii͡aev, Kh. Z. (Khamid Zii͡aevich)	n85237789	n85237789	0.8918918919	Zii͡aev, Kh. Z. (Khamid Zii͡aevich)			Person		http://example.org/1010206#Agent700-22	
I͡Uldashev, Abdusali͡am Maksudovich			I͡Uldashev, Abdusali͡am Maksudovich				I͡Uldashev, Abdusali͡am Maksudovich			Person		http://example.org/1010206#Agent700-23	
Tarikh instituti (Ŭzbekiston SSR fanlar akademii︠a︡si)	n82118422	99	Tarikh instituti (Ŭzbekiston SSR fanlar akademii͡asi)				Tarikh instituti (Ŭzbekiston SSR fanlar akademii͡asi)			Organization		http://example.org/1010206#Agent710-24	
Z͡Huchenko, Volodymyr Semenovych			Z͡Huchenko, Volodymyr Semenovych				Z͡Huchenko, Volodymyr Semenovych			Person		http://example.org/1071573#Agent100-11	
Ostri͡akov, Viktor Vasilʹevich			Ostri͡akov, Viktor Vasilʹevich				Ostri͡akov, Viktor Vasilʹevich			Person		http://example.org/1049908#Agent100-10	
Kommunisticheskai͡a partii͡a Sovetskogo Soi͡uza	n50079095	95	Kommunisticheskai͡a partii͡a Sovetskogo Soi͡uza				Kommunisticheskai͡a partii͡a Sovetskogo Soi͡uza			Organization		http://example.org/1049908#Agent610-19	
Stepanovičius, Albinas			Stepanovičius, Albinas				Stepanovičius, Albinas			Person		http://example.org/1049908#Agent700-21	
Deborin, A. M. (Abram Moiseevich), 1881-1963	n84100850	100	Deborin, A. M. (Abram Moiseevich), 1881-1963	n84100850	n84100850	1	Deborin, A. M. (Abram Moiseevich), 1881-1963			Person		http://example.org/1040916#Agent100-10	
Aleksandrov, S. V.	n99029150	100	Aleksandrov, V. S				Aleksandrov, V. S			Person		http://example.org/1028320#Agent700-23	
Lashin, A. G. (Anatoliĭ Grigorʹevich)	nr89001808	98	Lashin, A. G. (Anatoliĭ Grigorʹevich)	nr89001808	nr89001808	0.9473684211	Lashin, A. G. (Anatoliĭ Grigorʹevich)			Person		http://example.org/1028320#Agent700-24	
Horovsʹkyĭ, Froïm I͡Akovych			Horovsʹkyĭ, Froïm I͡Akovych				Horovsʹkyĭ, Froïm I͡Akovych			Person		http://example.org/1041659#Agent100-10	
Penʹkov, E. M.	n85083773	100	Penʹkov, E. M	n85083773	n85083773	0.9285714286	Penʹkov, E. M			Person		http://example.org/1040660#Agent100-10	
Rutkevich, M. N. (Mikhail Nikolaevich)	n80086703	100	Rutkevich, M. N. (Mikhail Nikolaevich)	n80086703	n80086703	1	Rutkevich, M. N. (Mikhail Nikolaevich)			Person		http://example.org/1028316#Agent100-11	
Filippov, Friedrikh Rafailovich			Filippov, Friedrikh Rafailovich				Filippov, Friedrikh Rafailovich			Person		http://example.org/1028316#Agent700-22	
Timofeev, Viktor Dmitrievich	n82126733	93	Timofeev, Viktor Dmitrievich				Timofeev, Viktor Dmitrievich			Person		http://example.org/1038152#Agent100-10	
Shti︠u︡ka, V. G. (Vladimir Georgievich)	n81036695	100	Shti͡uka, V. G. (Vladimir Georgievich)	n81036695	n81036695	0.9487179487	Shti͡uka, V. G. (Vladimir Georgievich)			Person		http://example.org/1028348#Agent100-10	
Osipov, G. V. (Gennadiĭ Vasilʹevich), 1929-	n80123056	99	Osipov, G. V. (Gennadiĭ Vasilʹevich), 1929-	n80123056	n80123056	0.9545454545	Osipov, G. V. (Gennadiĭ Vasilʹevich), 1929-			Person		http://example.org/1001547#Agent700-25	
Szczepański, Jan, 1913-2004	n50012661	98	Szczepański, Jan, 1913-2004	n50012661	n50012661	0.9642857143	Szczepański, Jan, 1913-2004			Person		http://example.org/1001547#Agent700-26	
Akademii͡a nauk SSSR. Institut konkretnyki, sot͡sialʹnykh issledovaniĭ			Akademii͡a nauk SSSR. Institut konkretnyki, sot͡sialʹnykh issledovaniĭ				Akademii͡a nauk SSSR. Institut konkretnyki, sot͡sialʹnykh issledovaniĭ			Organization		http://example.org/1001547#Agent710-27	
Polskia Akademia Nauk. Instytut Filozofii i Socjologii			Polskia Akademia Nauk. Instytut Filozofii i Socjologii				Polskia Akademia Nauk. Instytut Filozofii i Socjologii			Organization		http://example.org/1001547#Agent710-28	
Kobishchanov, I︠U︡riĭ Mikhaĭlovich	n80116216	97	Kobishchanov, I͡Uriĭ Mikhaĭlovich	n80116216	n80116216	0.9411764706	Kobishchanov, I͡Uriĭ Mikhaĭlovich			Person		http://example.org/1026809#Agent700-21	
Kubbelʹ, L. E.	n83063177	100	Kubbelʹ, L. E	n83063177	n83063177	0.8461538462	Kubbelʹ, L. E			Person		http://example.org/1026809#Agent700-22	
Institut Afriki (Akademii︠a︡ nauk SSSR)	n80113699	100	Institut Afriki (Akademii͡a nauk SSSR)		n80113699		Institut Afriki (Akademii͡a nauk SSSR)	n80113699	0.9487179487	Organization		http://example.org/1026809#Agent710-23	
Popov, Sergeĭ Ivanovich	n50061640	98	Popov, Sergeĭ Ivanovich	n50061640	n50061640	1	Popov, Sergeĭ Ivanovich			Person		http://example.org/1038238#Agent100-10	
Fedenko, Panas	n81090152	100	Fedenko, Panas	n81090152	n81090152	1	Fedenko, Panas			Person		http://example.org/1036772#Agent100-10	
Tʻbilisi (Georgia). Universitet			Tʻbilisi (Georgia). Universitet				Tʻbilisi (Georgia). Universitet			Jurisdiction		http://example.org/1022543#Agent710-19	
Shubkin, V. N. (Vladimir Nikolaevich)	n85163574	100	Shubkin, V. N. (Vladimir Nikolaevich)	n85163574	n85163574	1	Shubkin, V. N. (Vladimir Nikolaevich)			Person		http://example.org/1023700#Agent100-10	
Konstantinov, F. V			Konstantinov, F. V				Konstantinov, F. V			Person		http://example.org/1040292#Agent700-22	
Institut filosofii (Akademii︠a︡ nauk SSSR)	n80145079	100	Institut filosofii (Akademii͡a nauk SSSR)		n80145079		Institut filosofii (Akademii͡a nauk SSSR)	n80145079	0.9523809524	Organization		http://example.org/1040292#Agent710-23	
Novozhilova, L. I. (Larisa Ivanovna)	nr92007339	100	Novozhilova, L. I. (Larisa Ivanovna)	nr92007339	nr92007339	1	Novozhilova, L. I. (Larisa Ivanovna)			Person		http://example.org/1077382#Agent100-11	
Maslov, P. P. (Pavel Petrovich), 1902-1978	no92030879	100	Maslov, P. P. (Pavel Petrovich), 1902-1978	no92030879	no92030879	1	Maslov, P. P. (Pavel Petrovich), 1902-1978			Person		http://example.org/1023507#Agent100-10	
Galkin, A. A. (Aleksandr Abramovich)	n80128387	100	Galkin, A. A. (Aleksandr Abramovich)	n80128387	n80128387	1	Galkin, A. A. (Aleksandr Abramovich)			Person		http://example.org/1042344#Agent100-10	
Krasin, I͡Uriĭ Andreevich	n50044013	88	Krasin, I͡Uriĭ Andreevich				Krasin, I͡Uriĭ Andreevich			Person		http://example.org/1025870#Agent100-10	
Národní galerie v Praze	n80106968	95	Národní galerie v Praze				Národní galerie v Praze			Organization		http://example.org/1045839#Agent110-9	
Nat︠s︡ionalna khudozhestvena galerii︠a︡ (Bulgaria)	n80123131	100	Nat͡sionalna khudozhestvena galerii͡a (Bulgaria)		n80123131		Nat͡sionalna khudozhestvena galerii͡a (Bulgaria)	n80123131	0.92	Organization		http://example.org/1045839#Agent710-21	
Buriánek, František, 1917-1995	n80156055	96	Buriánek, František, 1917-1995	n80156055	n80156055	1	Buriánek, František, 1917-1995			Person		http://example.org/1096150#Agent100-10	
Národní galerie v Praze	n80106968	95	Národní galerie v Praze				Národní galerie v Praze			Organization		http://example.org/1084933#Agent110-11	
Pušičová, Marija			Pušičová, Marija				Pušičová, Marija			Person		http://example.org/1084933#Agent700-20	
Vraničová, Dragana			Vraničová, Dragana				Vraničová, Dragana			Person		http://example.org/1084933#Agent700-21	
Brünn. Moravská galerie	n50007537	88	Brünn. Moravská galerie				Brünn. Moravská galerie			Jurisdiction		http://example.org/1084933#Agent710-22	
Osadchai︠a︡, Irina Mikhaĭlovna	n80132399	98	Osadchai͡a, Irina Mikhaĭlovna	n80132399	n80132399	0.9333333333	Osadchai͡a, Irina Mikhaĭlovna			Person		http://example.org/1038298#Agent100-10	
Národní galerie v Praze	n80106968	95	Národní galerie v Praze				Národní galerie v Praze			Organization		http://example.org/1079760#Agent110-11	
Begić, Azra	n86828582	95	Begić, Azra	n86828582	n86828582	1	Begić, Azra			Person		http://example.org/1079760#Agent700-20	
Soulages, Pierre, 1919-	n79129089	100	Soulages, Pierre, 1919-	n79129089	n79129089	0.8518518519	Soulages, Pierre, 1919-			Person		http://example.org/1086256#Agent100-11	
Sweeney, James Johnson, 1900-1986	n50011604	100	Sweeney, James Johnson, 1900-1986	n50011604	n50011604	1	Sweeney, James Johnson, 1900-1986			Person		http://example.org/1086256#Agent700-22	
M. Knoedler &amp; Co			M. Knoedler &amp; Co				M. Knoedler &amp; Co			Organization		http://example.org/1086256#Agent710-23	
Carnegie Institute. Museum of Art	n80046496	100	Carnegie Institute. Museum of Art		n80046496		Carnegie Institute. Museum of Art	n80046496	0.9705882353	Organization		http://example.org/1086256#Agent710-24	
Albright-Knox Art Gallery	n78083392	100	Albright-Knox Art Gallery				Albright-Knox Art Gallery			Organization		http://example.org/1086256#Agent710-25	
Soulages, Pierre, 1919-	n79129089	100	Soulages, Pierre, 1919-	n79129089	n79129089	0.8518518519	Soulages, Pierre, 1919-			Person		http://example.org/1086255#Agent100-10	
Québec (Province). Musée d'art contemporain	n81039941	97	Québec (Province). Musée d'art contemporain				Québec (Province). Musée d'art contemporain			Jurisdiction		http://example.org/1086255#Agent710-18	
Musée du Québec	n80147861	93	Musée du Québec		n80147861		Musée du Québec	n80147861	0.9375	Organization		http://example.org/1086255#Agent710-19	
Herbert, Frank	n80044450	100	Herbert, Frank				Herbert, Frank			Person		http://example.org/1042935#Agent100-10	
Marshall, Paule, 1929-	n82051028	100	Marshall, Paule, 1929-	n82051028	n82051028	0.8461538462	Marshall, Paule, 1929-			Person		http://example.org/106469#Agent100-10	
Bayley, Barrington J.	n87938817	100	Bayley, Barrington J	n87938817	n87938817	0.9523809524	Bayley, Barrington J			Person		http://example.org/1033817#Agent100-11	
Hamilton, Clarence G			Hamilton, Clarence G				Hamilton, Clarence G			Person		http://example.org/1083332#Agent100-9	
Taylor, Sedley, 1834-1920	no89007493	100	Taylor, Sedley, 1834-1920	no89007493	no89007493	1	Taylor, Sedley, 1834-1920			Person		http://example.org/1083341#Agent100-11	
Paynter, John	n81022356	100	Paynter, John	n81022356	n81022356	0.9285714286	Paynter, John			Person		http://example.org/1083397#Agent100-13	
Aston, Peter	n81146975	100	Aston, Peter				Aston, Peter			Person		http://example.org/1083397#Agent700-25	
Ward, David, 1932 September 12-	n80158664	100	Ward, David, 1932 September 12-	n80158664	n80158664	1	Ward, David, 1932 September 12-			Person		http://example.org/1083415#Agent100-14	
Standing Conference for Amateur Music	n50080547	100	Standing Conference for Amateur Music		n50080547		Standing Conference for Amateur Music	n50080547	1	Organization		http://example.org/1083415#Agent710-25	
Scottish Film Council	n97880164	100	Scottish Film Council		n97880164		Scottish Film Council	n97880164	1	Organization		http://example.org/1013132#Agent110-11	
Scottish Educational Film Association	n50022396	100	Scottish Educational Film Association		n50022396		Scottish Educational Film Association	n50022396	1	Organization		http://example.org/1013132#Agent710-21	
National Union of Teachers	n80085259	100	National Union of Teachers		n80085259		National Union of Teachers	n80085259	1	Organization		http://example.org/1014273#Agent710-19	
Great Britain. Building Research Board	nb2004312184	100	Great Britain. Building Research Board		nb2004312184		Great Britain. Building Research Board	nb2004312184	1	Jurisdiction		http://example.org/1083652#Agent110-10	
Lofft, James			Lofft, James				Lofft, James			Person		http://example.org/1027920#Agent100-10	
Hampson, Mavis			Hampson, Mavis				Hampson, Mavis			Person		http://example.org/1044468#Agent100-9	
Mamlok, Gwyneth	n85226394	100	Mamlok, Gwyneth	n85226394	n85226394	1	Mamlok, Gwyneth			Person		http://example.org/1044468#Agent700-20	
Kondratov, Aleksandr Mikhaĭlovich	n82000638	93	Kondratov, Aleksandr Mikhaĭlovich				Kondratov, Aleksandr Mikhaĭlovich			Person		http://example.org/1088894#Agent100-15	
Independent Broadcasting Group			Independent Broadcasting Group				Independent Broadcasting Group			Organization		http://example.org/1026624#Agent110-11	
Addey, John			Addey, John				Addey, John			Person		http://example.org/1026624#Agent700-20	
Russell-Smith, Geoffry	n87812311	100	Russell-Smith, Geoffry	n87812311	n87812311	1	Russell-Smith, Geoffry			Person		http://example.org/1083062#Agent100-10	
Davis, Don, 1928-	n86078633	100	Davis, Don, 1928-	n86078633	n86078633	0.8095238095	Davis, Don, 1928-			Person		http://example.org/104854#Agent100-14	
Davis, Carolyn	n86847751	100	Davis, Carolyn				Davis, Carolyn			Person		http://example.org/104854#Agent700-24	
Frank, M. Z. (Moses Zebi), 1897-	no2008088192	100	Frank, M. Z. (Moses Zebi), 1897-	no2008088192	no2008088192	1	Frank, M. Z. (Moses Zebi), 1897-			Person		http://example.org/1097690#Agent100-11	
Davison, Walter	no2008040230	93	Davison, Walter	n2013043467	n2013043467	0.8333333333	Davison, Walter			Person		http://example.org/1008991#Agent100-9	
Haines, Gregory	n82213254	100	Haines, Gregory	n82213254	n82213254	1	Haines, Gregory			Person		http://example.org/1027046#Agent100-11	
Nicholls, Yvonne I.	no2009016860	100	Nicholls, Yvonne I	no2009016860	no2009016860	0.9473684211	Nicholls, Yvonne I			Person		http://example.org/1066828#Agent100-10	
La Mancusa, Katherine C			La Mancusa, Katherine C				La Mancusa, Katherine C			Person		http://example.org/1077217#Agent100-11	
Laing, Lionel H			Laing, Lionel H				Laing, Lionel H			Person		http://example.org/1047875#Agent100-10	
Sussman, Marvin B.	n50011445	100	Sussman, Marvin B	n50011445	n50011445	0.9444444444	Sussman, Marvin B			Person		http://example.org/105425#Agent100-12	
Runyon, John H.	no00051429	100	Runyon, John H	no00051429	no00051429	0.9333333333	Runyon, John H			Person		http://example.org/1043044#Agent100-15	
Verdini, Jennefer	no00051430	100	Verdini, Jennefer	no00051430	no00051430	0.9444444444	Verdini, Jennefer			Person		http://example.org/1043044#Agent700-26	
Runyon, Sally S.	no00051431	100	Runyon, Sally S	no00051431	no00051431	0.9375	Runyon, Sally S			Person		http://example.org/1043044#Agent700-27	
Kilpatrick, Franklin P. (Franklin Peirce), 1920-	nr88000974	100	Kilpatrick, Franklin P. (Franklin Peirce), 1920-	nr88000974	nr88000974	1	Kilpatrick, Franklin P. (Franklin Peirce), 1920-			Person		http://example.org/1045525#Agent100-12	
Dykes, D. Oswald (David Oswald), 1876-	no2004116060	93	Dykes, D. Oswald (David Oswald), 1876-	no2004116060	no2004116060	0.9047619048	Dykes, D. Oswald (David Oswald), 1876-			Person		http://example.org/1047920#Agent100-11	
Pillai, Philip Nalliah	n84152669	100	Pillai, Philip Nalliah	n84152669	n84152669	1	Pillai, Philip Nalliah			Person		http://example.org/103896#Agent100-10	
Lipsey, Robert E.	n50051349	100	Lipsey, Robert E	n50051349	n50051349	0.9411764706	Lipsey, Robert E			Person		http://example.org/1004027#Agent100-12	
Preston, Doris	no96059050	100	Preston, Doris	no96059050	no96059050	1	Preston, Doris			Person		http://example.org/1004027#Agent700-23	
Council on Social Work Education	n79064614	100	Council on Social Work Education				Council on Social Work Education			Organization		http://example.org/1033455#Agent710-20	
